,site,id,func_run,max_relative_motion,num_movements,func_overlap_with_90,func_overlap_with_std,func_mean_zcor,func_std_zcor,anat_mean_zcor,anat_percent_voxs,anat_std_zcor
401,beijing,beijing_sub11344,1,0.907780072485,0,99.6710462664,251.784101239,,,1.31216519942,-0.834028870014,0.181174467986
402,beijing,beijing_sub12220,1,0.447311278642,0,99.4388436309,254.931110153,,,0.758215174786,0.702444394656,0.342889082811
403,beijing,beijing_sub14238,1,0.466893060561,0,99.2821068519,247.39606046,,,1.32889774882,-0.298872666718,-0.524882950191
404,beijing,beijing_sub15441,1,0.265476251292,0,99.6787863542,230.574690784,,,1.31494121453,-0.37052167906,0.719027238822
405,beijing,beijing_sub16091,1,0.515238556399,0,99.5007643337,243.033766982,,,1.27363337673,0.333142386596,-0.329300177281
406,beijing,beijing_sub16943,1,0.452542031197,0,99.3653127963,210.263769576,,,1.00578784297,-0.346196397092,1.62784288884
407,beijing,beijing_sub17093,1,0.178518374404,0,98.9918535575,251.688475786,,,1.23068598724,-0.214397596611,-0.0126505538591
408,beijing,beijing_sub17159,1,0.581853057051,0,99.6284757832,222.326848701,,,0.657934209696,-0.600063885267,-0.560385489493
409,beijing,beijing_sub17315,1,0.163835283135,0,99.8200429575,252.752635121,,,0.907213620878,0.483516856944,0.267792626011
410,beijing,beijing_sub17586,1,0.324264598746,0,99.5007643337,229.535331309,,,0.223305601492,-0.254202603468,-0.900130816057
411,beijing,beijing_sub17603,1,0.314724848082,0,99.7523171888,230.644569432,,,0.735053290881,-0.911427494458,-0.516258971593
412,beijing,beijing_sub17642,1,0.724840672148,0,98.9512180963,205.854103721,,,0.768418021119,0.273877154165,0.63775592783
413,beijing,beijing_sub17688,1,0.501565000773,0,99.8529383309,258.753491434,,,1.29613023707,0.407445066062,-0.0866680273399
414,beijing,beijing_sub18326,1,0.908675090448,0,99.3595077304,261.674602917,,,1.24906501122,-0.746457854929,-0.112130190615
415,beijing,beijing_sub18758,1,0.608112242929,0,99.6729812883,236.262396744,,,0.60452367615,-0.499666812418,-0.662820934988
416,beijing,beijing_sub18960,1,0.350926844228,0,99.7349019911,243.862559716,,,0.787876133658,-0.384232292533,-0.183984050401
417,beijing,beijing_sub19642,1,0.319130459217,0,99.7039416397,247.182428188,,,1.33993184404,-0.855258207004,0.641145776517
418,beijing,beijing_sub19974,1,0.202778524504,0,99.8181079355,262.160257536,,,0.763774267731,0.236283536578,-0.0392689535771
419,beijing,beijing_sub20127,1,0.956860282382,0,99.6865264421,213.050590553,,,1.17043449748,-0.848624039195,0.087643841296
420,beijing,beijing_sub20246,1,0.407955990273,0,99.5510749047,270.402200637,,,1.69507543883,-0.317006058731,0.621730275331
421,beijing,beijing_sub20765,1,0.598155197252,0,98.8525319762,240.773076811,,,0.94356838106,-1.02465062507,-0.482676066068
422,beijing,beijing_sub20948,1,0.358583114494,0,99.7155517715,258.78740407,,,1.35590859308,-1.17635192898,1.11268800894
423,beijing,beijing_sub21115,1,0.522775841064,0,99.3885330599,254.258984559,,,1.11132194482,0.0748521198812,0.178933037051
424,beijing,beijing_sub22201,1,0.323512673631,0,99.5955804098,226.625662063,,,1.03001586377,-0.274105106896,-0.462116085367
425,beijing,beijing_sub22595,1,0.263367879591,0,99.8587433967,279.956068107,,,1.24066381072,-0.236511489309,0.253055728499
426,beijing,beijing_sub22661,1,0.424939831035,0,99.5317246851,217.912809515,,,1.0946966606,-0.83579798143,0.917509789872
427,beijing,beijing_sub22715,1,0.32442210159,0,99.7910176281,288.796088108,,,1.28185413445,-0.535933596443,-0.044268849816
428,beijing,beijing_sub22890,1,0.469834885891,0,99.2124460613,226.535928886,,,1.25471191875,-0.241818823557,-0.309885516755
429,beijing,beijing_sub26713,1,0.357638882114,0,99.5452698388,256.771966597,,,0.919377260944,-0.977326894698,0.548418359042
430,beijing,beijing_sub28206,1,0.422016350394,0,99.4214284332,225.701303845,,,0.634050673555,-0.972461838305,-0.435936962895
431,beijing,beijing_sub28403,1,0.485309643424,0,99.4756090482,278.388078492,,,1.24567367561,0.242033148679,-0.348919747156
432,beijing,beijing_sub28698,1,0.312362129587,0,99.6536310687,236.596799244,,,1.42167728299,-0.184322702542,0.313619736519
433,beijing,beijing_sub28792,1,0.281895104605,0,99.949689429,245.535192307,,,-0.289375616661,-0.623946889381,-1.37728212475
434,beijing,beijing_sub28801,1,0.221204543353,0,99.8780936164,216.711798585,,,0.54933369435,0.207093198216,-0.230848190022
435,beijing,beijing_sub28907,1,0.405941695321,0,99.7136167496,237.000151758,,,1.0533853542,-1.00784406662,-0.575746150595
436,beijing,beijing_sub28965,1,0.700064182772,0,99.0518392384,272.96926578,,,1.09755269018,-0.0489856792287,-0.233454710844
437,beijing,beijing_sub29590,1,0.63522507822,0,99.5704251243,221.097728808,,,0.74328169002,-1.20067721095,1.95257209173
438,beijing,beijing_sub29785,1,0.358113180433,0,99.8316530893,221.243814361,,,1.00964190715,-0.253760325614,0.518314111961
439,beijing,beijing_sub30272,1,0.404369385587,0,99.7116817276,278.744278905,,,1.32980745203,-0.350619175632,-0.119705405825
440,beijing,beijing_sub30310,1,0.167123218016,0,99.227926237,228.263286469,,,1.23638257014,-1.14716159062,0.376261697081
441,beijing,beijing_sub30556,1,0.24011118258,0,99.4214284332,231.887434785,,,1.13492811157,-0.0772914618823,-0.197695628735
442,beijing,beijing_sub30616,1,0.479590846451,0,99.5936453879,247.517145303,,,0.974583500562,0.0120486646183,-0.166744855817
443,beijing,beijing_sub30988,1,0.170410592394,0,99.7310319472,273.578745802,,,1.45339792934,-0.740265964974,1.1247193877
444,beijing,beijing_sub31058,1,0.372090983497,0,99.6497610248,236.104683401,,,0.776830830288,-0.208205706656,-1.06406288099
445,beijing,beijing_sub31729,1,0.54267236893,0,99.6807213762,279.335524456,,,0.885708848253,0.0394698915641,0.0703929066638
446,beijing,beijing_sub32517,1,0.819366126954,0,99.4485187407,226.014203043,,,0.210001951548,1.14604908218,-0.377472725673
447,beijing,beijing_sub32587,1,0.497893824023,0,99.8355231332,254.404419546,,,1.32801666059,-0.595198828874,0.466507869578
448,beijing,beijing_sub33747,1,0.2744067419,0,99.5201145533,242.146295283,,,1.14643985024,-1.39881768953,0.344488336239
449,beijing,beijing_sub33943,1,0.675420883598,0,99.2685616982,218.181886469,,,0.972611789725,-0.573969491884,0.655922084602
450,beijing,beijing_sub33991,1,0.31654446765,0,99.8355231332,212.093939195,,,1.25231439911,-0.40059657313,0.579741177367
451,beijing,beijing_sub34895,1,0.710655092151,0,99.5839702781,270.690606017,,,1.06818435443,-0.747784688491,0.310427648944
452,beijing,beijing_sub34943,1,0.629436517848,0,99.5259196192,240.787393104,,,1.17587024219,-0.71638296086,-0.198681446483
453,beijing,beijing_sub35309,1,0.376198631045,0,99.4040132356,253.099529091,,,0.681349802976,-0.633234724315,-1.14092747856
454,beijing,beijing_sub35776,1,0.773660093323,0,99.7987577159,237.951546932,,,0.938575811363,0.112003459614,0.80352604882
455,beijing,beijing_sub35806,1,0.314884248574,0,99.688461464,238.258420037,,,1.24446391337,-0.47313014118,-0.287045233204
456,beijing,beijing_sub36580,1,0.256786487183,0,99.7097467056,239.217398372,,,1.14804991094,-0.889755879614,0.0711765450609
457,beijing,beijing_sub36942,1,0.139025896868,0,99.9167940556,248.213918796,,,0.982861846227,-0.0618117369936,0.485102246133
458,beijing,beijing_sub37602,1,0.339105661999,0,99.794887672,237.818073165,,,1.24455680296,0.161538579258,0.514141641099
459,beijing,beijing_sub38602,1,0.371471735129,0,99.0440991505,247.129797178,,,1.20991675482,-0.477995197573,0.896740788909
460,beijing,beijing_sub39725,1,0.281371871373,0,99.1969658856,246.319052207,,,1.15483396846,0.0478731707894,-0.436165689524
461,beijing,beijing_sub40037,1,0.621973021923,0,99.433038565,272.718662481,,,1.03152961831,0.36144816925,0.128341677784
462,beijing,beijing_sub40427,1,0.0851664253095,0,99.2356663248,261.591714639,,,1.53457712091,-0.684538955374,0.690658583114
463,beijing,beijing_sub41170,1,0.347963044015,0,99.9148590337,269.014413243,,,0.738465747161,0.524206419508,-0.25809992039
464,beijing,beijing_sub41621,1,0.338145900463,0,99.8239130014,234.063989714,,,1.02575850908,-0.170169811215,0.383585946278
465,beijing,beijing_sub42512,1,0.562544860433,0,99.843263221,245.491740513,,,0.790449445089,-0.430229189345,-0.233819045794
466,beijing,beijing_sub42555,1,0.364369729808,0,99.7755374524,199.132043542,,,1.25040401209,-0.719478905838,0.641237952092
467,beijing,beijing_sub42843,1,0.207662225742,0,99.8413281991,263.572818503,,,0.768871839607,-0.356811065587,0.368000645375
468,beijing,beijing_sub43290,1,0.538567080316,0,99.8761585944,231.264903101,,,1.04991512579,-0.853046817735,-0.525744147864
469,beijing,beijing_sub44573,1,0.500819428537,0,99.2995220496,173.21621302,,,0.444124913535,-2.2050902173,0.217547946257
470,beijing,beijing_sub45552,1,0.561363955024,0,99.6013854757,258.847283363,,,1.10216691773,-0.85923870769,0.49974647339
471,beijing,beijing_sub46058,1,0.476820301581,0,99.6497610248,235.619567978,,,0.703223759939,-1.47533175826,-0.472395266758
472,beijing,beijing_sub46259,1,0.997082463992,0,99.7174867935,225.780413196,,,0.803736433126,0.169499580629,-0.980997913787
473,beijing,beijing_sub46541,1,0.280802866794,0,99.7484471449,236.27727503,,,1.16051931098,-0.475783808304,0.0610743688717
474,beijing,beijing_sub48501,1,0.316131649792,0,99.8606784187,272.360867499,,,1.01910005477,0.510053528181,-0.208911412172
475,beijing,beijing_sub48563,1,0.214628446391,0,99.8064978038,252.204771029,,,1.22426390813,-1.69823979666,0.141272953957
476,beijing,beijing_sub48676,1,0.209384550528,0,99.589775344,237.586596333,,,0.882670639718,-1.01492051229,-0.633695359993
477,beijing,beijing_sub49782,1,0.419495423098,0,99.9051839238,240.066128626,,,0.705910008347,-1.50231070735,0.327290226635
478,beijing,beijing_sub50498,1,0.184578763676,0,99.9593645388,262.489954289,,,1.05295361512,-0.109577745222,0.343255865871
479,beijing,beijing_sub50873,1,0.229619097638,0,99.9090539678,272.727906836,,,0.886660529057,-0.116654190885,-0.586614039344
480,beijing,beijing_sub50972,1,0.252338443365,0,99.7116817276,240.016328337,,,0.554893645393,-1.06710929905,0.161648836924
481,beijing,beijing_sub50985,1,0.191902605506,0,99.6458909809,255.033723242,,,0.998136882919,-0.479764308989,0.440673720825
482,beijing,beijing_sub51015,1,0.566870258525,0,99.5297896631,243.906221519,,,1.06904218548,0.364544114227,-0.215095621409
483,beijing,beijing_sub51586,1,0.385641206305,0,98.7480407903,251.585906808,,,0.917079484414,-1.07595485613,-0.849006356355
484,beijing,beijing_sub52044,1,0.270573557466,0,99.8393931771,278.030900586,,,1.23370608857,-0.873391599017,0.706226093061
485,beijing,beijing_sub52259,1,0.615928892,0,99.8239130014,208.176995054,,,1.11602416196,-0.975557783283,-0.452540658923
486,beijing,beijing_sub53572,1,0.305222312422,0,99.3614427524,286.721253313,,,0.776206912865,0.40390684323,-1.12025020678
487,beijing,beijing_sub53998,1,0.319582540199,0,99.0131387991,241.476234101,,,1.29530753982,0.110676626052,-0.0891642675076
488,beijing,beijing_sub54890,1,0.646449541728,0,99.7058766617,255.281827613,,,0.914343191027,0.215938755296,-0.319895340698
489,beijing,beijing_sub55301,1,0.558807703955,0,99.6342808491,246.923071633,,,1.45587719133,-0.462957750539,0.971270020542
490,beijing,beijing_sub55541,1,0.504776881404,0,99.1060198533,207.140342341,,,0.912308188841,-0.651810394181,-0.448677802159
491,beijing,beijing_sub55736,1,0.61530087762,0,99.8393931771,238.728176047,,,1.11597577996,-0.61377449874,-0.430362109126
492,beijing,beijing_sub55856,1,0.310825642443,0,99.5162445094,235.349207576,,,0.848997071267,-0.180342201856,0.244923844201
493,beijing,beijing_sub56136,1,1.05270360976,1,99.6787863542,254.807769252,,,1.02702229743,-0.46870736264,-0.113339278225
494,beijing,beijing_sub56659,1,0.440881526036,0,99.8858337042,234.200185077,,,1.40606014845,-0.841105315678,0.608780417791
495,beijing,beijing_sub56703,1,0.282402283985,0,99.6071905416,225.561304235,,,0.877543765412,-0.10161674385,0.500992788466
496,beijing,beijing_sub56757,1,0.393023727019,0,99.8277830453,252.347638643,,,1.01525253108,-0.020679896575,-0.405956978897
497,beijing,beijing_sub58029,1,0.37665890405,0,99.1427852706,269.752949437,,,1.3690638522,-0.673924286879,0.00850205967216
498,beijing,beijing_sub58332,1,0.383686225971,0,99.2453414346,207.20350212,,,0.706271635752,-0.350619175632,0.189134438392
499,beijing,beijing_sub58614,1,0.442256995422,0,99.8529383309,211.19596251,,,0.890177169737,-0.44305524711,-0.698468641627
500,beijing,beijing_sub59347,1,1.31970852843,8,99.224056193,237.740706554,,,1.32726162863,-0.463400028393,-0.604347044566
501,beijing,beijing_sub59448,1,0.420871880743,0,99.7000715958,226.255848742,,,0.506668550348,-0.518684760138,0.268985114148
502,beijing,beijing_sub61961,1,0.70250301067,0,99.5259196192,257.218696128,,,1.25095581022,-0.552297877039,0.318049130421
503,beijing,beijing_sub62083,1,0.261321028622,0,99.6284757832,241.545904567,,,1.16268162459,0.268569819917,0.355495980298
504,beijing,beijing_sub62438,1,0.670739010346,0,99.7600572767,237.053531682,,,0.703511980018,-0.787589695348,-0.0114068224405
505,beijing,beijing_sub62843,1,0.254400393081,0,99.947754407,233.443677856,,,1.00868351618,-0.786262861786,0.639995178104
506,beijing,beijing_sub62966,1,0.228574058021,0,99.3556376865,254.452720209,,,0.943418602863,-0.384674570387,-0.992275984146
507,beijing,beijing_sub64923,1,0.325331354161,0,99.4794790921,264.197350618,,,0.779238262296,-0.0994053545805,0.396000107215
508,beijing,beijing_sub65467,1,0.343598035501,0,99.6071905416,233.370872601,,,1.06530485875,-0.190956870351,-0.295343481634
509,beijing,beijing_sub65659,1,0.6152127762,0,99.8181079355,252.65318428,,,0.606480264079,-0.642080281394,0.0721218871068
510,beijing,beijing_sub66158,1,0.315640840197,0,99.7020066178,251.681243349,,,0.825655083373,-0.719478905838,1.26407208273
511,beijing,beijing_sub66528,1,0.232778435427,0,99.4581938505,279.065350858,,,1.05870788981,-0.442612969256,0.105884313112
512,beijing,beijing_sub66781,1,0.253507633021,0,99.3653127963,216.8609439,,,1.15289861878,0.177902859855,-0.68426859214
513,beijing,beijing_sub66889,1,0.534677846932,0,99.8045627818,220.108735794,,,0.465170947388,-1.32053450937,-0.687898176283
514,beijing,beijing_sub67435,1,0.20483735011,0,99.6284757832,244.42127075,,,1.35336254697,-0.742919632098,0.686965276396
515,beijing,beijing_sub67844,1,0.177455149263,0,99.5723601463,254.668006122,,,1.20363652197,-0.490821255338,0.152116365484
516,beijing,beijing_sub68012,1,0.269761857941,0,99.5472048608,248.978878469,,,1.30186418265,0.220361533835,0.196940124243
517,beijing,beijing_sub68597,1,0.263996553008,0,99.7755374524,279.464321082,,,1.13469075768,0.136328741582,-0.0940143908355
518,beijing,beijing_sub69518,1,0.269521984261,0,99.843263221,179.963782261,,,0.606735526424,-0.796877530281,0.546547477566
519,beijing,beijing_sub69696,1,0.579721864345,0,99.4659339384,238.294936841,,,1.23226890159,0.488381913337,-0.0829148428377
520,beijing,beijing_sub71693,1,0.430255203339,0,99.4562588285,230.07038998,,,0.879543629638,-0.211301651633,0.207543604393
521,beijing,beijing_sub72654,1,0.473202472521,0,99.5046343776,253.788531068,,,1.70139129987,0.0713138970494,0.590653904132
522,beijing,beijing_sub72678,1,0.300814527575,0,99.5220495753,270.801689775,,,1.28561030758,-0.623504611527,0.759247288909
523,beijing,beijing_sub73098,1,0.190200026288,0,99.5588149926,262.96800716,,,0.98753447592,0.0332780016086,-0.244923578354
524,beijing,beijing_sub73245,1,0.473837155571,0,99.0053987113,268.897671499,,,1.40506233074,-0.594314273166,1.12804150221
525,beijing,beijing_sub73279,1,0.517820142521,0,99.8935737921,188.136586447,,,0.834439759217,-1.25507738699,-0.107343764145
526,beijing,beijing_sub73421,1,0.348189100921,0,99.6149306295,226.665121982,,,0.830672972279,0.249994150051,0.849630172682
527,beijing,beijing_sub74386,1,0.457461484718,0,99.5472048608,269.977797348,,,1.23424169608,-0.862334652668,0.88074665777
528,beijing,beijing_sub74587,1,0.264706818953,0,96.6949824881,186.866823298,,,0.878956762717,-0.766802636212,-0.602926845037
529,beijing,beijing_sub75878,1,0.305318931611,0,99.8877687262,225.799980652,,,-0.0264688337556,0.582144818377,-0.821761478594
530,beijing,beijing_sub76377,1,0.61157783642,0,99.4562588285,220.465817743,,,0.717825572798,-0.347965508508,0.530296808322
531,beijing,beijing_sub77440,1,0.41994515118,0,99.6226707173,265.272330879,,,0.827446327725,-0.397058350298,1.14384788625
532,beijing,beijing_sub80163,1,0.134009104168,0,99.8587433967,241.754519941,,,1.35997494162,-0.633234724315,0.73904305131
533,beijing,beijing_sub80551,1,0.376068105534,0,99.6536310687,274.788899077,,,1.22312312473,-1.0003253431,0.26063567368
534,beijing,beijing_sub80569,1,0.224229391472,0,99.8026277598,212.145548328,,,1.14479525628,-1.49258059457,0.586030230525
535,beijing,beijing_sub80927,1,0.291711381334,0,99.5975154318,272.184923306,,,1.28161632839,-0.349734619924,0.517235358057
536,beijing,beijing_sub81062,1,0.294630242847,0,99.79295265,244.315323577,,,1.10560752701,-0.568219879782,0.333528569666
537,beijing,beijing_sub81074,1,0.71250298245,0,99.8026277598,253.042769651,,,0.579364140598,0.525090975216,-0.370414396958
538,beijing,beijing_sub82352,1,0.388732311495,0,99.7697323865,283.467610946,,,1.11690831634,-0.394404683174,-0.20734486021
539,beijing,beijing_sub82426,1,0.270146867463,0,99.7116817276,251.770775186,,,1.48881695597,-0.324524782248,1.04709626273
540,beijing,beijing_sub82714,1,0.264600094482,0,99.7832775402,276.436032739,,,1.27827076095,-0.429786911491,0.14949310271
541,beijing,beijing_sub82826,1,0.269085934229,0,99.1040848314,261.977613299,,,0.807063497267,0.213285088172,-0.0372545329085
542,beijing,beijing_sub82980,1,0.316669307007,0,99.2685616982,234.016787219,,,0.693142427849,0.0898895669159,-0.534457556633
543,beijing,beijing_sub83430,1,0.783069811703,0,99.7852125622,268.902421126,,,0.713203979887,-0.596525662436,0.382538144379
544,beijing,beijing_sub83624,1,0.436660840928,0,99.3865980379,265.986803822,,,1.35211431579,-0.121961525133,0.139656694961
545,beijing,beijing_sub83728,1,0.378231741132,0,99.9225991215,237.696305994,,,1.14241126165,-0.326736171518,-0.0650765946923
546,beijing,beijing_sub85030,1,0.568745716467,0,99.9167940556,191.577046141,,,0.439233761162,0.028412945215,-0.798520976346
547,beijing,beijing_sub85543,1,0.239666309689,0,99.8510033089,250.559507588,,,1.04047753018,-0.506300980227,0.344203604472
548,beijing,beijing_sub85818,1,0.280260735744,0,98.86607713,217.147919637,,,0.609907132214,-1.3068238959,0.0683416241577
549,beijing,beijing_sub86114,1,0.27618090086,0,99.5994504538,234.967933452,,,1.16515799785,-0.575296325445,0.353087893273
550,beijing,beijing_sub87089,1,0.149593181663,0,99.9206640995,228.445461172,,,0.666587706999,-0.102059021704,0.242622977775
551,beijing,beijing_sub87776,1,0.353927252412,0,99.8626134407,255.576588547,,,1.16258063427,-0.00696928310212,0.182977563006
552,beijing,beijing_sub88306,1,0.820775663626,0,99.7290969253,267.495107762,,,1.3114847628,-0.347965508508,0.579623865322
553,beijing,beijing_sub88947,1,0.417428149506,0,99.5723601463,276.050068335,,,0.511471168963,0.357467668564,0.651248471161
554,beijing,beijing_sub89088,1,0.565301698211,0,99.8277830453,272.45806193,,,1.0809759516,-0.691615401038,0.323074730416
555,beijing,beijing_sub89238,1,0.399114670239,0,98.7828711856,267.869842964,,,1.31803440678,-0.296661277448,0.353744603028
556,beijing,beijing_sub89592,1,0.470031764884,0,99.8393931771,224.62825057,,,1.00867903149,-0.732304963602,0.205539015482
557,beijing,beijing_sub89742,1,0.787386671211,0,99.5936453879,228.297198177,,,0.763024264639,-0.508070091643,-0.561252032734
558,beijing,beijing_sub89941,1,0.470807996958,0,98.2546101898,247.60407459,,,0.93960346792,-0.907004715918,-0.393078280181
559,beijing,beijing_sub91145,1,0.258571189424,0,98.709340351,236.888036194,,,0.778486005276,-0.264817271963,-0.674695766849
560,beijing,beijing_sub91399,1,0.321259832534,0,96.4472996769,235.692980958,,,0.851697979229,-0.461630916977,-0.21365690353
561,beijing,beijing_sub91952,1,0.511470712749,0,99.4040132356,246.318620178,,,1.02510259574,-0.634119280023,-0.565952727732
562,beijing,beijing_sub92430,1,0.205295713545,0,99.7619922986,212.44726359,,,0.524982683422,-0.39396240532,0.0329327264575
563,beijing,beijing_sub92490,1,0.366844503843,0,99.5452698388,226.076401122,,,1.12645209669,-0.423152743682,-0.318675437712
564,beijing,beijing_sub92544,1,0.800796103887,0,99.7871475841,252.739590849,,,0.921512690141,-0.0410246778573,-0.343075307658
565,beijing,beijing_sub92602,1,0.117082620401,0,99.2530815225,245.0562166,,,0.837805527358,-0.247568435658,-1.06388511703
566,beijing,beijing_sub92799,1,0.632183841932,0,99.899378858,248.081621073,,,0.905636929855,0.145616576515,-0.356248427142
567,beijing,beijing_sub92859,1,0.367233685819,0,99.7465121229,245.833529132,,,1.22285350142,-0.405903907377,0.691762483715
568,beijing,beijing_sub93689,1,0.439017197841,0,99.7465121229,250.448157777,,,1.02507300708,-0.73318951931,0.810274424757
569,beijing,beijing_sub93856,1,0.300154926663,0,99.8335881112,245.899569822,,,1.15918471666,-0.0242181194067,0.343996470645
570,beijing,beijing_sub94536,1,0.613744995906,0,99.4272334991,236.117166756,,,1.38426979305,-0.307718223797,0.410946916295
571,beijing,beijing_sub95575,1,0.410906424871,0,99.5742951683,282.580004958,,,1.45735393984,-0.796435252427,-0.14679741312
572,beijing,beijing_sub95755,1,0.627053187537,0,99.7116817276,261.545925444,,,0.693423745547,-0.0273140643844,1.43061224687
573,beijing,beijing_sub96163,1,0.451395580395,0,99.3227423131,243.81097258,,,0.87325348202,-0.240491989995,-0.748086438524
574,beijing,beijing_sub97442,1,0.213874566043,0,99.4872191799,273.535087239,,,1.42242973251,-0.634561557877,0.76625413703
575,beijing,beijing_sub98353,1,0.515677932435,0,99.7890826061,219.367627016,,,0.573064089566,-0.97865372826,0.524843450082
576,beijing,beijing_sub98617,1,0.278629951728,0,97.7418293698,244.783637491,,,0.816306126588,0.312797605314,-0.00139757427183
577,berlin,berlin_sub06204,1,0.37338176174,0,99.897443836,243.217858937,,,0.0524602088305,0.297760158279,-0.885000246161
578,berlin,berlin_sub06716,1,0.291211435215,0,99.8316530893,257.774251692,,,0.400296833035,0.638756383685,0.202854089392
579,berlin,berlin_sub12855,1,0.717784459291,0,99.6420209369,213.344487782,,,-0.382755697129,-0.200686983138,-1.38296873049
580,berlin,berlin_sub18913,1,0.321676001592,0,99.5026993556,234.161318441,,,0.784081890322,-0.0883484082314,0.856977166904
581,berlin,berlin_sub23506,1,0.131741641101,0,99.8219779795,230.494208551,,,0.357738857332,0.25662831786,-0.847317439378
582,berlin,berlin_sub27536,1,0.33494704059,0,99.794887672,231.615134592,,,0.233487496143,0.595413153996,-1.18264382187
583,berlin,berlin_sub27711,1,1.08257800643,6,99.7658623425,272.393656,,,0.717927575578,-0.0640231262634,0.0988867389066
584,berlin,berlin_sub27797,1,0.442435645038,0,99.8045627818,235.201474456,,,0.0216649932886,0.470248521325,-1.00250049384
585,berlin,berlin_sub28092,1,0.553104158364,0,99.8877687262,234.184735396,,,0.459371975349,-0.297103555302,-0.241804523402
586,berlin,berlin_sub33248,1,0.341228369278,0,99.8161729136,291.141993913,,,0.265521746361,0.197363085429,-0.671745949111
587,berlin,berlin_sub38279,1,0.136810562458,0,99.9651696047,248.804302219,,,0.309954864958,-0.770340859043,-1.30518561225
588,berlin,berlin_sub40143,1,0.177430352533,0,98.8892973935,146.077874302,,,0.199600649707,-0.313025558045,-0.346103323531
589,berlin,berlin_sub47066,1,0.528623306334,0,99.6265407612,257.429630943,,,0.157808426244,0.143847465099,-0.202014012996
590,berlin,berlin_sub47791,1,0.86918419797,0,99.8664834846,222.898235972,,,-0.0208245806794,0.136328741582,-0.200351296898
591,berlin,berlin_sub49134,1,0.587699115194,0,99.6594361346,248.181381674,,,0.050120022847,-0.617312721572,-1.55536945519
592,berlin,berlin_sub54976,1,0.477366410632,0,99.6749163103,266.812516621,,,-0.332125524692,0.816552080978,-0.691247444322
593,berlin,berlin_sub57028,1,0.725330855541,0,99.9245341435,243.022855539,,,0.418766771622,-0.0967516874567,-0.0480589142812
594,berlin,berlin_sub67166,1,0.375613644587,0,99.9032489019,247.678101823,,,0.80614495611,-0.706652848073,0.675520546217
595,berlin,berlin_sub75506,1,0.503968501,0,99.5646200584,219.003294625,,,0.180577954685,0.49766974827,-0.606045675917
596,berlin,berlin_sub77281,1,0.254445947109,0,99.8064978038,247.799796117,,,0.790263866754,-0.3470809528,-0.223907577355
597,berlin,berlin_sub85681,1,0.235306183514,0,99.8761585944,212.125476465,,,0.298266774002,-1.43641130711,-0.843064203544
598,berlin,berlin_sub86111,1,0.536964672953,0,99.5181795313,214.132508938,,,0.782927740768,-0.753092022739,0.0143148171493
599,berlin,berlin_sub91116,1,0.286323488383,0,99.533659707,269.095943031,,,-1.81293174695,2.62944900438,-1.70109146831
600,berlin,berlin_sub91966,1,0.867845637196,0,99.9303392094,276.160003546,,,0.527671475275,-0.032179120778,-0.206341587418
601,berlin,berlin_sub95068,1,0.252341455175,0,99.3440275547,249.167538339,,,-0.0671063133806,0.414521511725,-1.4108316918
602,berlin,berlin_sub97162,1,0.412628464845,0,99.8568083748,268.676328931,,,-0.140172787455,0.263704763524,-1.18490247551
603,cambridge,cambridge_sub00156,1,0.206349073175,0,99.5046343776,221.546538427,,,0.786426105727,0.895277538984,-1.51246404715
604,cambridge,cambridge_sub00294,1,0.174987342399,0,99.8897037481,199.818529681,,,0.965102601965,0.567549649197,-1.22715176926
605,cambridge,cambridge_sub01361,1,0.312041423532,0,99.7155517715,225.666474603,,,0.526279813285,1.28978938472,-0.928217120773
606,cambridge,cambridge_sub02591,1,0.339144762601,0,99.5839702781,220.609091984,,,0.997789723817,0.875375035555,-1.1716079449
607,cambridge,cambridge_sub02953,1,0.440167331818,0,99.3517676426,209.786100523,,,1.22283880823,0.000991718269227,-0.743573082134
608,cambridge,cambridge_sub04187,1,0.272258590314,0,99.7078116837,259.656221375,,,1.18034958237,0.746672180052,-0.788667396108
609,cambridge,cambridge_sub04270,1,0.324760049883,0,99.5839702781,211.186242354,,,1.14882827767,0.537474755127,-1.51189288786
610,cambridge,cambridge_sub04491,1,0.182476519037,0,99.9342092533,242.934063174,,,0.960320951263,0.688291503329,-0.864764429097
611,cambridge,cambridge_sub04665,1,0.363417913703,0,99.8297180673,231.989303549,,,1.28560900763,0.525975530924,-0.613820040529
612,cambridge,cambridge_sub05306,1,0.535005355113,0,99.6594361346,243.699214018,,,0.438224333618,1.65732228136,-0.158093487915
613,cambridge,cambridge_sub05453,1,0.245116013349,0,99.7639273206,254.814703188,,,1.24553748994,0.492804691877,-0.713956994862
614,cambridge,cambridge_sub06037,1,0.211830592691,0,99.535594729,256.819652513,,,0.980578531871,0.737826622973,-0.809411701661
615,cambridge,cambridge_sub06272,1,0.940958346581,0,99.8084328257,245.845374228,,,1.14668739724,0.564895982073,-0.882121856398
616,cambridge,cambridge_sub06987,1,0.231394144265,0,99.4930242458,255.359705109,,,0.956363102313,0.79886096682,-1.13995488527
617,cambridge,cambridge_sub07413,1,0.213062432165,0,99.4775440701,190.355006944,,,0.470057529777,1.54011865006,-1.48813943548
618,cambridge,cambridge_sub07798,1,0.298495561106,0,99.897443836,227.999039683,,,0.949216202742,1.05405528856,-0.803240370648
619,cambridge,cambridge_sub07902,1,0.827637372283,0,99.8413281991,264.754808971,,,1.22523732736,0.650697885742,-0.448600402358
