,site,id,func_run,max_relative_motion,num_movements,func_overlap_with_90,func_overlap_with_std,func_mean_zcor,func_std_zcor,anat_mean_zcor,anat_percent_voxs,anat_std_zcor
190,Rockland,Rockland_3611212,1,0.63568420619,0,99.9864548463,263.972157096,,,0.314545773999,-0.1741503119,0.532479973895
191,Rockland,Rockland_4097119,1,0.391551133315,0,98.4152170127,231.545922584,,,-0.45320079306,-0.420056798704,-0.932841996883
192,Rockland,Rockland_4143704,1,0.833766933861,0,99.0518392384,378.883450097,,,-1.06854185451,0.207977753924,0.989930333398
193,Rockland,Rockland_4290056,1,0.425776514148,0,98.6377445384,353.248647808,,,-0.950860698725,-0.360349288419,0.17855630091
194,Rockland,Rockland_4323037,1,1.04446520765,10,99.5007643337,317.018289406,,,-0.456791123194,0.0580455614305,1.20560501223
195,Rockland,Rockland_5461463,1,0.546068365683,0,99.9612995608,275.09470622,,,-0.0665795023733,-0.359464732711,0.728152970954
196,Rockland,Rockland_6539040,1,0.990363832134,0,99.4078832795,250.160400792,,,-0.7156786538,-0.0259872308226,-0.410474706895
197,Rockland,Rockland_6692978,1,0.596653081782,0,99.8413281991,272.0098184,,,-0.737998937769,0.16286541282,-0.0713650645257
198,Rockland,Rockland_6913939,1,0.782986551609,0,99.9535594729,277.867925674,,,-0.323922299879,0.0421235586878,0.403564104917
199,Rockland,Rockland_9421819,1,0.991090439869,0,99.7697323865,264.303264282,,,-0.871127176718,2.36319773629,-1.6666436509
200,Rockland,Rockland_1216620,1,0.149290187219,0,99.5859053,356.625083432,,,-0.168305708694,-0.306833668089,1.21007180673
201,Rockland,Rockland_1438912,1,1.27264458903,7,99.5955804098,225.919395838,,,-0.360977474702,-0.329389838642,-0.291103641186
202,Rockland,Rockland_1445797,1,1.15193526294,1,99.8316530893,299.222853157,,,-0.0289796555196,0.430001236614,-0.754523724009
203,Rockland,Rockland_1793622,1,0.456937118212,0,99.843263221,255.596503065,,,-0.189223896049,-0.517357926576,0.318692863213
204,Rockland,Rockland_2009256,1,0.328933427915,0,99.9419493411,252.855038428,,,0.25938969148,-0.0702150162189,0.446627765982
205,Rockland,Rockland_2589215,1,0.409484383097,0,99.6226707173,254.748853505,,,0.0471102096721,0.161096301404,-0.365006604736
206,Rockland,Rockland_2799329,1,0.505736462992,0,99.8355231332,229.781444026,,,-0.299946530215,0.314124438875,-0.848277087458
207,Rockland,Rockland_3313349,1,1.07568132828,1,99.6729812883,283.263573118,,,0.68893561409,-0.355484232025,1.40328243098
208,Rockland,Rockland_3315657,1,0.512249870669,0,99.7561872327,308.867369024,,,-0.244677422069,-0.110904578784,0.217934011568
209,Rockland,Rockland_3804254,1,0.748196237628,0,99.847133265,210.948698667,,,0.377108245624,-0.175034867608,-0.858699745689
210,Rockland,Rockland_4099085,1,0.82507951132,0,99.7232918594,228.50961868,,,-0.409313037357,0.131463685189,-1.07755726998
211,Rockland,Rockland_4288245,1,0.316201407334,0,99.9090539678,267.695343038,,,0.292126411178,0.23097620233,-0.614465991198
212,Rockland,Rockland_6709880,1,0.355433284879,0,99.8393931771,261.62708073,,,0.337183088438,-0.57352721403,-0.07637451707
213,Rockland,Rockland_8735778,1,0.468395996994,0,99.4523887846,255.888468165,,,-0.169304081794,0.248667316489,-0.417954416205
214,Rockland,Rockland_1271401,1,0.800325964842,0,99.6071905416,343.646649381,,,-0.235655694852,0.21638103315,0.602402808133
215,Rockland,Rockland_1334556,1,0.487430169358,0,99.5994504538,325.052951495,,,-0.299470437975,0.237168092286,-0.0752105037207
216,Rockland,Rockland_1525492,1,1.09954067683,1,99.7736024304,320.91903189,,,-0.298759495421,0.426020735928,0.37131399625
217,Rockland,Rockland_1943306,1,0.912770644795,0,99.7561872327,329.450978616,,,-0.573375729849,0.19072891762,-0.993715760216
218,Rockland,Rockland_3304648,1,0.562677172098,0,99.9167940556,266.509555655,,,-0.19463257973,-0.53902954142,0.0942306748391
219,Rockland,Rockland_3328556,1,0.727631692548,0,99.9612995608,299.781583313,,,0.0744232581948,0.103600180389,0.590775417017
220,Rockland,Rockland_3362208,1,1.13403353125,35,99.9264691654,348.190358397,,,-0.202322160479,0.367197781351,0.598174955765
221,Rockland,Rockland_3729976,1,0.453699305708,0,99.5723601463,311.314619676,,,-0.612165127656,0.115541682446,-0.710889525794
222,Rockland,Rockland_3815065,1,0.661116706792,0,99.6633061785,334.739417027,,,-0.51777463532,-0.209090262364,0.54364390075
223,Rockland,Rockland_4154799,1,0.327202765881,0,99.7677973645,313.238367165,,,-0.355755291908,-0.891082713175,0.440847628269
224,Rockland,Rockland_8317157,1,0.357706136375,0,99.9264691654,348.033079776,,,-0.715952739798,-0.455881304875,0.391049224116
225,Rockland,Rockland_9645370,1,0.411004829655,0,99.7697323865,360.256357885,,,-0.944236126568,-0.114000523761,0.83323584583
226,Rockland,Rockland_1292527,1,1.26365514679,28,99.8780936164,312.389736238,,,-0.0179380697842,-0.109135467368,-0.776323003315
227,Rockland,Rockland_1522653,1,0.385683912032,0,99.8006927379,261.268981694,,,-0.504400417301,0.0602569507004,-0.470251556492
228,Rockland,Rockland_1709141,1,0.611057812322,0,99.2937169837,336.80145818,,,-0.52858573548,-0.686750344644,0.387615440535
229,Rockland,Rockland_2113846,1,0.892309027187,0,99.843263221,266.74339388,,,-0.258712316707,-0.471803307618,0.149566724122
230,Rockland,Rockland_2221971,1,1.05112482608,1,99.6342808491,300.255108703,,,-0.98675455902,-0.406346185231,-1.30177751449
231,Rockland,Rockland_2457957,1,0.5779324528,0,99.8703535285,344.085035164,,,-0.544017983498,0.0704293413415,1.1384896326
232,Rockland,Rockland_2483617,1,0.999275827787,0,99.8064978038,348.594635707,,,-0.429356332856,-0.526203483655,1.25076510314
233,Rockland,Rockland_2524225,1,0.405656221449,0,99.7968226939,303.341078052,,,-0.630621106567,-0.081271962568,-0.739627247781
234,Rockland,Rockland_2652676,1,0.643827904024,0,99.7020066178,269.838253059,,,0.140932810978,0.339334276551,-1.12288757997
235,Rockland,Rockland_2864064,1,0.824824787455,0,99.9284041874,311.882051114,,,-0.211790290373,0.28006904412,-0.514412222603
236,Rockland,Rockland_3261820,1,0.724533346369,0,99.845198243,236.529986777,,,-0.20666431576,0.251320983613,-0.552410844208
237,Rockland,Rockland_3606220,1,0.508737505989,0,99.7871475841,226.18676547,,,0.392638573322,-0.319217448,0.621077980694
238,Rockland,Rockland_3701005,1,0.616916007249,0,98.5390584183,269.575927236,,,-0.184710892237,-0.698691846701,-0.578721917524
239,Rockland,Rockland_4710111,1,1.10093444401,6,99.1350451828,231.71607141,,,0.0416003299052,-0.550086487769,-0.4207991093
240,Rockland,Rockland_9100911,1,0.249643946452,0,99.3962731477,325.140835993,,,-0.077485928705,0.284934100514,0.28700166578
241,Rockland,Rockland_1013090,1,0.497353576442,0,99.8838986823,264.588697365,,,-0.195959658573,-0.00741156095608,-0.662596355111
242,Rockland,Rockland_1264721,1,0.237547889909,0,99.8200429575,331.801299369,,,-0.607416307425,-0.00696928310212,0.868644135119
243,Rockland,Rockland_1309257,1,0.707489992862,0,99.8103678477,269.542470063,,,0.0665584807077,-0.033063676486,-0.0707505587152
244,Rockland,Rockland_2139745,1,0.768227967468,0,99.9013138799,283.507059509,,,-0.259180696732,-0.107808633806,-0.0993152728943
245,Rockland,Rockland_2160826,1,0.351335879181,0,99.6304108052,286.36432613,,,-0.20519285077,-0.760610746256,0.121134248787
246,Rockland,Rockland_2286816,1,0.168727739272,0,99.8123028696,245.013826143,,,0.484778598891,0.208862309632,0.00372429756684
247,Rockland,Rockland_2675807,1,1.09113654966,2,99.9632345827,256.301052324,,,-0.415316892232,0.492362414023,-0.41122277403
248,Rockland,Rockland_3346545,1,0.422932677858,0,99.640085915,299.334344576,,,0.419403229209,-0.0830410739839,1.06174868958
249,Rockland,Rockland_3827479,1,0.42751197644,0,99.9690396486,283.715033374,,,-0.124362599745,-1.04986046275,0.0481980560196
250,Rockland,Rockland_3875444,1,1.22078378512,2,99.6845914201,368.168025683,,,-0.87199468066,0.283607266952,0.7054049545
251,Rockland,Rockland_4077433,1,0.220114356642,0,99.9574295168,301.907709778,,,-0.135901135691,-0.190072314643,0.163777126862
252,Rockland,Rockland_4188346,1,0.425959493379,0,99.6652412005,207.297462679,,,-0.0560363669573,-0.0171416737433,0.58846951001
253,Rockland,Rockland_4417007,1,0.481758248502,0,99.6710462664,243.033458001,,,0.155661825237,0.760825071379,-0.69659928954
254,Rockland,Rockland_5161117,1,0.447773034025,0,99.8084328257,265.168798843,,,-0.260592388319,0.274319432019,-0.657610850279
255,Rockland,Rockland_9630905,1,0.543096032024,0,99.8838986823,212.022067648,,,-0.0135438761487,-0.0255449529686,-0.132482730764
256,Rockland,Rockland_1097782,1,0.589337297309,0,99.6787863542,290.831374843,,,0.457576175415,-0.363002955543,1.05002869463
257,Rockland,Rockland_1285465,1,0.754624575534,0,99.5085044215,302.612326528,,,-0.0866326338114,0.18851752835,1.2455432848
258,Rockland,Rockland_1713513,1,0.648923308258,0,99.8742235724,255.705106143,,,-0.630237045275,-0.37273306833,-0.062679416385
259,Rockland,Rockland_1734822,1,0.807303022415,0,99.6710462664,298.726098066,,,-0.0112660304541,-0.306833668089,1.21594324629
260,Rockland,Rockland_1903493,1,0.905962162565,0,99.9264691654,226.879080974,,,0.321654329276,-0.315236947315,0.85952232895
261,Rockland,Rockland_1931386,1,0.546613986283,0,99.7465121229,312.036257205,,,-0.142135040479,-0.281623830414,1.35559427986
262,Rockland,Rockland_2357976,1,1.15038223213,7,99.9690396486,170.96707435,,,0.412106196863,-0.418729965142,0.685330684575
263,Rockland,Rockland_2513310,1,0.283924954874,0,99.483349136,201.694758496,,,-0.746960053046,-1.65799251195,-1.48891254965
264,Rockland,Rockland_3409284,1,1.95507353314,5,99.7542522108,259.146920553,,,-0.571691730171,0.330488719472,-0.635668132272
265,Rockland,Rockland_4119751,1,0.567578047497,0,99.8316530893,315.47595373,,,0.0800892081026,-0.383347736825,0.621563928299
266,Rockland,Rockland_1366839,1,0.442735643471,0,99.8548733528,226.795966007,,,0.0669518422906,-0.701787791679,-0.0372656180282
267,Rockland,Rockland_1382333,1,0.483896734852,0,99.7987577159,305.197757615,,,-0.199153829161,0.0248747223833,-0.312923239241
268,Rockland,Rockland_1764982,1,0.598424372833,0,99.2530815225,326.892673443,,,-0.829392511206,0.45742246356,0.391385341776
269,Rockland,Rockland_1915832,1,0.835945219497,0,99.5684901024,236.1943298,,,-0.201498948952,-0.997229398127,-0.439589351974
270,Rockland,Rockland_1935851,1,0.693437819851,0,99.5472048608,303.627047215,,,-0.170771992863,0.552512202162,1.01620749084
271,Rockland,Rockland_1961098,1,0.596997093795,0,99.7484471449,252.440535196,,,0.226274687582,0.245129093657,-0.358821885193
272,Rockland,Rockland_2362594,1,0.437822167095,0,99.5433348169,168.080025952,,,-0.56882439864,0.290241434761,-0.309503670235
273,Rockland,Rockland_2631208,1,0.722297203373,0,99.6052555197,260.68423946,,,-4.89867317609e-05,-0.444382080672,-0.519441964985
274,Rockland,Rockland_2986140,1,0.863649355931,0,99.330482401,227.891547516,,,-0.756579715151,0.322969995955,-1.7250598139
275,Rockland,Rockland_3033715,1,0.683504828074,0,99.3517676426,288.257664341,,,-0.521435290958,-0.494801756024,-0.532805604096
276,Rockland,Rockland_3070385,1,0.67795058817,0,99.3420925328,293.197255014,,,-0.000723067678489,-0.994133453149,0.54308796968
277,Rockland,Rockland_3106263,1,0.446011748724,0,99.7910176281,291.697096782,,,0.108111174274,0.0606992285543,0.0572645694824
278,Rockland,Rockland_3431940,1,0.446384867575,0,99.8161729136,196.75697961,,,0.414607593664,-0.379809513993,0.0445035581156
279,Rockland,Rockland_3895064,1,1.08297550295,2,99.6826563982,293.101098884,,,0.15388212893,-0.792012473888,1.43573638705
280,Rockland,Rockland_6471972,1,1.11485565433,2,99.8297180673,252.936749828,,,-0.141934976008,-0.956097557708,-0.548158283129
281,Rockland,Rockland_8628499,1,1.36952468397,23,99.2569515664,251.797487821,,,-0.467892869984,0.443711850087,-0.214970460646
282,Rockland,Rockland_9536886,1,0.835810851808,0,99.6845914201,303.113900111,,,-0.244327595966,0.418059734557,1.64151422969
283,Rockland,Rockland_9780496,1,1.45911017062,2,99.6033204977,297.496519388,,,-0.49397243412,-0.0596003477238,-0.513262390626
284,Rockland,Rockland_1150497,1,0.61016746062,0,99.2414713907,240.597257707,,,0.414610018741,-0.478437475427,0.66109013741
285,Rockland,Rockland_1339484,1,0.464470451159,0,98.9628282281,206.288500426,,,-0.312523657712,0.153577577887,0.0726222737261
286,Rockland,Rockland_1753435,1,0.326821434426,0,99.8335881112,256.109988489,,,-0.262347044473,0.722346898084,-0.146564418906
287,Rockland,Rockland_2132437,1,1.0418046122,2,98.6396795604,249.381700108,,,-0.72633008988,-0.93177227574,-0.218355573445
288,Rockland,Rockland_2132437,2,0.56561482477,0,87.565548869,249.381700108,,,-0.72633008988,-0.93177227574,-0.218355573445
289,Rockland,Rockland_2166659,1,0.398285387631,0,99.9825848023,293.095767015,,,-0.754972841424,-0.197148760306,-1.30026158827
290,Rockland,Rockland_2731081,1,0.398779249711,0,99.9148590337,304.338505326,,,0.196131847588,-0.235626933601,-0.181854293683
291,Rockland,Rockland_3486362,1,0.152114496351,0,99.7813425182,254.368947777,,,0.216060240207,-0.343985007822,0.205414475831
292,Rockland,Rockland_3594255,1,1.02184795836,1,99.0266839529,281.730511607,,,-1.15305312805,0.0177982767198,-0.123289182091
293,Rockland,Rockland_5108043,1,0.440800873411,0,99.3672478183,262.489825009,,,-0.390021324759,0.206208642508,0.675919688393
294,Rockland,Rockland_5205221,1,0.402879361596,0,99.6749163103,248.005773647,,,0.379358429156,-1.22013743652,0.135506449179
295,Rockland,Rockland_7212617,1,0.21423568797,0,99.2027709515,272.757382234,,,0.0379187103081,-0.83358659216,-0.103308807499
296,Rockland,Rockland_8574662,1,1.07947487233,3,99.8277830453,289.976235126,,,-0.0698909285855,-0.0432360671271,0.204178056587
297,Rockland,Rockland_8691891,1,0.510760413501,0,99.537529751,264.788186846,,,0.1830278228,-0.736285464288,0.949206752047
298,Rockland,Rockland_9716792,1,0.991137417314,0,99.2743667641,249.894983781,,,-0.0610245327897,-1.11974036367,0.189196362552
299,Rockland,Rockland_1322220,1,0.779693433344,0,99.9806497804,288.776164735,,,-0.671191643512,0.438404515839,-0.966736466883
300,Rockland,Rockland_1476437,1,0.745322567752,0,99.1156949631,338.205355908,,,-0.788815289763,-0.32364022654,-0.46770945786
301,Rockland,Rockland_1494230,1,0.935619821295,0,99.9148590337,266.758106824,,,0.460773720942,0.0222210552595,0.213092964132
302,Rockland,Rockland_1834799,1,0.842753961723,0,99.7600572767,261.954025764,,,-0.225476980193,-0.0520816242064,-0.0315997062527
303,Rockland,Rockland_1940084,1,1.25821636057,26,92.155420964,309.051832105,,,-1.00299797376,-0.0105075059338,-0.335470810534
304,Rockland,Rockland_2071045,1,0.3171800908,0,99.8761585944,324.415609526,,,-0.317960590574,-0.190072314643,0.558893741334
305,Rockland,Rockland_2176073,1,0.464923144186,0,99.9593645388,291.266595622,,,0.247306381394,-0.963616281225,1.15987920853
306,Rockland,Rockland_2436415,1,0.305244574071,0,99.9361442752,315.272820588,,,-0.208113732308,-0.676135676149,0.417778217418
307,Rockland,Rockland_2531270,1,0.698746341672,0,99.8084328257,393.51409175,,,-1.23764106489,-0.00608472739419,0.432421333346
308,Rockland,Rockland_2788776,1,0.672118040228,0,99.7290969253,232.327443651,,,0.392719543046,0.387542562633,-0.327068615929
309,Rockland,Rockland_2842950,1,1.22189743023,5,99.9612995608,290.905111468,,,-0.105868146593,-0.147613640663,-0.00460341091857
310,Rockland,Rockland_3329569,1,0.395076258462,0,98.811896515,306.178974866,,,-0.284144563519,-0.736727742142,0.867375322964
311,Rockland,Rockland_3366302,1,0.186501072383,0,99.6633061785,233.810697435,,,0.208724219975,-0.24889526922,-0.495089989224
312,Rockland,Rockland_3695138,1,0.463019049284,0,99.5220495753,288.522386668,,,-0.836789319703,-0.986172451778,-0.410047024183
313,Rockland,Rockland_3755111,1,0.343795578796,0,99.690396486,199.098128613,,,-0.144369677629,-0.123730636549,0.340058496151
314,Rockland,Rockland_3808535,1,0.304946716657,0,99.6516960468,316.642752071,,,-1.02688094795,0.330488719472,-1.67302875117
315,Rockland,Rockland_3893245,1,0.996240974865,0,99.4040132356,223.609666083,,,-0.673459709458,0.0571610057226,-0.153340602683
316,Rockland,Rockland_4277600,1,0.43375229106,0,99.8413281991,343.935045334,,,-0.823351743707,0.0779480648589,0.262190444999
317,Rockland,Rockland_4791943,1,0.274012590952,0,99.9806497804,348.954225378,,,-0.357359052401,-0.243145657119,0.212675985928
318,Rockland,Rockland_7055197,1,0.507239361643,0,99.6826563982,328.483252215,,,0.286063864444,0.016029165304,0.390768862873
319,ann_arbor_a,ann_arbor_a_sub04111,1,0.704271403651,0,99.6942665299,444.101424224,,,-2.15341762626,0.0111641089104,-2.86841057794
320,ann_arbor_a,ann_arbor_a_sub04619,1,0.993075631561,0,99.7968226939,361.995804154,,,-1.6973553524,0.895277538984,-1.53843741093
321,ann_arbor_a,ann_arbor_a_sub13636,1,0.433068412609,0,99.7716674084,407.696081908,,,-1.76991644791,0.752864070007,-1.32676063863
322,ann_arbor_a,ann_arbor_a_sub13959,1,0.238349428361,0,99.8490682869,393.281402358,,,-2.60734078157,2.12657908442,-1.74274284129
323,ann_arbor_a,ann_arbor_a_sub16960,1,0.402427881738,0,99.6536310687,752.634429572,,,-1.66472861081,1.30969188815,-1.56679342127
324,ann_arbor_a,ann_arbor_a_sub18698,1,0.252729301823,0,99.899378858,400.182814762,,,-2.04036772326,1.65466861424,-1.21838775933
325,ann_arbor_a,ann_arbor_a_sub20317,1,0.231402852186,0,96.8497842451,693.635892208,,,-1.66917010416,-1.09806874883,-2.32024530055
326,ann_arbor_a,ann_arbor_a_sub28433,1,0.163067838644,0,99.9825848023,360.25952191,,,-1.58866724834,0.00231855183112,-1.22969139919
327,ann_arbor_a,ann_arbor_a_sub30421,1,0.460840026473,0,99.7890826061,330.148302455,,,-1.55872992874,0.53216742088,-0.634865138082
328,ann_arbor_a,ann_arbor_a_sub34781,1,0.360873191024,0,99.9554944949,448.736636823,,,-2.24398514278,0.89262387186,-0.912967917094
329,ann_arbor_a,ann_arbor_a_sub38614,1,0.639777750473,0,98.8757522398,383.283337766,,,-1.70236989445,1.3543619514,-1.42858621009
330,ann_arbor_a,ann_arbor_a_sub45660,1,0.419172995313,0,97.6528183595,710.79249771,,,-1.56806045883,-0.603602108099,-1.72559670525
331,ann_arbor_a,ann_arbor_a_sub46727,1,0.677961097704,0,99.8239130014,459.733829743,,,-2.14846238762,1.32826755801,-2.07815913155
332,ann_arbor_a,ann_arbor_a_sub47659,1,0.322266783892,0,99.949689429,402.546686168,,,-2.67374305015,1.94126466361,-2.0858462117
333,ann_arbor_a,ann_arbor_a_sub49687,1,0.241232688498,0,99.0827995898,806.918565139,,,-1.62243403013,1.38664823474,-1.33770430006
334,ann_arbor_a,ann_arbor_a_sub56028,1,0.196686679773,0,99.9941949341,456.817702331,,,-1.8393938722,0.618411602402,-1.51596586648
335,ann_arbor_a,ann_arbor_a_sub70106,1,0.301846185995,0,99.8374581552,325.279186242,,,-1.59038414902,0.995674611833,-1.27110812837
336,ann_arbor_a,ann_arbor_a_sub75922,1,0.353939119059,0,99.2840418739,656.599341075,,,-1.68584306929,0.441058182963,-1.32975242179
337,ann_arbor_a,ann_arbor_a_sub82334,1,1.06152773398,3,99.5220495753,653.088230949,,,-1.95879164832,1.53392676011,-1.3733404151
338,ann_arbor_a,ann_arbor_a_sub96621,1,0.407974141337,0,99.7871475841,558.7415566,,,-2.29388611592,1.68297439689,-0.994468567337
339,baltimore,baltimore_sub17017,1,0.140380091181,0,99.0499042164,543.162068567,,,-1.05044629483,-1.50319526306,0.904299720802
340,baltimore,baltimore_sub19738,1,0.503061040034,0,99.7097467056,602.385582583,,,-1.57923851539,-0.181226757564,1.75257296801
341,baltimore,baltimore_sub23750,1,0.369878817993,0,99.8239130014,467.533497291,,,-1.58039577592,-0.943271499943,0.280804105533
342,baltimore,baltimore_sub23927,1,0.512870295494,0,99.5007643337,923.343507681,,,-2.08071092469,0.0943123454556,-0.152948954468
343,baltimore,baltimore_sub29158,1,0.307292970958,0,99.9342092533,578.531375919,,,-2.25899360913,-0.412538075187,0.289806190074
344,baltimore,baltimore_sub30072,1,0.325716210834,0,99.3130672033,504.43928578,,,-1.25533890952,-1.79332953526,1.90745152857
345,baltimore,baltimore_sub31837,1,0.4401763851,0,99.433038565,476.430601429,,,-1.20564425971,-3.31211168577,1.08781323351
346,baltimore,baltimore_sub37548,1,0.58341280411,0,99.8142378916,579.659669186,,,-1.59826523948,-1.96714473187,1.01431585773
347,baltimore,baltimore_sub52358,1,0.751898397392,0,99.8181079355,453.090607556,,,-0.875948471961,-2.01137251727,1.43742756078
348,baltimore,baltimore_sub54257,1,0.27523439102,0,99.8780936164,678.561368576,,,-1.32145308719,-2.04321652275,1.33664840846
349,baltimore,baltimore_sub54329,1,0.485778478321,0,99.6807213762,571.469237501,,,-1.42543410674,-2.19712921593,1.44294762182
350,baltimore,baltimore_sub73823,1,1.19044936894,7,99.8413281991,454.476930307,,,-1.68904991631,-0.260836771277,0.820427230755
351,baltimore,baltimore_sub76160,1,0.340969206821,0,99.0905396776,457.657669918,,,-1.64888430325,-2.31477512508,0.122628326965
352,baltimore,baltimore_sub77572,1,0.359952677445,0,99.4891542019,447.528676193,,,-1.42772645693,-2.60446711943,0.572296013889
353,baltimore,baltimore_sub80221,1,0.335248997016,0,99.7639273206,450.175779615,,,-1.91604500743,-0.996344842419,0.701851414607
354,baltimore,baltimore_sub81887,1,0.255374861723,0,98.660964802,566.870490445,,,-2.00637400491,-0.429786911491,0.429515895167
355,baltimore,baltimore_sub85922,1,0.975105435325,0,99.7774724743,538.426344884,,,-1.70294213565,0.0208942216976,0.700812945758
356,baltimore,baltimore_sub86414,1,0.178476581097,0,99.7832775402,445.11112778,,,-1.24767409679,-1.20244632237,1.72960706613
357,baltimore,baltimore_sub90658,1,0.879359863765,0,99.949689429,547.744279111,,,-1.20971038136,-1.27276850115,1.05600659828
358,baltimore,baltimore_sub90893,1,0.569889129568,0,99.9322742313,529.958798001,,,-2.0567235033,-3.06753203253,0.314046090184
359,baltimore,baltimore_sub91622,1,0.484502889568,0,99.8529383309,630.125942557,,,-1.44029143945,-0.56468165695,0.737794853021
360,baltimore,baltimore_sub94042,1,0.770220189297,0,99.8684185066,548.677012699,,,-1.8121433673,-1.51779043224,0.675098812855
361,baltimore,baltimore_sub96234,1,0.519951247715,0,99.4872191799,415.033771193,,,-1.27338465265,-1.77652297681,1.23747556963
362,bangor,bangor_sub00031,1,1.42964927517,40,97.8946961048,478417.67708,,,1.29451153737,-0.840663037824,0.432594275831
363,bangor,bangor_sub01903,1,1.01361135057,1,97.9082412585,488147.466276,,,1.70817737911,-0.570873546906,-0.0925761592182
364,bangor,bangor_sub03557,1,1.37270853425,25,98.6338744945,446530.816483,,,1.35317700726,-0.589891494626,0.232122023795
365,bangor,bangor_sub04097,1,0.256597194061,0,98.7577159001,497109.56132,,,1.66456964932,-0.27897016329,0.503590668548
366,bangor,bangor_sub14388,1,0.919823814651,0,98.5816289015,464755.948962,,,1.22376756355,-0.193610537475,-0.102079568799
367,bangor,bangor_sub36736,1,0.478018671183,0,97.4380309217,468623.521941,,,1.14385835789,-0.653579505597,0.337680080301
368,bangor,bangor_sub46870,1,0.685354054486,0,98.6319394725,516439.812527,,,0.964044252457,-0.637215225,0.522035079475
369,bangor,bangor_sub48632,1,0.344958098905,0,97.9933822249,478008.629862,,,1.21830369621,0.0461040593735,-0.69503488731
370,bangor,bangor_sub61418,1,0.302601867146,0,98.5893689893,480260.286083,,,1.26099531402,-1.11708669655,0.747013531113
371,bangor,bangor_sub61908,1,0.723947580975,0,97.4864064707,462330.115961,,,1.50257151425,-0.73318951931,-0.342137303252
372,bangor,bangor_sub66585,1,1.11080145841,2,97.5502621955,486349.133978,,,1.30986668951,-0.666847841216,-0.0575552788937
373,bangor,bangor_sub73082,1,1.1266865447,8,97.3838503067,443781.160031,,,1.42970135838,-0.196264204599,-0.907899509814
374,bangor,bangor_sub77520,1,0.721335684685,0,97.4399659436,485508.413609,,,1.66673232874,-1.23252121644,0.734338983392
375,bangor,bangor_sub81464,1,0.635531682924,0,98.6532247141,457288.350991,,,0.744132884188,-0.631023335045,0.0925869554801
376,bangor,bangor_sub82625,1,0.196018621564,0,97.9256564562,477005.846474,,,1.1524299788,-1.73185291356,0.280726724264
377,bangor,bangor_sub87568,1,0.600863711668,0,97.9933822249,425109.914043,,,1.45773303429,-1.44879508702,0.0373897359922
378,bangor,bangor_sub91556,1,0.438097363608,0,98.6493546702,462026.773012,,,1.57300799014,-0.521780705116,0.175070689109
379,beijing,beijing_sub00440,1,0.16831414082,0,99.740707057,216.688931486,,,1.07478295346,-0.144959973539,0.123120152234
380,beijing,beijing_sub01018,1,0.464615819791,0,99.2975870276,249.818621149,,,0.0387795478551,0.976214386259,-1.13038739874
381,beijing,beijing_sub01244,1,0.375661669591,0,99.6691112444,257.858806864,,,1.27509134302,-0.559816600557,0.46959003337
382,beijing,beijing_sub02403,1,0.442162865922,0,99.740707057,225.857417261,,,0.672384622603,-0.15734375345,0.537069770074
383,beijing,beijing_sub04050,1,0.459229702872,0,99.5820352561,263.188748657,,,1.57905028743,-0.446593469942,0.262158583974
384,beijing,beijing_sub04191,1,0.358208109903,0,99.5994504538,208.478824874,,,0.427288521667,-0.180342201856,0.226930041218
385,beijing,beijing_sub05267,1,0.910781115307,0,99.8374581552,259.989753383,,,1.32032113096,-0.784051472516,0.70983971566
386,beijing,beijing_sub06880,1,0.299893797869,0,99.9129240117,193.72220427,,,0.681597699341,-1.26038472124,-0.37770215955
387,beijing,beijing_sub06899,1,0.773915873981,0,99.3769229281,251.301725858,,,1.58389575506,-0.973346394013,0.749777725354
388,beijing,beijing_sub07144,1,0.439501729234,0,99.5820352561,231.771445555,,,0.664348747769,0.336238331574,-1.24802291563
389,beijing,beijing_sub07716,1,0.711018930831,0,99.3865980379,225.286175936,,,0.93057470222,-0.288700276077,0.268315652218
390,beijing,beijing_sub07717,1,0.385995466295,0,99.6497610248,245.285401347,,,1.39734002519,-0.625273722943,0.82512105494
391,beijing,beijing_sub08001,1,0.460643810335,0,99.5626850365,232.039333659,,,1.11067063683,-0.373617624038,-0.141651048212
392,beijing,beijing_sub08251,1,0.248406863834,0,99.3208072912,215.351119943,,,0.442154363905,-1.00917090018,-0.266409181915
393,beijing,beijing_sub08455,1,0.272633838692,0,99.8393931771,248.316144129,,,0.985998859666,0.255743762152,-0.453693207748
394,beijing,beijing_sub08816,1,0.513242652164,0,99.742642079,282.999288821,,,1.06880983524,-0.405461629523,-0.00243851761163
395,beijing,beijing_sub08992,1,0.574123227191,0,99.3769229281,243.880255312,,,1.34329097446,-0.139652639291,-0.0822061387987
396,beijing,beijing_sub10186,1,0.549498826204,0,99.5549449486,230.752588248,,,0.732202046151,-0.335139450743,-0.293599205546
397,beijing,beijing_sub10277,1,0.380902218424,0,99.537529751,265.072264153,,,1.00461118483,-0.667732396924,0.567202200669
398,beijing,beijing_sub10869,1,0.288090680169,0,99.6265407612,254.695674437,,,1.35054776175,-0.123288358695,0.477289412077
399,beijing,beijing_sub10973,1,0.232769113071,0,99.7020066178,234.197296053,,,1.06638628051,-0.916734828705,0.0622647099193
400,beijing,beijing_sub11072,1,0.172431696622,0,99.5607500145,280.409214213,,,1.48158622638,-0.912312050166,0.425378046703
