,site,orig_id,id,func_run,anat_infile,func_infile,anat_outdir,func_outdir,mean_FD,max_FD,mean_relative_motion,max_relative_motion,num_movements,mean_cor,mean_zcor
979,icbm,sub59589,icbm_sub59589,1,/home2/data/Originals/FCon1000/raw/icbm/sub59589/anat/mprage_anonymized.nii.gz,/home2/data/Originals/FCon1000/raw/icbm/sub59589/func_1/rest.nii.gz,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub59589_/scan,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub59589_/scan_func_1_rest,0.0820326085937,0.35358,0.0551327698684,0.127155416715,0,0.465943473822,-2.06548899772
980,icbm,sub59589,icbm_sub59589,2,/home2/data/Originals/FCon1000/raw/icbm/sub59589/anat/mprage_anonymized.nii.gz,/home2/data/Originals/FCon1000/raw/icbm/sub59589/func_2/rest.nii.gz,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub59589_/scan,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub59589_/scan_func_2_rest,0.0693977929687,0.350382,0.0565807465805,0.133121185391,0,0.467590999027,-2.05125353104
981,icbm,sub59589,icbm_sub59589,3,/home2/data/Originals/FCon1000/raw/icbm/sub59589/anat/mprage_anonymized.nii.gz,/home2/data/Originals/FCon1000/raw/icbm/sub59589/func_3/rest.nii.gz,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub59589_/scan,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub59589_/scan_func_3_rest,0.0754994234375,0.473433,0.0405187688573,0.110061891679,0,0.454037354656,-2.16754760731
1039,icbm,sub85442,icbm_sub85442,1,/home2/data/Originals/FCon1000/raw/icbm/sub85442/anat/mprage_anonymized.nii.gz,/home2/data/Originals/FCon1000/raw/icbm/sub85442/func_1/rest.nii.gz,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub85442_/scan,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub85442_/scan_func_1_rest,0.111817535156,0.348787,0.0730051579491,0.249735259825,0,0.4008738115,-2.6073897544
1040,icbm,sub85442,icbm_sub85442,2,/home2/data/Originals/FCon1000/raw/icbm/sub85442/anat/mprage_anonymized.nii.gz,/home2/data/Originals/FCon1000/raw/icbm/sub85442/func_2/rest.nii.gz,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub85442_/scan,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub85442_/scan_func_2_rest,0.109448784375,0.26828,0.0702887552523,0.183041661924,0,0.401965379085,-2.59859593702
1041,icbm,sub85442,icbm_sub85442,3,/home2/data/Originals/FCon1000/raw/icbm/sub85442/anat/mprage_anonymized.nii.gz,/home2/data/Originals/FCon1000/raw/icbm/sub85442/func_3/rest.nii.gz,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub85442_/scan,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub85442_/scan_func_3_rest,0.114882303906,0.327195,0.0680348016836,0.227375746288,0,0.400716038335,-2.60866003744
1122,munchen,sub26670,munchen_sub26670,1,/home2/data/Originals/FCon1000/raw/munchen/sub26670/anat/mprage_anonymized.nii.gz,/home2/data/Originals/FCon1000/raw/munchen/sub26670/func/rest.nii.gz,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub26670_/scan,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub26670_/scan_func_rest,0.182094998611,2.00274,0.10930302428,0.255329003445,0,0.368701825704,-2.86263735494
1123,munchen,sub28697,munchen_sub28697,1,/home2/data/Originals/FCon1000/raw/munchen/sub28697/anat/mprage_anonymized.nii.gz,/home2/data/Originals/FCon1000/raw/munchen/sub28697/func/rest.nii.gz,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub28697_/scan,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub28697_/scan_func_rest,0.491238963889,1.53456,0.162734841294,0.442712028298,0,0.110059260749,-4.73063268838
1125,munchen,sub31272,munchen_sub31272,1,/home2/data/Originals/FCon1000/raw/munchen/sub31272/anat/mprage_anonymized.nii.gz,/home2/data/Originals/FCon1000/raw/munchen/sub31272/func/rest.nii.gz,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub31272_/scan,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub31272_/scan_func_rest,0.0550684763889,0.474739,0.102475758252,0.21907962023,0,0.388387958633,-2.70733627752
1127,munchen,sub50162,munchen_sub50162,1,/home2/data/Originals/FCon1000/raw/munchen/sub50162/anat/mprage_anonymized.nii.gz,/home2/data/Originals/FCon1000/raw/munchen/sub50162/func/rest.nii.gz,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub50162_/scan,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub50162_/scan_func_rest,0.0805667013889,0.343862,0.0619693136773,0.128172422931,0,0.288537343445,-3.47051708084
1131,munchen,sub72095,munchen_sub72095,1,/home2/data/Originals/FCon1000/raw/munchen/sub72095/anat/mprage_anonymized.nii.gz,/home2/data/Originals/FCon1000/raw/munchen/sub72095/func/rest.nii.gz,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub72095_/scan,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub72095_/scan_func_rest,0.104740381944,0.666949,0.159402003265,0.480586818379,0,0.185730816537,-4.20753139677
1132,munchen,sub74607,munchen_sub74607,1,/home2/data/Originals/FCon1000/raw/munchen/sub74607/anat/mprage_anonymized.nii.gz,/home2/data/Originals/FCon1000/raw/munchen/sub74607/func/rest.nii.gz,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub74607_/scan,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub74607_/scan_func_rest,0.157807155556,0.378463,0.156723869733,0.312627078162,0,0.179159639937,-4.25346859356
1134,munchen,sub96591,munchen_sub96591,1,/home2/data/Originals/FCon1000/raw/munchen/sub96591/anat/mprage_anonymized.nii.gz,/home2/data/Originals/FCon1000/raw/munchen/sub96591/func/rest.nii.gz,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub96591_/scan,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub96591_/scan_func_rest,0.0522168402778,0.230363,0.0325843904203,0.0794219742892,0,0.449400869496,-2.20691372209
1291,orangeburg,sub74164,orangeburg_sub74164,1,/home2/data/Originals/FCon1000/raw/orangeburg/sub74164/anat/mprage_anonymized.nii.gz,/home2/data/Originals/FCon1000/raw/orangeburg/sub74164/func/rest.nii.gz,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub74164_/scan,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub74164_/scan_func_rest,0.0957122660606,1.02115,0.108150432124,0.443475106404,0,0.46873179691,-2.0413799981
1408,Rockland,3927656,Rockland_3927656,1,/home2/data/Originals/Rockland/raw/3927656/touse/anat/mprage.nii.gz,/home2/data/Originals/Rockland/raw/3927656/session_2/BOLDrestingCAP_1/BOLDrestingCAP.nii.gz,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/3927656_session_2/scan,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/3927656_session_2/scan_BOLDrestingCAP_1_BOLDrestingCAP,0.0973005820313,0.924797,0.18551180915,0.461841552916,0,0.41548093475,-2.48893572307
1410,Rockland,3492484,Rockland_3492484,1,/home2/data/Originals/Rockland/raw/3492484/touse/anat/mprage.nii.gz,/home2/data/Originals/Rockland/raw/3492484/session_1/BOLDrestingCAP_1/BOLDrestingCAP.nii.gz,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/3492484_session_1/scan,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/3492484_session_1/scan_BOLDrestingCAP_1_BOLDrestingCAP,0.156343100781,0.938223,0.193590111797,0.569228750152,0,0.458791612975,-2.12696411349
1412,Rockland,4100790,Rockland_4100790,1,/home2/data/Originals/Rockland/raw/4100790/touse/anat/mprage.nii.gz,/home2/data/Originals/Rockland/raw/4100790/session_1/BOLDrestingCAP_1/BOLDrestingCAP.nii.gz,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/4100790_session_1/scan,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/4100790_session_1/scan_BOLDrestingCAP_1_BOLDrestingCAP,0.131930748828,0.945337,0.173701179271,0.499405736851,0,0.459118764298,-2.1241632567
1415,Rockland,4015919,Rockland_4015919,1,/home2/data/Originals/Rockland/raw/4015919/touse/anat/mprage.nii.gz,/home2/data/Originals/Rockland/raw/4015919/session_2/BOLDrestingCAP_1/BOLDrestingCAP.nii.gz,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/4015919_session_2/scan,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/4015919_session_2/scan_BOLDrestingCAP_1_BOLDrestingCAP,0.0879310875,0.391376,0.0743954483826,0.221668243102,0,0.45363741068,-2.17095152284
1421,Rockland,3773269,Rockland_3773269,1,/home2/data/Originals/Rockland/raw/3773269/touse/anat/mprage.nii.gz,/home2/data/Originals/Rockland/raw/3773269/session_1/BOLDrestingCAP_1/BOLDrestingCAP.nii.gz,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/3773269_session_1/scan,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/3773269_session_1/scan_BOLDrestingCAP_1_BOLDrestingCAP,0.252231636719,2.43006,0.227588980304,0.894227090844,0,0.270275093245,-3.60438923494
