,orig_id,site,id,func_run,mean_FD
446,sub19642,beijing,beijing_sub19642,1,0.0551579497778
447,sub19974,beijing,beijing_sub19974,1,0.0588824644444
448,sub20127,beijing,beijing_sub20127,1,0.110544150222
449,sub20246,beijing,beijing_sub20246,1,0.0487747413333
450,sub20765,beijing,beijing_sub20765,1,0.206275464444
451,sub20948,beijing,beijing_sub20948,1,0.181283004
452,sub21115,beijing,beijing_sub21115,1,0.126346137333
453,sub22201,beijing,beijing_sub22201,1,0.0625349022222
454,sub22595,beijing,beijing_sub22595,1,0.0861428493333
455,sub22661,beijing,beijing_sub22661,1,0.145450949333
456,sub22715,beijing,beijing_sub22715,1,0.0518818062222
457,sub22890,beijing,beijing_sub22890,1,0.106187723111
458,sub26713,beijing,beijing_sub26713,1,0.0638665217778
459,sub28206,beijing,beijing_sub28206,1,0.137471665778
460,sub28403,beijing,beijing_sub28403,1,0.0416027380889
461,sub28698,beijing,beijing_sub28698,1,0.0562730293333
462,sub28792,beijing,beijing_sub28792,1,0.0920580026667
463,sub28801,beijing,beijing_sub28801,1,0.0617943546667
464,sub28907,beijing,beijing_sub28907,1,0.087227432
465,sub28965,beijing,beijing_sub28965,1,0.0562799613333
466,sub29590,beijing,beijing_sub29590,1,0.194905642667
467,sub29785,beijing,beijing_sub29785,1,0.0787694302222
468,sub30272,beijing,beijing_sub30272,1,0.124730907111
469,sub30310,beijing,beijing_sub30310,1,0.0486610826667
470,sub30556,beijing,beijing_sub30556,1,0.0504981244444
471,sub30616,beijing,beijing_sub30616,1,0.129010079111
472,sub30988,beijing,beijing_sub30988,1,0.0473037293333
473,sub31058,beijing,beijing_sub31058,1,0.0603123608889
474,sub31729,beijing,beijing_sub31729,1,0.0852879706667
475,sub32517,beijing,beijing_sub32517,1,0.205779376444
476,sub32587,beijing,beijing_sub32587,1,0.0615180608889
477,sub33747,beijing,beijing_sub33747,1,0.0668442008889
478,sub33943,beijing,beijing_sub33943,1,0.133785688889
479,sub33991,beijing,beijing_sub33991,1,0.0848252035556
480,sub34895,beijing,beijing_sub34895,1,0.0925129155556
481,sub34943,beijing,beijing_sub34943,1,0.0603423142222
482,sub35309,beijing,beijing_sub35309,1,0.0700646693333
483,sub35776,beijing,beijing_sub35776,1,0.083736312
484,sub35806,beijing,beijing_sub35806,1,0.0307389662222
485,sub36580,beijing,beijing_sub36580,1,0.0574783422222
486,sub36942,beijing,beijing_sub36942,1,0.0559163403556
487,sub37602,beijing,beijing_sub37602,1,0.0626338773333
488,sub38602,beijing,beijing_sub38602,1,0.0672367247556
489,sub39725,beijing,beijing_sub39725,1,0.0723631293333
490,sub40037,beijing,beijing_sub40037,1,0.0944042137778
491,sub40427,beijing,beijing_sub40427,1,0.0427408088889
492,sub41170,beijing,beijing_sub41170,1,0.0723387497778
493,sub41621,beijing,beijing_sub41621,1,0.072475068
494,sub42512,beijing,beijing_sub42512,1,0.0765704924444
495,sub42555,beijing,beijing_sub42555,1,0.0754849973333
496,sub42843,beijing,beijing_sub42843,1,0.0390942110667
497,sub43290,beijing,beijing_sub43290,1,0.0925384471111
498,sub44573,beijing,beijing_sub44573,1,0.081307304
499,sub45552,beijing,beijing_sub45552,1,0.0549789324444
500,sub46058,beijing,beijing_sub46058,1,0.129319901778
501,sub46259,beijing,beijing_sub46259,1,0.125789540444
502,sub46541,beijing,beijing_sub46541,1,0.0905756111111
503,sub48501,beijing,beijing_sub48501,1,0.23770808
504,sub48563,beijing,beijing_sub48563,1,0.0422035109333
505,sub48676,beijing,beijing_sub48676,1,0.0434084526222
506,sub49782,beijing,beijing_sub49782,1,0.0954896466667
507,sub50498,beijing,beijing_sub50498,1,0.0572305066667
508,sub50873,beijing,beijing_sub50873,1,0.0582721822222
509,sub50972,beijing,beijing_sub50972,1,0.140154695111
510,sub50985,beijing,beijing_sub50985,1,0.0567402586667
511,sub51015,beijing,beijing_sub51015,1,0.140313374667
512,sub51586,beijing,beijing_sub51586,1,0.054384688
513,sub52044,beijing,beijing_sub52044,1,0.0557491373333
514,sub52259,beijing,beijing_sub52259,1,0.106785921778
515,sub53572,beijing,beijing_sub53572,1,0.0375379652444
516,sub53998,beijing,beijing_sub53998,1,0.0632117733333
517,sub54890,beijing,beijing_sub54890,1,0.0896741111111
518,sub55301,beijing,beijing_sub55301,1,0.0543196915556
519,sub55541,beijing,beijing_sub55541,1,0.0625630653333
520,sub55736,beijing,beijing_sub55736,1,0.0550541
521,sub55856,beijing,beijing_sub55856,1,0.236097201333
522,sub56136,beijing,beijing_sub56136,1,0.197473640889
523,sub56659,beijing,beijing_sub56659,1,0.062629556
524,sub56703,beijing,beijing_sub56703,1,0.0818899346667
525,sub56757,beijing,beijing_sub56757,1,0.163231336
526,sub58029,beijing,beijing_sub58029,1,0.0908297142222
527,sub58332,beijing,beijing_sub58332,1,0.079168468
528,sub58614,beijing,beijing_sub58614,1,0.172101734222
529,sub59347,beijing,beijing_sub59347,1,0.179265399556
530,sub59448,beijing,beijing_sub59448,1,0.0475281898667
531,sub61961,beijing,beijing_sub61961,1,0.0666920737778
532,sub62083,beijing,beijing_sub62083,1,0.145787115111
533,sub62438,beijing,beijing_sub62438,1,0.0889179293333
534,sub62843,beijing,beijing_sub62843,1,0.119298109333
535,sub62966,beijing,beijing_sub62966,1,0.104632497778
536,sub64923,beijing,beijing_sub64923,1,0.0471740008889
537,sub65467,beijing,beijing_sub65467,1,0.0629406724444
538,sub65659,beijing,beijing_sub65659,1,0.153274736889
539,sub66158,beijing,beijing_sub66158,1,0.07699666
540,sub66528,beijing,beijing_sub66528,1,0.0683465093333
541,sub66781,beijing,beijing_sub66781,1,0.103529600444
542,sub66889,beijing,beijing_sub66889,1,0.0767983173333
543,sub67435,beijing,beijing_sub67435,1,0.0958231688889
544,sub67844,beijing,beijing_sub67844,1,0.173649642222
545,sub68012,beijing,beijing_sub68012,1,0.0457265417778
546,sub68597,beijing,beijing_sub68597,1,0.0503772257778
547,sub69518,beijing,beijing_sub69518,1,0.122047088
548,sub69696,beijing,beijing_sub69696,1,0.187957104444
549,sub71693,beijing,beijing_sub71693,1,0.108855530222
550,sub72654,beijing,beijing_sub72654,1,0.127616018222
551,sub72678,beijing,beijing_sub72678,1,0.0566783382222
552,sub73098,beijing,beijing_sub73098,1,0.0831327625778
553,sub73245,beijing,beijing_sub73245,1,0.104002168889
554,sub73279,beijing,beijing_sub73279,1,0.164973445333
555,sub73421,beijing,beijing_sub73421,1,0.170445733778
556,sub74386,beijing,beijing_sub74386,1,0.128756709778
557,sub74587,beijing,beijing_sub74587,1,0.0427695417778
558,sub75878,beijing,beijing_sub75878,1,0.0741292351111
559,sub76377,beijing,beijing_sub76377,1,0.0636448053333
560,sub77440,beijing,beijing_sub77440,1,0.060137852
561,sub80163,beijing,beijing_sub80163,1,0.0553988297778
562,sub80551,beijing,beijing_sub80551,1,0.0703985235556
563,sub80569,beijing,beijing_sub80569,1,0.0610062133333
564,sub80927,beijing,beijing_sub80927,1,0.0777790698222
565,sub81062,beijing,beijing_sub81062,1,0.109792588889
566,sub81074,beijing,beijing_sub81074,1,0.128732502222
567,sub82352,beijing,beijing_sub82352,1,0.166526664889
568,sub82426,beijing,beijing_sub82426,1,0.0877381511111
569,sub82714,beijing,beijing_sub82714,1,0.0444848648889
570,sub82826,beijing,beijing_sub82826,1,0.0562327075556
571,sub82980,beijing,beijing_sub82980,1,0.0438646720889
572,sub83430,beijing,beijing_sub83430,1,0.0699127795556
573,sub83624,beijing,beijing_sub83624,1,0.0510235631111
574,sub83728,beijing,beijing_sub83728,1,0.144022173333
575,sub85030,beijing,beijing_sub85030,1,0.129638676444
576,sub85543,beijing,beijing_sub85543,1,0.0526475928
577,sub85818,beijing,beijing_sub85818,1,0.0379885213333
578,sub86114,beijing,beijing_sub86114,1,0.0638962342222
579,sub87089,beijing,beijing_sub87089,1,0.0403463995556
580,sub87776,beijing,beijing_sub87776,1,0.0757916511111
581,sub88306,beijing,beijing_sub88306,1,0.0865362604444
582,sub88947,beijing,beijing_sub88947,1,0.0892138631111
583,sub89088,beijing,beijing_sub89088,1,0.068477408
584,sub89238,beijing,beijing_sub89238,1,0.132972583111
585,sub89592,beijing,beijing_sub89592,1,0.104158077778
586,sub89742,beijing,beijing_sub89742,1,0.103582647556
587,sub89941,beijing,beijing_sub89941,1,0.0588830595556
588,sub91145,beijing,beijing_sub91145,1,0.0409717688889
589,sub91399,beijing,beijing_sub91399,1,0.0856950156444
590,sub91952,beijing,beijing_sub91952,1,0.0699809142222
591,sub92430,beijing,beijing_sub92430,1,0.0544910057778
592,sub92490,beijing,beijing_sub92490,1,0.0914624831111
593,sub92544,beijing,beijing_sub92544,1,0.162418374222
594,sub92602,beijing,beijing_sub92602,1,0.063470124
595,sub92799,beijing,beijing_sub92799,1,0.117640432444
596,sub92859,beijing,beijing_sub92859,1,0.162657052889
597,sub93689,beijing,beijing_sub93689,1,0.0754521066667
598,sub93856,beijing,beijing_sub93856,1,0.108429836
599,sub94536,beijing,beijing_sub94536,1,0.0530138844444
600,sub95575,beijing,beijing_sub95575,1,0.0598528728889
601,sub95755,beijing,beijing_sub95755,1,0.0707726368889
602,sub96163,beijing,beijing_sub96163,1,0.141263953778
603,sub97442,beijing,beijing_sub97442,1,0.109398205333
604,sub98353,beijing,beijing_sub98353,1,0.0847851351111
605,sub98617,beijing,beijing_sub98617,1,0.162024383556
606,sub06204,berlin,berlin_sub06204,1,0.0918201553846
607,sub06716,berlin,berlin_sub06716,1,0.0744903528205
608,sub12855,berlin,berlin_sub12855,1,0.0668444410256
609,sub18913,berlin,berlin_sub18913,1,0.119940191333
610,sub23506,berlin,berlin_sub23506,1,0.0712372179487
611,sub27536,berlin,berlin_sub27536,1,0.0398095569231
612,sub27711,berlin,berlin_sub27711,1,0.103972889231
613,sub27797,berlin,berlin_sub27797,1,0.0706054164103
614,sub28092,berlin,berlin_sub28092,1,0.0673865405128
615,sub33248,berlin,berlin_sub33248,1,0.0795827974359
616,sub38279,berlin,berlin_sub38279,1,0.0552481820513
617,sub40143,berlin,berlin_sub40143,1,0.104340800513
618,sub47066,berlin,berlin_sub47066,1,0.0698134779487
619,sub47791,berlin,berlin_sub47791,1,0.097762465641
620,sub49134,berlin,berlin_sub49134,1,0.0758503446154
621,sub54976,berlin,berlin_sub54976,1,0.127986209744
622,sub57028,berlin,berlin_sub57028,1,0.129404300513
623,sub67166,berlin,berlin_sub67166,1,0.0753631507692
624,sub75506,berlin,berlin_sub75506,1,0.107605866667
625,sub77281,berlin,berlin_sub77281,1,0.0449877131282
626,sub85681,berlin,berlin_sub85681,1,0.09024408
627,sub86111,berlin,berlin_sub86111,1,0.0795155174359
628,sub91116,berlin,berlin_sub91116,1,0.0550234876923
629,sub91966,berlin,berlin_sub91966,1,0.0801605405128
630,sub95068,berlin,berlin_sub95068,1,0.135843279487
631,sub97162,berlin,berlin_sub97162,1,0.0861004605128
632,sub00156,cambridge,cambridge_sub00156,1,0.147070210084
633,sub00294,cambridge,cambridge_sub00294,1,0.0647629353782
634,sub01361,cambridge,cambridge_sub01361,1,0.0762969621849
635,sub02591,cambridge,cambridge_sub02591,1,0.195512970588
636,sub02953,cambridge,cambridge_sub02953,1,0.0659656420168
637,sub04187,cambridge,cambridge_sub04187,1,0.0732192521008
638,sub04270,cambridge,cambridge_sub04270,1,0.0557607084034
639,sub04491,cambridge,cambridge_sub04491,1,0.0699268352941
640,sub04665,cambridge,cambridge_sub04665,1,0.0621361252101
641,sub05306,cambridge,cambridge_sub05306,1,0.091167710084
642,sub05453,cambridge,cambridge_sub05453,1,0.0692171336134
643,sub06037,cambridge,cambridge_sub06037,1,0.053570602521
644,sub06272,cambridge,cambridge_sub06272,1,0.0762307588235
645,sub06987,cambridge,cambridge_sub06987,1,0.0715346436975
646,sub07413,cambridge,cambridge_sub07413,1,0.0971679420168
647,sub07798,cambridge,cambridge_sub07798,1,0.0923598638655
648,sub07902,cambridge,cambridge_sub07902,1,0.150942220168
649,sub08204,cambridge,cambridge_sub08204,1,0.0583506865546
650,sub08588,cambridge,cambridge_sub08588,1,0.0604043781513
651,sub08723,cambridge,cambridge_sub08723,1,0.065706412605
652,sub08947,cambridge,cambridge_sub08947,1,0.0649219812605
653,sub09015,cambridge,cambridge_sub09015,1,0.0627979571429
654,sub09397,cambridge,cambridge_sub09397,1,0.165122857143
655,sub09633,cambridge,cambridge_sub09633,1,0.0638179806723
656,sub10268,cambridge,cambridge_sub10268,1,0.0815558336134
657,sub10619,cambridge,cambridge_sub10619,1,0.145174004202
658,sub11388,cambridge,cambridge_sub11388,1,0.0423136095798
659,sub12346,cambridge,cambridge_sub12346,1,0.0568018621849
660,sub13093,cambridge,cambridge_sub13093,1,0.0581990630252
661,sub13187,cambridge,cambridge_sub13187,1,0.107539706723
662,sub13216,cambridge,cambridge_sub13216,1,0.0532281201681
663,sub13902,cambridge,cambridge_sub13902,1,0.109658480672
664,sub14183,cambridge,cambridge_sub14183,1,0.0479544921849
665,sub14194,cambridge,cambridge_sub14194,1,0.210548784874
666,sub14278,cambridge,cambridge_sub14278,1,0.0846218310924
667,sub15172,cambridge,cambridge_sub15172,1,0.0411921087395
668,sub15258,cambridge,cambridge_sub15258,1,0.0631104495798
669,sub15432,cambridge,cambridge_sub15432,1,0.048543902521
670,sub15905,cambridge,cambridge_sub15905,1,0.165030901681
671,sub16122,cambridge,cambridge_sub16122,1,0.0433816168067
672,sub16390,cambridge,cambridge_sub16390,1,0.0600535117647
673,sub16846,cambridge,cambridge_sub16846,1,0.119505205042
674,sub17584,cambridge,cambridge_sub17584,1,0.171328388235
675,sub17737,cambridge,cambridge_sub17737,1,0.0506319142857
676,sub17772,cambridge,cambridge_sub17772,1,0.0568360554622
677,sub18295,cambridge,cambridge_sub18295,1,0.0983609420168
678,sub18449,cambridge,cambridge_sub18449,1,0.182323685714
679,sub19717,cambridge,cambridge_sub19717,1,0.219619791597
680,sub20389,cambridge,cambridge_sub20389,1,0.0727664008403
681,sub20543,cambridge,cambridge_sub20543,1,0.0451928529412
682,sub20563,cambridge,cambridge_sub20563,1,0.0930493504202
683,sub21755,cambridge,cambridge_sub21755,1,0.0944489529412
684,sub23780,cambridge,cambridge_sub23780,1,0.0491659218487
685,sub23869,cambridge,cambridge_sub23869,1,0.0623825369748
686,sub24670,cambridge,cambridge_sub24670,1,0.0776854008403
687,sub24757,cambridge,cambridge_sub24757,1,0.061122207563
688,sub25044,cambridge,cambridge_sub25044,1,0.0641388865546
689,sub25058,cambridge,cambridge_sub25058,1,0.0715363184874
690,sub25099,cambridge,cambridge_sub25099,1,0.066393210084
691,sub26348,cambridge,cambridge_sub26348,1,0.0555213015966
692,sub27065,cambridge,cambridge_sub27065,1,0.126295914286
693,sub27230,cambridge,cambridge_sub27230,1,0.0792817932773
694,sub27613,cambridge,cambridge_sub27613,1,0.0689769789916
695,sub27796,cambridge,cambridge_sub27796,1,0.0835439932773
696,sub29044,cambridge,cambridge_sub29044,1,0.0956121378151
697,sub29425,cambridge,cambridge_sub29425,1,0.0795905218487
698,sub29800,cambridge,cambridge_sub29800,1,0.0951271428571
699,sub31522,cambridge,cambridge_sub31522,1,0.0470139462185
700,sub34586,cambridge,cambridge_sub34586,1,0.108792832773
701,sub34741,cambridge,cambridge_sub34741,1,0.0824114890756
702,sub35430,cambridge,cambridge_sub35430,1,0.0966842487395
703,sub35512,cambridge,cambridge_sub35512,1,0.0784400621849
704,sub37374,cambridge,cambridge_sub37374,1,0.198869801681
705,sub39053,cambridge,cambridge_sub39053,1,0.0779197235294
706,sub39065,cambridge,cambridge_sub39065,1,0.0385264731092
707,sub39142,cambridge,cambridge_sub39142,1,0.187573881513
708,sub39737,cambridge,cambridge_sub39737,1,0.0727434319328
709,sub40635,cambridge,cambridge_sub40635,1,0.084580705042
710,sub41567,cambridge,cambridge_sub41567,1,0.139329096639
711,sub41773,cambridge,cambridge_sub41773,1,0.0467271915966
712,sub41814,cambridge,cambridge_sub41814,1,0.0600876218487
713,sub42146,cambridge,cambridge_sub42146,1,0.0442277756303
714,sub42253,cambridge,cambridge_sub42253,1,0.0588501327731
715,sub43304,cambridge,cambridge_sub43304,1,0.113636678151
716,sub43358,cambridge,cambridge_sub43358,1,0.105572580672
717,sub45344,cambridge,cambridge_sub45344,1,0.162469682353
718,sub45354,cambridge,cambridge_sub45354,1,0.0983270168067
719,sub45604,cambridge,cambridge_sub45604,1,0.042318007563
720,sub47162,cambridge,cambridge_sub47162,1,0.0565550073109
721,sub47231,cambridge,cambridge_sub47231,1,0.0835019890756
722,sub47278,cambridge,cambridge_sub47278,1,0.141969966387
723,sub47498,cambridge,cambridge_sub47498,1,0.0820857983193
724,sub49259,cambridge,cambridge_sub49259,1,0.138990666387
725,sub49998,cambridge,cambridge_sub49998,1,0.0750731605042
726,sub50272,cambridge,cambridge_sub50272,1,0.0762467260504
727,sub50454,cambridge,cambridge_sub50454,1,0.0990268613445
728,sub50953,cambridge,cambridge_sub50953,1,0.0991025605042
729,sub51050,cambridge,cambridge_sub51050,1,0.0555834521008
730,sub51172,cambridge,cambridge_sub51172,1,0.117853915966
731,sub51512,cambridge,cambridge_sub51512,1,0.130488703361
732,sub51671,cambridge,cambridge_sub51671,1,0.0731672294118
733,sub52036,cambridge,cambridge_sub52036,1,0.0444872445378
734,sub52300,cambridge,cambridge_sub52300,1,0.0438726915966
735,sub52442,cambridge,cambridge_sub52442,1,0.0731442705882
736,sub53059,cambridge,cambridge_sub53059,1,0.0568741109244
737,sub53107,cambridge,cambridge_sub53107,1,0.0730029327731
738,sub53193,cambridge,cambridge_sub53193,1,0.062769210084
739,sub53296,cambridge,cambridge_sub53296,1,0.0637974319328
740,sub53615,cambridge,cambridge_sub53615,1,0.0578791537815
741,sub54846,cambridge,cambridge_sub54846,1,0.0764976336134
742,sub55114,cambridge,cambridge_sub55114,1,0.124415295798
743,sub55660,cambridge,cambridge_sub55660,1,0.0539464630252
744,sub55874,cambridge,cambridge_sub55874,1,0.0489811453782
745,sub57221,cambridge,cambridge_sub57221,1,0.0548604747899
746,sub58360,cambridge,cambridge_sub58360,1,0.063958989916
747,sub58470,cambridge,cambridge_sub58470,1,0.0978994445378
748,sub58682,cambridge,cambridge_sub58682,1,0.0935137941176
749,sub58874,cambridge,cambridge_sub58874,1,0.0737527680672
750,sub59434,cambridge,cambridge_sub59434,1,0.0945559117647
751,sub59729,cambridge,cambridge_sub59729,1,0.0838192411765
752,sub60578,cambridge,cambridge_sub60578,1,0.0677687630252
753,sub60797,cambridge,cambridge_sub60797,1,0.0624476957983
754,sub61185,cambridge,cambridge_sub61185,1,0.0882602294118
755,sub61209,cambridge,cambridge_sub61209,1,0.069154297479
756,sub61436,cambridge,cambridge_sub61436,1,0.0477460344538
757,sub61753,cambridge,cambridge_sub61753,1,0.0460792226891
758,sub62383,cambridge,cambridge_sub62383,1,0.0888973680672
759,sub62424,cambridge,cambridge_sub62424,1,0.0585691394958
760,sub62732,cambridge,cambridge_sub62732,1,0.155966761345
761,sub62908,cambridge,cambridge_sub62908,1,0.155678882353
762,sub63412,cambridge,cambridge_sub63412,1,0.0561448268908
763,sub63661,cambridge,cambridge_sub63661,1,0.0625444235294
764,sub64308,cambridge,cambridge_sub64308,1,0.0731818352941
765,sub64985,cambridge,cambridge_sub64985,1,0.110071632773
766,sub65373,cambridge,cambridge_sub65373,1,0.102042472269
767,sub65682,cambridge,cambridge_sub65682,1,0.335219835294
768,sub66351,cambridge,cambridge_sub66351,1,0.140378221008
769,sub67117,cambridge,cambridge_sub67117,1,0.134402934454
770,sub68101,cambridge,cambridge_sub68101,1,0.134113301681
771,sub68425,cambridge,cambridge_sub68425,1,0.0687853915966
772,sub69287,cambridge,cambridge_sub69287,1,0.124898213445
773,sub69315,cambridge,cambridge_sub69315,1,0.0756292403361
774,sub69397,cambridge,cambridge_sub69397,1,0.101135216807
775,sub71849,cambridge,cambridge_sub71849,1,0.0807376134454
776,sub72068,cambridge,cambridge_sub72068,1,0.0691268773109
777,sub73317,cambridge,cambridge_sub73317,1,0.0485874663866
778,sub73399,cambridge,cambridge_sub73399,1,0.0874358655462
779,sub73477,cambridge,cambridge_sub73477,1,0.140362576471
780,sub76631,cambridge,cambridge_sub76631,1,0.0784535268908
781,sub76745,cambridge,cambridge_sub76745,1,0.0931606260504
782,sub77337,cambridge,cambridge_sub77337,1,0.0800272773109
783,sub77435,cambridge,cambridge_sub77435,1,0.117237747899
784,sub77598,cambridge,cambridge_sub77598,1,0.0543382831933
785,sub77989,cambridge,cambridge_sub77989,1,0.0597424756303
786,sub78547,cambridge,cambridge_sub78547,1,0.0705676260504
787,sub78552,cambridge,cambridge_sub78552,1,0.0764411033613
788,sub78614,cambridge,cambridge_sub78614,1,0.0690896798319
789,sub80557,cambridge,cambridge_sub80557,1,0.0555379176471
790,sub81289,cambridge,cambridge_sub81289,1,0.0614732117647
791,sub81524,cambridge,cambridge_sub81524,1,0.0591028490756
792,sub81562,cambridge,cambridge_sub81562,1,0.0592570319328
793,sub82113,cambridge,cambridge_sub82113,1,0.0509183453782
794,sub82213,cambridge,cambridge_sub82213,1,0.118032486555
795,sub82435,cambridge,cambridge_sub82435,1,0.039166489916
796,sub83409,cambridge,cambridge_sub83409,1,0.0410884832773
797,sub83683,cambridge,cambridge_sub83683,1,0.0762537705882
798,sub84064,cambridge,cambridge_sub84064,1,0.0490064193277
799,sub84256,cambridge,cambridge_sub84256,1,0.0683594285714
800,sub84504,cambridge,cambridge_sub84504,1,0.0870962243697
801,sub84845,cambridge,cambridge_sub84845,1,0.0881432142857
802,sub86115,cambridge,cambridge_sub86115,1,0.0752935571429
803,sub86637,cambridge,cambridge_sub86637,1,0.0566176445378
804,sub87846,cambridge,cambridge_sub87846,1,0.118423644538
805,sub88445,cambridge,cambridge_sub88445,1,0.0657717537815
806,sub88464,cambridge,cambridge_sub88464,1,0.0830682109244
807,sub88853,cambridge,cambridge_sub88853,1,0.0660543420168
808,sub89107,cambridge,cambridge_sub89107,1,0.0378129292437
809,sub89435,cambridge,cambridge_sub89435,1,0.0895494243697
810,sub89894,cambridge,cambridge_sub89894,1,0.0494655932773
811,sub90059,cambridge,cambridge_sub90059,1,0.0817769865546
812,sub90674,cambridge,cambridge_sub90674,1,0.0807423134454
813,sub90681,cambridge,cambridge_sub90681,1,0.0699510218487
814,sub90699,cambridge,cambridge_sub90699,1,0.0641308151261
815,sub92288,cambridge,cambridge_sub92288,1,0.0593646109244
816,sub92393,cambridge,cambridge_sub92393,1,0.163372552941
817,sub92440,cambridge,cambridge_sub92440,1,0.0591773260504
818,sub93269,cambridge,cambridge_sub93269,1,0.0927136890756
819,sub93488,cambridge,cambridge_sub93488,1,0.0781979596639
820,sub93609,cambridge,cambridge_sub93609,1,0.0637295722689
821,sub94304,cambridge,cambridge_sub94304,1,0.0582477142857
822,sub95187,cambridge,cambridge_sub95187,1,0.0596997386555
823,sub95644,cambridge,cambridge_sub95644,1,0.0683424008403
824,sub95959,cambridge,cambridge_sub95959,1,0.0493321907563
825,sub98528,cambridge,cambridge_sub98528,1,0.0503896579832
826,sub98624,cambridge,cambridge_sub98624,1,0.137392052941
827,sub99085,cambridge,cambridge_sub99085,1,0.065697087395
828,sub99330,cambridge,cambridge_sub99330,1,0.127696203361
829,sub99462,cambridge,cambridge_sub99462,1,0.0522950226891
830,sub02480,cleveland,cleveland_sub02480,1,0.692426653543
831,sub07835,cleveland,cleveland_sub07835,1,0.254420374016
832,sub12330,cleveland,cleveland_sub12330,1,0.540019245669
833,sub13495,cleveland,cleveland_sub13495,1,0.152688491339
834,sub17946,cleveland,cleveland_sub17946,1,0.268133562992
835,sub18011,cleveland,cleveland_sub18011,1,0.308262465354
836,sub18566,cleveland,cleveland_sub18566,1,0.189515511811
837,sub19005,cleveland,cleveland_sub19005,1,0.26315787874
838,sub20003,cleveland,cleveland_sub20003,1,0.181567224409
839,sub22736,cleveland,cleveland_sub22736,1,0.196654433071
840,sub22935,cleveland,cleveland_sub22935,1,0.536556930709
841,sub26557,cleveland,cleveland_sub26557,1,0.582584064567
842,sub28596,cleveland,cleveland_sub28596,1,0.188281320472
843,sub34189,cleveland,cleveland_sub34189,1,0.402564152756
844,sub46075,cleveland,cleveland_sub46075,1,0.386543732283
845,sub46739,cleveland,cleveland_sub46739,1,0.146010495276
846,sub47482,cleveland,cleveland_sub47482,1,0.15966160315
847,sub50092,cleveland,cleveland_sub50092,1,0.365422926772
848,sub58811,cleveland,cleveland_sub58811,1,0.115264445669
849,sub61868,cleveland,cleveland_sub61868,1,0.725539585039
850,sub64706,cleveland,cleveland_sub64706,1,0.354467503937
851,sub65858,cleveland,cleveland_sub65858,1,0.29388675748
852,sub67936,cleveland,cleveland_sub67936,1,0.445776367717
853,sub75398,cleveland,cleveland_sub75398,1,0.118670906299
854,sub76139,cleveland,cleveland_sub76139,1,0.118778474803
855,sub80263,cleveland,cleveland_sub80263,1,0.16322070315
856,sub82518,cleveland,cleveland_sub82518,1,0.305975811811
857,sub85091,cleveland,cleveland_sub85091,1,0.380293198425
858,sub92232,cleveland,cleveland_sub92232,1,0.209230706299
859,sub97844,cleveland,cleveland_sub97844,1,0.272321147244
860,sub99664,cleveland,cleveland_sub99664,1,0.596540255906
861,sub00448,icbm,icbm_sub00448,1,0.107320566406
862,sub00448,icbm,icbm_sub00448,2,0.0945547585937
863,sub00448,icbm,icbm_sub00448,3,0.118083763281
864,sub00623,icbm,icbm_sub00623,1,0.246236927344
865,sub00623,icbm,icbm_sub00623,2,0.186525334375
866,sub00623,icbm,icbm_sub00623,3,0.229714017187
867,sub02382,icbm,icbm_sub02382,1,0.186234291406
868,sub02382,icbm,icbm_sub02382,2,0.30241433125
869,sub02382,icbm,icbm_sub02382,3,0.225207313281
870,sub02503,icbm,icbm_sub02503,1,0.135385699219
871,sub02503,icbm,icbm_sub02503,2,0.111426317188
872,sub02503,icbm,icbm_sub02503,3,0.136060666406
873,sub05208,icbm,icbm_sub05208,1,0.132363916406
874,sub05208,icbm,icbm_sub05208,2,0.112142889844
875,sub05208,icbm,icbm_sub05208,3,0.108204694531
876,sub07286,icbm,icbm_sub07286,1,0.0983776179688
877,sub07286,icbm,icbm_sub07286,2,0.110520315625
878,sub07286,icbm,icbm_sub07286,3,0.111501986719
879,sub08255,icbm,icbm_sub08255,1,0.162563642187
880,sub08255,icbm,icbm_sub08255,2,0.152485594531
881,sub08255,icbm,icbm_sub08255,3,0.156563799219
882,sub08806,icbm,icbm_sub08806,1,0.0893867859375
883,sub08806,icbm,icbm_sub08806,2,0.111346475
884,sub08806,icbm,icbm_sub08806,3,0.155029733594
885,sub09539,icbm,icbm_sub09539,1,0.106746998438
886,sub09539,icbm,icbm_sub09539,2,0.120130924219
887,sub09539,icbm,icbm_sub09539,3,0.0951395125
888,sub10582,icbm,icbm_sub10582,1,0.111579578906
889,sub10582,icbm,icbm_sub10582,2,0.0746181101562
890,sub10582,icbm,icbm_sub10582,3,0.0866848984375
891,sub13384,icbm,icbm_sub13384,1,0.105640782031
892,sub13384,icbm,icbm_sub13384,2,0.104083358594
893,sub13384,icbm,icbm_sub13384,3,0.0979360078125
894,sub13478,icbm,icbm_sub13478,1,0.247768603125
895,sub13478,icbm,icbm_sub13478,2,0.2459391
896,sub13478,icbm,icbm_sub13478,3,0.240989860938
897,sub13789,icbm,icbm_sub13789,1,0.14618879375
898,sub13789,icbm,icbm_sub13789,2,0.124567255469
899,sub13789,icbm,icbm_sub13789,3,0.195048560938
900,sub16607,icbm,icbm_sub16607,1,0.160154749219
901,sub16607,icbm,icbm_sub16607,2,0.169358065625
902,sub16607,icbm,icbm_sub16607,3,0.138276726563
903,sub19395,icbm,icbm_sub19395,1,0.312003372656
