,orig_id,site,id,func_run,mean_FD
151,0020004,QuironValencia,QuironValencia_0020004,1,0.393024486875
152,0020008,QuironValencia,QuironValencia_0020008,1,0.143026104375
153,0020009,QuironValencia,QuironValencia_0020009,1,0.0985812125
154,0020010,QuironValencia,QuironValencia_0020010,1,0.1087449825
155,0020011,QuironValencia,QuironValencia_0020011,1,0.072398481875
156,0020012,QuironValencia,QuironValencia_0020012,1,0.113691455625
157,0020013,QuironValencia,QuironValencia_0020013,1,0.12401826
158,0020014,QuironValencia,QuironValencia_0020014,1,0.142763329375
159,0020015,QuironValencia,QuironValencia_0020015,1,0.169001305625
160,0020017,QuironValencia,QuironValencia_0020017,1,0.09010888125
161,0020018,QuironValencia,QuironValencia_0020018,1,0.199122583125
162,0020019,QuironValencia,QuironValencia_0020019,1,0.200382428125
163,0020020,QuironValencia,QuironValencia_0020020,1,0.105712345
164,0020021,QuironValencia,QuironValencia_0020021,1,0.13870003375
165,0020022,QuironValencia,QuironValencia_0020022,1,0.173570531875
166,0020023,QuironValencia,QuironValencia_0020023,1,0.173919749375
167,0020024,QuironValencia,QuironValencia_0020024,1,0.118508738125
168,0020025,QuironValencia,QuironValencia_0020025,1,0.173031266875
169,0020028,QuironValencia,QuironValencia_0020028,1,0.1430306375
170,0020029,QuironValencia,QuironValencia_0020029,1,0.8419507875
171,0020030,QuironValencia,QuironValencia_0020030,1,0.12423372625
172,0020031,QuironValencia,QuironValencia_0020031,1,0.367509616875
173,0020032,QuironValencia,QuironValencia_0020032,1,0.195546995
174,0020033,QuironValencia,QuironValencia_0020033,1,0.101680488125
175,0020034,QuironValencia,QuironValencia_0020034,1,0.086813164375
176,0020035,QuironValencia,QuironValencia_0020035,1,0.09125113875
177,0020036,QuironValencia,QuironValencia_0020036,1,0.161985389375
178,0020037,QuironValencia,QuironValencia_0020037,1,0.23993321875
179,0020038,QuironValencia,QuironValencia_0020038,1,0.139886175625
180,0020039,QuironValencia,QuironValencia_0020039,1,0.19383664125
181,0020040,QuironValencia,QuironValencia_0020040,1,0.145197989375
182,0020041,QuironValencia,QuironValencia_0020041,1,0.59546699875
183,0020042,QuironValencia,QuironValencia_0020042,1,0.1816415375
184,0020043,QuironValencia,QuironValencia_0020043,1,0.110925893125
185,0020045,QuironValencia,QuironValencia_0020045,1,0.142763329375
186,1351931,Rockland,Rockland_1351931,1,0.0545569929687
187,1427581,Rockland,Rockland_1427581,1,0.0965892488281
188,1523112,Rockland,Rockland_1523112,1,0.102672675
189,1616468,Rockland,Rockland_1616468,1,0.414442241406
190,2021454,Rockland,Rockland_2021454,1,0.105090715234
191,2328270,Rockland,Rockland_2328270,1,0.175020112891
192,2505567,Rockland,Rockland_2505567,1,0.199034825781
193,2541244,Rockland,Rockland_2541244,1,0.1360920125
194,2784584,Rockland,Rockland_2784584,1,0.230508967187
195,2861923,Rockland,Rockland_2861923,1,0.216639679687
196,3374719,Rockland,Rockland_3374719,1,0.154103443359
197,3466763,Rockland,Rockland_3466763,1,0.0631976121094
198,3611212,Rockland,Rockland_3611212,1,0.152069019531
199,4097119,Rockland,Rockland_4097119,1,0.212662530859
200,4143704,Rockland,Rockland_4143704,1,0.20718535
201,4290056,Rockland,Rockland_4290056,1,0.0467054527344
202,4323037,Rockland,Rockland_4323037,1,0.160192410547
203,5461463,Rockland,Rockland_5461463,1,0.141291475
204,6539040,Rockland,Rockland_6539040,1,0.264735636328
205,6692978,Rockland,Rockland_6692978,1,0.308227232813
206,6913939,Rockland,Rockland_6913939,1,0.172387964844
207,9421819,Rockland,Rockland_9421819,1,0.171272826953
208,1216620,Rockland,Rockland_1216620,1,0.0342795884766
209,1438912,Rockland,Rockland_1438912,1,0.0972944179688
210,1445797,Rockland,Rockland_1445797,1,0.23291754375
211,1793622,Rockland,Rockland_1793622,1,0.102829941406
212,2009256,Rockland,Rockland_2009256,1,0.0755301398438
213,2589215,Rockland,Rockland_2589215,1,0.0471092694922
214,2799329,Rockland,Rockland_2799329,1,0.157567979297
215,2967284,Rockland,Rockland_2967284,1,0.374301026953
216,3313349,Rockland,Rockland_3313349,1,0.155662445703
217,3315657,Rockland,Rockland_3315657,1,0.058738678125
218,3804254,Rockland,Rockland_3804254,1,0.115585439063
219,4099085,Rockland,Rockland_4099085,1,0.534028842578
220,4288245,Rockland,Rockland_4288245,1,0.0712758496094
221,6709880,Rockland,Rockland_6709880,1,0.0473699652344
222,8735778,Rockland,Rockland_8735778,1,0.0821110976562
223,1271401,Rockland,Rockland_1271401,1,0.213055996094
224,1334556,Rockland,Rockland_1334556,1,0.127748419531
225,1525492,Rockland,Rockland_1525492,1,0.266463631641
226,1591238,Rockland,Rockland_1591238,1,0.780072671094
227,1943306,Rockland,Rockland_1943306,1,0.129965786719
228,3304648,Rockland,Rockland_3304648,1,0.222499942969
229,3328556,Rockland,Rockland_3328556,1,0.120605242578
230,3362208,Rockland,Rockland_3362208,1,0.0689883476563
231,3729976,Rockland,Rockland_3729976,1,0.0843675113281
232,3815065,Rockland,Rockland_3815065,1,0.0819238753906
233,3951328,Rockland,Rockland_3951328,1,0.276723678906
234,4154799,Rockland,Rockland_4154799,1,0.0710211496094
235,4230470,Rockland,Rockland_4230470,1,0.315324135156
236,8317157,Rockland,Rockland_8317157,1,0.0712541179687
237,9645370,Rockland,Rockland_9645370,1,0.0813255589844
238,1125244,Rockland,Rockland_1125244,1,0.0947488394531
239,1288657,Rockland,Rockland_1288657,1,0.137456898047
240,1292527,Rockland,Rockland_1292527,1,0.0953989375
241,1522653,Rockland,Rockland_1522653,1,0.17173270625
242,1709141,Rockland,Rockland_1709141,1,0.120609679297
243,2113846,Rockland,Rockland_2113846,1,0.320581547266
244,2221971,Rockland,Rockland_2221971,1,0.157082071484
245,2457957,Rockland,Rockland_2457957,1,0.122033139844
246,2465771,Rockland,Rockland_2465771,1,0.418690275391
247,2483617,Rockland,Rockland_2483617,1,0.177342046094
248,2524225,Rockland,Rockland_2524225,1,0.103826190352
249,2652676,Rockland,Rockland_2652676,1,0.102289931641
250,2864064,Rockland,Rockland_2864064,1,0.128231533594
251,3261820,Rockland,Rockland_3261820,1,0.0993215605469
252,3606220,Rockland,Rockland_3606220,1,0.0684608046875
253,3701005,Rockland,Rockland_3701005,1,0.107680954688
254,4487215,Rockland,Rockland_4487215,1,0.380843382422
255,4710111,Rockland,Rockland_4710111,1,0.360152305859
256,9100911,Rockland,Rockland_9100911,1,0.0528242152344
257,1013090,Rockland,Rockland_1013090,1,0.0801189652344
258,1264721,Rockland,Rockland_1264721,1,0.0437556730469
259,1309257,Rockland,Rockland_1309257,1,0.270890605078
260,2005303,Rockland,Rockland_2005303,1,0.281297853125
261,2139745,Rockland,Rockland_2139745,1,0.0976984433594
262,2160826,Rockland,Rockland_2160826,1,0.220556635937
263,2286816,Rockland,Rockland_2286816,1,0.0882773339844
264,2675807,Rockland,Rockland_2675807,1,0.799846267578
265,3346545,Rockland,Rockland_3346545,1,0.129914420312
266,3827479,Rockland,Rockland_3827479,1,0.175359152344
267,3875444,Rockland,Rockland_3875444,1,0.302106380469
268,4077433,Rockland,Rockland_4077433,1,0.0745981054687
269,4188346,Rockland,Rockland_4188346,1,0.0903801429688
270,4417007,Rockland,Rockland_4417007,1,0.0702195296875
271,5161117,Rockland,Rockland_5161117,1,0.131460976953
272,5279162,Rockland,Rockland_5279162,1,0.367970025391
273,9630905,Rockland,Rockland_9630905,1,0.138259716797
274,1097782,Rockland,Rockland_1097782,1,0.0946902382813
275,1285465,Rockland,Rockland_1285465,1,0.0973669253906
276,1713513,Rockland,Rockland_1713513,1,0.165183187109
277,1734822,Rockland,Rockland_1734822,1,0.101560888672
278,1903493,Rockland,Rockland_1903493,1,0.276548299609
279,1931386,Rockland,Rockland_1931386,1,0.183210585156
280,2286053,Rockland,Rockland_2286053,1,0.216511161719
281,2357976,Rockland,Rockland_2357976,1,0.256416980078
282,2513310,Rockland,Rockland_2513310,1,0.0776456203125
283,3409284,Rockland,Rockland_3409284,1,0.223608463672
284,3811036,Rockland,Rockland_3811036,1,0.182220356641
285,4119751,Rockland,Rockland_4119751,1,0.0847390726562
286,1366839,Rockland,Rockland_1366839,1,0.127637954688
287,1382333,Rockland,Rockland_1382333,1,0.0751772824219
288,1764982,Rockland,Rockland_1764982,1,0.207395260156
289,1915832,Rockland,Rockland_1915832,1,0.246804866797
290,1935851,Rockland,Rockland_1935851,1,0.183878553906
291,1961098,Rockland,Rockland_1961098,1,0.132305089063
292,2362594,Rockland,Rockland_2362594,1,0.156607571094
293,2631208,Rockland,Rockland_2631208,1,0.1766053125
294,2986140,Rockland,Rockland_2986140,1,0.144792303516
295,3033715,Rockland,Rockland_3033715,1,0.104059879687
296,3070385,Rockland,Rockland_3070385,1,0.0712509679687
297,3106263,Rockland,Rockland_3106263,1,0.0536926705859
298,3431940,Rockland,Rockland_3431940,1,0.0965018117187
299,3895064,Rockland,Rockland_3895064,1,0.134680236328
300,6471972,Rockland,Rockland_6471972,1,0.116687877344
301,8628499,Rockland,Rockland_8628499,1,0.325320638672
302,9536886,Rockland,Rockland_9536886,1,0.282782125781
303,9780496,Rockland,Rockland_9780496,1,0.294465146875
304,1150497,Rockland,Rockland_1150497,1,0.12113413125
305,1339484,Rockland,Rockland_1339484,1,0.249674180469
306,1753435,Rockland,Rockland_1753435,1,0.0660872015625
307,2132437,Rockland,Rockland_2132437,1,0.170518859375
308,2132437,Rockland,Rockland_2132437,2,0.115501132812
309,2166659,Rockland,Rockland_2166659,1,0.058784075
310,2731081,Rockland,Rockland_2731081,1,0.0609313546875
311,3486362,Rockland,Rockland_3486362,1,0.0937629105469
312,3594255,Rockland,Rockland_3594255,1,0.131397265625
313,5108043,Rockland,Rockland_5108043,1,0.356015110156
314,5205221,Rockland,Rockland_5205221,1,0.149532026953
315,7212617,Rockland,Rockland_7212617,1,0.0617488996094
316,8574662,Rockland,Rockland_8574662,1,0.139073853516
317,8691891,Rockland,Rockland_8691891,1,0.187092607031
318,9716792,Rockland,Rockland_9716792,1,0.399401542578
319,1322220,Rockland,Rockland_1322220,1,0.110860511328
320,1476437,Rockland,Rockland_1476437,1,0.153106615625
321,1494230,Rockland,Rockland_1494230,1,0.190176009375
322,1757866,Rockland,Rockland_1757866,1,0.344139447266
323,1834799,Rockland,Rockland_1834799,1,0.216700019531
324,1940084,Rockland,Rockland_1940084,1,0.308418376953
325,2071045,Rockland,Rockland_2071045,1,0.0891331390625
326,2176073,Rockland,Rockland_2176073,1,0.0954128816406
327,2258252,Rockland,Rockland_2258252,1,0.203679150781
328,2436415,Rockland,Rockland_2436415,1,0.0741080414062
329,2531270,Rockland,Rockland_2531270,1,0.0975901046875
330,2788776,Rockland,Rockland_2788776,1,0.0942661785156
331,2842950,Rockland,Rockland_2842950,1,0.306797367578
332,2882334,Rockland,Rockland_2882334,1,0.371735969531
333,3329569,Rockland,Rockland_3329569,1,0.208052662109
334,3366302,Rockland,Rockland_3366302,1,0.0522802082031
335,3695138,Rockland,Rockland_3695138,1,0.168718723047
336,3755111,Rockland,Rockland_3755111,1,0.156988724609
337,3808535,Rockland,Rockland_3808535,1,0.0414110941797
338,3893245,Rockland,Rockland_3893245,1,0.268834416016
339,4006955,Rockland,Rockland_4006955,1,0.439690165625
340,4277600,Rockland,Rockland_4277600,1,0.109779988672
341,4791943,Rockland,Rockland_4791943,1,0.0646495777344
342,7055197,Rockland,Rockland_7055197,1,0.102902520703
343,sub04111,ann_arbor_a,ann_arbor_a_sub04111,1,0.0983229874576
344,sub04619,ann_arbor_a,ann_arbor_a_sub04619,1,0.110600545763
345,sub13636,ann_arbor_a,ann_arbor_a_sub13636,1,0.094964500678
346,sub13959,ann_arbor_a,ann_arbor_a_sub13959,1,0.0781140277966
347,sub16960,ann_arbor_a,ann_arbor_a_sub16960,1,0.0908527397966
348,sub18698,ann_arbor_a,ann_arbor_a_sub18698,1,0.0791554613559
349,sub20317,ann_arbor_a,ann_arbor_a_sub20317,1,0.050494499322
350,sub28433,ann_arbor_a,ann_arbor_a_sub28433,1,0.0514570054237
351,sub30421,ann_arbor_a,ann_arbor_a_sub30421,1,0.112836288814
352,sub34781,ann_arbor_a,ann_arbor_a_sub34781,1,0.0938068613559
353,sub38614,ann_arbor_a,ann_arbor_a_sub38614,1,0.169827081017
354,sub45660,ann_arbor_a,ann_arbor_a_sub45660,1,0.0719188542373
355,sub46727,ann_arbor_a,ann_arbor_a_sub46727,1,0.08613384
356,sub47659,ann_arbor_a,ann_arbor_a_sub47659,1,0.0709701861017
357,sub49687,ann_arbor_a,ann_arbor_a_sub49687,1,0.065297420339
358,sub51248,ann_arbor_a,ann_arbor_a_sub51248,1,0.314738204407
359,sub56028,ann_arbor_a,ann_arbor_a_sub56028,1,0.0389206596271
360,sub70106,ann_arbor_a,ann_arbor_a_sub70106,1,0.114370433898
361,sub75922,ann_arbor_a,ann_arbor_a_sub75922,1,0.0880355277966
362,sub82334,ann_arbor_a,ann_arbor_a_sub82334,1,0.110272893051
363,sub86367,ann_arbor_a,ann_arbor_a_sub86367,1,0.160253829153
364,sub87745,ann_arbor_a,ann_arbor_a_sub87745,1,0.280874056271
365,sub96621,ann_arbor_a,ann_arbor_a_sub96621,1,0.0680061837288
366,sub17017,baltimore,baltimore_sub17017,1,0.0797042195122
367,sub19738,baltimore,baltimore_sub19738,1,0.184361769919
368,sub23750,baltimore,baltimore_sub23750,1,0.0907253349593
369,sub23927,baltimore,baltimore_sub23927,1,0.0737613512195
370,sub29158,baltimore,baltimore_sub29158,1,0.170117642276
371,sub30072,baltimore,baltimore_sub30072,1,0.0704457520325
372,sub31837,baltimore,baltimore_sub31837,1,0.0953567756098
373,sub37548,baltimore,baltimore_sub37548,1,0.16476551626
374,sub52358,baltimore,baltimore_sub52358,1,0.102566642276
375,sub54257,baltimore,baltimore_sub54257,1,0.10363970813
376,sub54329,baltimore,baltimore_sub54329,1,0.0712325577236
377,sub73823,baltimore,baltimore_sub73823,1,0.169222961789
378,sub76160,baltimore,baltimore_sub76160,1,0.103909045528
379,sub77572,baltimore,baltimore_sub77572,1,0.117252617073
380,sub80221,baltimore,baltimore_sub80221,1,0.0962019414634
381,sub81887,baltimore,baltimore_sub81887,1,0.0824962162602
382,sub85922,baltimore,baltimore_sub85922,1,0.0804048788618
383,sub86414,baltimore,baltimore_sub86414,1,0.0659276609756
384,sub90658,baltimore,baltimore_sub90658,1,0.187633805691
385,sub90893,baltimore,baltimore_sub90893,1,0.132994082114
386,sub91622,baltimore,baltimore_sub91622,1,0.0741291390244
387,sub94042,baltimore,baltimore_sub94042,1,0.207373202439
388,sub96234,baltimore,baltimore_sub96234,1,0.0724326886179
389,sub00031,bangor,bangor_sub00031,1,0.333311428302
390,sub01903,bangor,bangor_sub01903,1,0.274523064906
391,sub03557,bangor,bangor_sub03557,1,0.226128148679
392,sub04097,bangor,bangor_sub04097,1,0.10303888566
393,sub14388,bangor,bangor_sub14388,1,0.110890388302
394,sub27519,bangor,bangor_sub27519,1,1.02185056604
395,sub36736,bangor,bangor_sub36736,1,0.201427655472
396,sub46870,bangor,bangor_sub46870,1,0.144473181509
397,sub48632,bangor,bangor_sub48632,1,0.192424514717
398,sub61418,bangor,bangor_sub61418,1,0.119443384906
399,sub61908,bangor,bangor_sub61908,1,0.0999850169811
400,sub63767,bangor,bangor_sub63767,1,0.850789328302
401,sub66585,bangor,bangor_sub66585,1,0.157119828679
402,sub73082,bangor,bangor_sub73082,1,0.147245622264
403,sub77520,bangor,bangor_sub77520,1,0.111365841132
404,sub81464,bangor,bangor_sub81464,1,0.162258383774
405,sub82625,bangor,bangor_sub82625,1,0.0959492215094
406,sub87568,bangor,bangor_sub87568,1,0.139672256226
407,sub91556,bangor,bangor_sub91556,1,0.110563236604
408,sub00440,beijing,beijing_sub00440,1,0.0666396377778
409,sub01018,beijing,beijing_sub01018,1,0.124147223111
410,sub01244,beijing,beijing_sub01244,1,0.0457353615556
411,sub02403,beijing,beijing_sub02403,1,0.0511712111111
412,sub04050,beijing,beijing_sub04050,1,0.0716470724444
413,sub04191,beijing,beijing_sub04191,1,0.0818233991111
414,sub05267,beijing,beijing_sub05267,1,0.0974426933333
415,sub06880,beijing,beijing_sub06880,1,0.0637686773333
416,sub06899,beijing,beijing_sub06899,1,0.0798801302222
417,sub07144,beijing,beijing_sub07144,1,0.0732754337778
418,sub07716,beijing,beijing_sub07716,1,0.126990237333
419,sub07717,beijing,beijing_sub07717,1,0.0495894755556
420,sub08001,beijing,beijing_sub08001,1,0.0750601111111
421,sub08251,beijing,beijing_sub08251,1,0.124505674667
422,sub08455,beijing,beijing_sub08455,1,0.0816444351111
423,sub08816,beijing,beijing_sub08816,1,0.115889706222
424,sub08992,beijing,beijing_sub08992,1,0.173600736444
425,sub10186,beijing,beijing_sub10186,1,0.123983331556
426,sub10277,beijing,beijing_sub10277,1,0.115755945333
427,sub10869,beijing,beijing_sub10869,1,0.0613686644444
428,sub10973,beijing,beijing_sub10973,1,0.051512604
429,sub11072,beijing,beijing_sub11072,1,0.0516087808889
430,sub11344,beijing,beijing_sub11344,1,0.181221700889
431,sub12220,beijing,beijing_sub12220,1,0.0462168981778
432,sub14238,beijing,beijing_sub14238,1,0.0827069964444
433,sub15441,beijing,beijing_sub15441,1,0.0517730647111
434,sub16091,beijing,beijing_sub16091,1,0.0647984302222
435,sub16943,beijing,beijing_sub16943,1,0.0802220324444
436,sub17093,beijing,beijing_sub17093,1,0.0548361208889
437,sub17159,beijing,beijing_sub17159,1,0.0626425484444
438,sub17315,beijing,beijing_sub17315,1,0.0692927062222
439,sub17586,beijing,beijing_sub17586,1,0.0630265017778
440,sub17603,beijing,beijing_sub17603,1,0.120945889778
441,sub17642,beijing,beijing_sub17642,1,0.125154838667
442,sub17688,beijing,beijing_sub17688,1,0.0560095804444
443,sub18326,beijing,beijing_sub18326,1,0.135818303111
444,sub18758,beijing,beijing_sub18758,1,0.0972438897778
445,sub18960,beijing,beijing_sub18960,1,0.0913481102222
