,site,orig_id,id,func_run,anat_infile,func_infile,anat_outdir,func_outdir,mean_FD,max_FD,mean_relative_motion,max_relative_motion,num_movements,mean_cor,mean_zcor
310,Rockland,3329569,Rockland_3329569,1,/home/data/Originals/Rockland/raw/3329569/session_1/MPRAGE_1/defaced_MPRAGE.nii.gz,/home/data/Originals/Rockland/raw/3329569/session_1/BOLDrestingCAP_1/BOLDrestingCAP.nii.gz,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/3329569_session_1/scan,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/3329569_session_1/scan_BOLDrestingCAP_1_BOLDrestingCAP,0.208052662109,0.818879,0.180690616175,0.395076258462,0,0.552570740867,-2.44315947505
312,Rockland,3695138,Rockland_3695138,1,/home/data/Originals/Rockland/raw/3695138/session_1/MPRAGE_1/defaced_MPRAGE.nii.gz,/home/data/Originals/Rockland/raw/3695138/session_1/BOLDrestingCAP_1/BOLDrestingCAP.nii.gz,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/3695138_session_1/scan,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/3695138_session_1/scan_BOLDrestingCAP_1_BOLDrestingCAP,0.168718723047,1.12244,0.162943865163,0.463019049284,0,0.581110677098,-2.21140378475
314,Rockland,3808535,Rockland_3808535,1,/home/data/Originals/Rockland/raw/3808535/session_1/MPRAGE_1/defaced_MPRAGE.nii.gz,/home/data/Originals/Rockland/raw/3808535/session_1/BOLDrestingCAP_1/BOLDrestingCAP.nii.gz,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/3808535_session_1/scan,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/3808535_session_1/scan_BOLDrestingCAP_1_BOLDrestingCAP,0.0414110941797,0.419543,0.0914879878158,0.304946716657,0,0.491567990135,-2.90568713951
315,Rockland,3893245,Rockland_3893245,1,/home/data/Originals/Rockland/raw/3893245/session_1/MPRAGE_1/defaced_MPRAGE.nii.gz,/home/data/Originals/Rockland/raw/3893245/session_1/BOLDrestingCAP_1/BOLDrestingCAP.nii.gz,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/3893245_session_1/scan,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/3893245_session_1/scan_BOLDrestingCAP_1_BOLDrestingCAP,0.268834416016,1.08118,0.29049695654,0.996240974865,0,0.602303706841,-2.03169834811
316,Rockland,4277600,Rockland_4277600,1,/home/data/Originals/Rockland/raw/4277600/session_1/MPRAGE_1/defaced_MPRAGE.nii.gz,/home/data/Originals/Rockland/raw/4277600/session_1/BOLDrestingCAP_1/BOLDrestingCAP.nii.gz,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/4277600_session_1/scan,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/4277600_session_1/scan_BOLDrestingCAP_1_BOLDrestingCAP,0.109779988672,1.25782,0.214993298068,0.43375229106,0,0.584525910592,-2.18290737291
317,Rockland,4791943,Rockland_4791943,1,/home/data/Originals/Rockland/raw/4791943/session_1/MPRAGE_1/defaced_MPRAGE.nii.gz,/home/data/Originals/Rockland/raw/4791943/session_1/BOLDrestingCAP_1/BOLDrestingCAP.nii.gz,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/4791943_session_1/scan,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/4791943_session_1/scan_BOLDrestingCAP_1_BOLDrestingCAP,0.0646495777344,0.579224,0.0666588228811,0.274012590952,0,0.556769053803,-2.4097491067
354,baltimore,sub81887,baltimore_sub81887,1,/home2/data/Originals/FCon1000/raw/baltimore/sub81887/anat/mprage_anonymized.nii.gz,/home2/data/Originals/FCon1000/raw/baltimore/sub81887/func/rest.nii.gz,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub81887_/scan,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub81887_/scan_func_rest,0.0824962162602,0.904466,0.110963670004,0.255374861723,0,0.581748504022,-2.2060948343
1122,munchen,sub26670,munchen_sub26670,1,/home2/data/Originals/FCon1000/raw/munchen/sub26670/anat/mprage_anonymized.nii.gz,/home2/data/Originals/FCon1000/raw/munchen/sub26670/func/rest.nii.gz,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub26670_/scan,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub26670_/scan_func_rest,0.182094998611,2.00274,0.10930302428,0.255329003445,0,0.570083123992,-2.30226933488
1123,munchen,sub28697,munchen_sub28697,1,/home2/data/Originals/FCon1000/raw/munchen/sub28697/anat/mprage_anonymized.nii.gz,/home2/data/Originals/FCon1000/raw/munchen/sub28697/func/rest.nii.gz,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub28697_/scan,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub28697_/scan_func_rest,0.491238963889,1.53456,0.162734841294,0.442712028298,0,0.32695984187,-4.00048498882
1125,munchen,sub31272,munchen_sub31272,1,/home2/data/Originals/FCon1000/raw/munchen/sub31272/anat/mprage_anonymized.nii.gz,/home2/data/Originals/FCon1000/raw/munchen/sub31272/func/rest.nii.gz,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub31272_/scan,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub31272_/scan_func_rest,0.0550684763889,0.474739,0.102475758252,0.21907962023,0,0.570615432269,-2.29792247543
1127,munchen,sub50162,munchen_sub50162,1,/home2/data/Originals/FCon1000/raw/munchen/sub50162/anat/mprage_anonymized.nii.gz,/home2/data/Originals/FCon1000/raw/munchen/sub50162/func/rest.nii.gz,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub50162_/scan,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub50162_/scan_func_rest,0.0805667013889,0.343862,0.0619693136773,0.128172422931,0,0.476568533854,-3.01362584083
1131,munchen,sub72095,munchen_sub72095,1,/home2/data/Originals/FCon1000/raw/munchen/sub72095/anat/mprage_anonymized.nii.gz,/home2/data/Originals/FCon1000/raw/munchen/sub72095/func/rest.nii.gz,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub72095_/scan,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub72095_/scan_func_rest,0.104740381944,0.666949,0.159402003265,0.480586818379,0,0.394401622859,-3.5730383299
1132,munchen,sub74607,munchen_sub74607,1,/home2/data/Originals/FCon1000/raw/munchen/sub74607/anat/mprage_anonymized.nii.gz,/home2/data/Originals/FCon1000/raw/munchen/sub74607/func/rest.nii.gz,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub74607_/scan,/home2/data/PreProc/FCon1000/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/sub74607_/scan_func_rest,0.157807155556,0.378463,0.156723869733,0.312627078162,0,0.411209693511,-3.46249043596
1407,Rockland,3795193,Rockland_3795193,1,/home2/data/Originals/Rockland/raw/3795193/touse/anat/mprage.nii.gz,/home2/data/Originals/Rockland/raw/3795193/session_1/BOLDrestingCAP_1/BOLDrestingCAP.nii.gz,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/3795193_session_1/scan,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/3795193_session_1/scan_BOLDrestingCAP_1_BOLDrestingCAP,0.437916532031,2.52167,0.24994698119,0.932191638023,0,0.586076693648,-2.16991073237
1408,Rockland,3927656,Rockland_3927656,1,/home2/data/Originals/Rockland/raw/3927656/touse/anat/mprage.nii.gz,/home2/data/Originals/Rockland/raw/3927656/session_2/BOLDrestingCAP_1/BOLDrestingCAP.nii.gz,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/3927656_session_2/scan,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/3927656_session_2/scan_BOLDrestingCAP_1_BOLDrestingCAP,0.0973005820313,0.924797,0.18551180915,0.461841552916,0,0.567988907733,-2.31933300557
1410,Rockland,3492484,Rockland_3492484,1,/home2/data/Originals/Rockland/raw/3492484/touse/anat/mprage.nii.gz,/home2/data/Originals/Rockland/raw/3492484/session_1/BOLDrestingCAP_1/BOLDrestingCAP.nii.gz,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/3492484_session_1/scan,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/3492484_session_1/scan_BOLDrestingCAP_1_BOLDrestingCAP,0.156343100781,0.938223,0.193590111797,0.569228750152,0,0.602838164638,-2.02707495604
1412,Rockland,4100790,Rockland_4100790,1,/home2/data/Originals/Rockland/raw/4100790/touse/anat/mprage.nii.gz,/home2/data/Originals/Rockland/raw/4100790/session_1/BOLDrestingCAP_1/BOLDrestingCAP.nii.gz,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/4100790_session_1/scan,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/4100790_session_1/scan_BOLDrestingCAP_1_BOLDrestingCAP,0.131930748828,0.945337,0.173701179271,0.499405736851,0,0.562756233079,-2.36170873781
1415,Rockland,4015919,Rockland_4015919,1,/home2/data/Originals/Rockland/raw/4015919/touse/anat/mprage.nii.gz,/home2/data/Originals/Rockland/raw/4015919/session_2/BOLDrestingCAP_1/BOLDrestingCAP.nii.gz,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/4015919_session_2/scan,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/4015919_session_2/scan_BOLDrestingCAP_1_BOLDrestingCAP,0.0879310875,0.391376,0.0743954483826,0.221668243102,0,0.555178916392,-2.42242995822
1421,Rockland,3773269,Rockland_3773269,1,/home2/data/Originals/Rockland/raw/3773269/touse/anat/mprage.nii.gz,/home2/data/Originals/Rockland/raw/3773269/session_1/BOLDrestingCAP_1/BOLDrestingCAP.nii.gz,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/3773269_session_1/scan,/home2/data/PreProc/Rockland/sym_links/pipeline_0/linear1.wm1.motion1.csf1_CSF_0.98_GM_0.7_WM_0.98/3773269_session_1/scan_BOLDrestingCAP_1_BOLDrestingCAP,0.252231636719,2.43006,0.227588980304,0.894227090844,0,0.420695539903,-3.39929137023
