,Id,release,dir,exists,mean_FD,max_relative_motion
73,M10987635,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10987635_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.260513364167,0.628008566821
74,M10902157,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10902157_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.104077713333,0.769066967175
75,M10916065,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10916065_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.191963948333,0.357189935469
76,M10978174,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10978174_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.0817990466667,0.110791019492
77,M10994023,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10994023_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.114857715833,1.10630683357
78,M10911282,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10911282_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.142856675,0.560587834331
79,M10922816,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10922816_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.353479250833,0.896320015396
80,M10918051,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10918051_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.193027400833,0.425450878481
81,M10962902,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10962902_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.142381459167,0.233658575704
82,M10955458,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10955458_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.144888783333,0.484125448618
83,M10909727,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10909727_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.151979370833,0.386787551506
84,M10939212,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10939212_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.0482494154167,0.184331115116
