"","site","id","age","sex","handedness","eyes"
"555","cambridge","sub83683",22,"F",NA,NA
"556","cambridge","sub84064",21,"F",NA,NA
"557","cambridge","sub84256",20,"F",NA,NA
"558","cambridge","sub84504",18,"M",NA,NA
"559","cambridge","sub84845",23,"M",NA,NA
"560","cambridge","sub86115",20,"M",NA,NA
"561","cambridge","sub86637",21,"F",NA,NA
"562","cambridge","sub87846",21,"F",NA,NA
"563","cambridge","sub88445",20,"F",NA,NA
"564","cambridge","sub88464",20,"F",NA,NA
"565","cambridge","sub88853",29,"F",NA,NA
"566","cambridge","sub89107",20,"F",NA,NA
"567","cambridge","sub89435",18,"F",NA,NA
"568","cambridge","sub89894",18,"M",NA,NA
"569","cambridge","sub90059",19,"M",NA,NA
"570","cambridge","sub90674",20,"F",NA,NA
"571","cambridge","sub90681",22,"M",NA,NA
"572","cambridge","sub90699",26,"F",NA,NA
"573","cambridge","sub92288",23,"M",NA,NA
"574","cambridge","sub92393",21,"M",NA,NA
"575","cambridge","sub92440",24,"M",NA,NA
"576","cambridge","sub93269",22,"M",NA,NA
"577","cambridge","sub93488",20,"M",NA,NA
"578","cambridge","sub93609",20,"F",NA,NA
"579","cambridge","sub94304",22,"M",NA,NA
"580","cambridge","sub95187",20,"F",NA,NA
"581","cambridge","sub95644",20,"F",NA,NA
"582","cambridge","sub95959",21,"F",NA,NA
"583","cambridge","sub98528",19,"F",NA,NA
"584","cambridge","sub98624",21,"F",NA,NA
"585","cambridge","sub99085",20,"F",NA,NA
"586","cambridge","sub99330",18,"M",NA,NA
"587","cambridge","sub99462",19,"F",NA,NA
"588","cleveland","sub02480",56,"F",NA,NA
"589","cleveland","sub07835",43,"M",NA,NA
"590","cleveland","sub12330",54,"F",NA,NA
"591","cleveland","sub13495",45,"F",NA,NA
"592","cleveland","sub17946",29,"F",NA,NA
"593","cleveland","sub18011",55,"M",NA,NA
"594","cleveland","sub18566",33,"F",NA,NA
"595","cleveland","sub19005",29,"M",NA,NA
"596","cleveland","sub20003",39,"M",NA,NA
"597","cleveland","sub22736",28,"F",NA,NA
"598","cleveland","sub22935",39,"F",NA,NA
"599","cleveland","sub26557",51,"M",NA,NA
"600","cleveland","sub28596",24,"F",NA,NA
"601","cleveland","sub34189",55,"M",NA,NA
"602","cleveland","sub46075",33,"M",NA,NA
"603","cleveland","sub46739",60,"F",NA,NA
"604","cleveland","sub47482",28,"F",NA,NA
"605","cleveland","sub50092",56,"M",NA,NA
"606","cleveland","sub58811",36,"M",NA,NA
"607","cleveland","sub61868",48,"M",NA,NA
"608","cleveland","sub64706",57,"F",NA,NA
"609","cleveland","sub65858",53,"F",NA,NA
"610","cleveland","sub67936",57,"F",NA,NA
"611","cleveland","sub75398",43,"F",NA,NA
"612","cleveland","sub76139",41,"F",NA,NA
"613","cleveland","sub80263",44,"F",NA,NA
"614","cleveland","sub82518",30,"M",NA,NA
"615","cleveland","sub85091",52,"F",NA,NA
"616","cleveland","sub92232",45,"F",NA,NA
"617","cleveland","sub97844",30,"F",NA,NA
"618","cleveland","sub99664",57,"F",NA,NA
"619","icbm","sub00448",25,"M","R",NA
"620","icbm","sub00623",48,"F","R",NA
"621","icbm","sub02382",26,"M","R",NA
"622","icbm","sub02503",70,"M","R",NA
"623","icbm","sub05208",19,"F","R",NA
"624","icbm","sub07286",35,"F","R",NA
"625","icbm","sub08255",53,"M","L",NA
"626","icbm","sub08806",32,"M","R",NA
"627","icbm","sub09539",23,"F","R",NA
"628","icbm","sub10582",20,"F","L",NA
"629","icbm","sub13384",19,"F","R",NA
"630","icbm","sub13478",50,"M","R",NA
"631","icbm","sub13789",60,"F","R",NA
"632","icbm","sub16607",35,"F","R",NA
"633","icbm","sub19395",59,"F","R",NA
"634","icbm","sub20718",39,"M","R",NA
"635","icbm","sub22674",70,"M","R",NA
"636","icbm","sub26183",25,"F","R",NA
"637","icbm","sub26796",33,"M","R",NA
"638","icbm","sub28422",42,"M","R",NA
"639","icbm","sub28795",22,"M","R",NA
"640","icbm","sub28808",19,"M","R",NA
"641","icbm","sub29353",61,"M","R",NA
"642","icbm","sub30003",48,"M","R",NA
"643","icbm","sub30623",51,"M","R",NA
"644","icbm","sub32549",62,"F","R",NA
"645","icbm","sub33677",32,"M","R",NA
"646","icbm","sub34252",62,"F","R",NA
"647","icbm","sub35262",20,"M","R",NA
"648","icbm","sub35370",59,"F","R",NA
"649","icbm","sub37140",69,"F","R",NA
"650","icbm","sub40217",54,"M","R",NA
"651","icbm","sub40482",60,"M","R",NA
"652","icbm","sub41546",20,"F","L",NA
"653","icbm","sub41764",27,"F","R",NA
"654","icbm","sub44077",45,"M","R",NA
"655","icbm","sub44395",56,"M","R",NA
"656","icbm","sub47658",42,"M","R",NA
"657","icbm","sub47753",25,"M","R",NA
"658","icbm","sub48210",73,"M","R",NA
"659","icbm","sub48830",79,"F","R",NA
"660","icbm","sub49215",44,"M","R",NA
"661","icbm","sub51677",37,"M","R",NA
"662","icbm","sub53282",49,"F","R",NA
"663","icbm","sub53801",66,"M","R",NA
"664","icbm","sub54887",31,"F","R",NA
"665","icbm","sub55114",58,"F","A",NA
"666","icbm","sub55656",21,"F","R",NA
"667","icbm","sub57738",47,"M","R",NA
"668","icbm","sub59589",32,"F","R",NA
"669","icbm","sub59739",56,"F","R",NA
"670","icbm","sub59914",48,"M","R",NA
"671","icbm","sub62937",46,"F","R",NA
"672","icbm","sub63280",22,"F","L",NA
"673","icbm","sub65921",20,"F","R",NA
"674","icbm","sub66085",30,"M","R",NA
"675","icbm","sub66794",20,"F","R",NA
"676","icbm","sub68850",70,"M","R",NA
"677","icbm","sub70595",44,"F","R",NA
"678","icbm","sub71932",21,"M","R",NA
"679","icbm","sub72135",43,"F","R",NA
"680","icbm","sub73490",68,"F","R",NA
"681","icbm","sub76325",57,"F","R",NA
"682","icbm","sub76678",50,"F","R",NA
"683","icbm","sub77431",48,"F","R",NA
"684","icbm","sub78297",68,"M","R",NA
"685","icbm","sub82221",56,"M","R",NA
"686","icbm","sub82228",19,"F","R",NA
"687","icbm","sub82754",30,"M","R",NA
"688","icbm","sub85442",43,"M","R",NA
"689","icbm","sub86203",78,"F","A",NA
"690","icbm","sub86516",47,"M","R",NA
"691","icbm","sub86665",23,"F","R",NA
"692","icbm","sub87217",78,"F","R",NA
"693","icbm","sub89049",35,"M","R",NA
"694","icbm","sub92028",56,"F","R",NA
"695","icbm","sub93262",85,"F","R",NA
"696","icbm","sub93975",67,"F","R",NA
"697","icbm","sub94103",59,"F","R",NA
"698","icbm","sub94169",43,"M","R",NA
"699","icbm","sub94945",23,"F","R",NA
"700","icbm","sub95400",49,"F","R",NA
"701","icbm","sub95971",42,"M","R",NA
"702","icbm","sub97008",25,"F","R",NA
"703","icbm","sub98317",21,"F","R",NA
"704","icbm","sub98802",56,"M","R",NA
"705","leiden_a","sub01553",20,"M",NA,NA
"706","leiden_a","sub08518",21,"M",NA,NA
"707","leiden_a","sub09796",23,"M",NA,NA
"708","leiden_a","sub10481",24,"M",NA,NA
"709","leiden_a","sub12255",25,"M",NA,NA
"710","leiden_a","sub19281",20,"M",NA,NA
"711","leiden_a","sub28473",23,"M",NA,NA
"712","leiden_a","sub38454",21,"M",NA,NA
"713","leiden_a","sub52853",27,"M",NA,NA
"714","leiden_a","sub56299",21,"M",NA,NA
"715","leiden_a","sub58194",27,"M",NA,NA
"716","leiden_a","sub99856",24,"M",NA,NA
"717","leiden_b","sub01787",20,"F",NA,NA
"718","leiden_b","sub04484",22,"F",NA,NA
"719","leiden_b","sub13537",21,"M",NA,NA
"720","leiden_b","sub18456",21,"M",NA,NA
"721","leiden_b","sub30943",18,"M",NA,NA
"722","leiden_b","sub36743",25,"M",NA,NA
"723","leiden_b","sub39335",22,"F",NA,NA
"724","leiden_b","sub40907",20,"F",NA,NA
"725","leiden_b","sub52922",20,"M",NA,NA
"726","leiden_b","sub57187",26,"F",NA,NA
"727","leiden_b","sub64642",21,"F",NA,NA
"728","leiden_b","sub66131",19,"M",NA,NA
"729","leiden_b","sub68050",25,"M",NA,NA
"730","leiden_b","sub72247",20,"M",NA,NA
"731","leiden_b","sub86034",21,"M",NA,NA
"732","leiden_b","sub87320",22,"F",NA,NA
"733","leiden_b","sub92061",28,"M",NA,NA
"734","leiden_b","sub93194",20,"M",NA,NA
"735","leiden_b","sub97690",21,"F",NA,NA
"736","munchen","sub09035",70,"M",NA,NA
"737","munchen","sub26223",65,"M",NA,NA
"738","munchen","sub26670",64,"M",NA,NA
"739","munchen","sub28697",73,"F",NA,NA
"740","munchen","sub28902",65,"M",NA,NA
"741","munchen","sub31272",74,"M",NA,NA
"742","munchen","sub36052",63,"F",NA,NA
"743","munchen","sub50162",73,"M",NA,NA
"744","munchen","sub64202",67,"F",NA,NA
"745","munchen","sub66933",72,"M",NA,NA
"746","munchen","sub70942",70,"M",NA,NA
"747","munchen","sub72095",71,"F",NA,NA
"748","munchen","sub74607",65,"M",NA,NA
"749","munchen","sub81737",67,"F",NA,NA
"750","munchen","sub96591",73,"M",NA,NA
"751","munchen","sub96752",63,"F",NA,NA
"752","newark","sub13411",23,"M",NA,NA
"753","newark","sub32580",26,"F",NA,NA
"754","newark","sub36023",21,"M",NA,NA
"755","newark","sub41006",22,"M",NA,NA
"756","newark","sub43517",22,"F",NA,NA
"757","newark","sub46570",39,"M",NA,NA
"758","newark","sub49705",24,"F",NA,NA
"759","newark","sub53422",24,"M",NA,NA
"760","newark","sub54933",26,"F",NA,NA
"761","newark","sub55760",24,"M",NA,NA
"762","newark","sub58526",25,"F",NA,NA
"763","newark","sub59397",24,"F",NA,NA
"764","newark","sub59799",22,"F",NA,NA
"765","newark","sub62985",25,"F",NA,NA
"766","newark","sub71042",21,"F",NA,NA
"767","newark","sub71743",22,"M",NA,NA
"768","newark","sub76647",23,"F",NA,NA
"769","newark","sub78225",22,"M",NA,NA
"770","newark","sub86204",23,"M",NA,NA
"771","new_haven_b","sub01183",22,"F",NA,NA
"772","new_haven_b","sub16182",22,"M",NA,NA
"773","new_haven_b","sub22732",27,"M",NA,NA
"774","new_haven_b","sub26868",35,"M",NA,NA
"775","new_haven_b","sub31815",42,"M",NA,NA
"776","new_haven_b","sub47998",25,"F",NA,NA
"777","new_haven_b","sub49611",27,"F",NA,NA
"778","new_haven_b","sub53817",26,"M",NA,NA
"779","new_haven_b","sub58306",29,"F",NA,NA
"780","new_haven_b","sub60809",36,"M",NA,NA
"781","new_haven_b","sub73603",29,"F",NA,NA
"782","new_haven_b","sub75151",18,"M",NA,NA
"783","new_haven_b","sub87964",21,"F",NA,NA
"784","new_haven_b","sub89905",26,"M",NA,NA
"785","new_haven_b","sub98941",23,"F",NA,NA
"786","new_haven_b","sub99357",22,"F",NA,NA
"787","new_york_a_adhd","sub03951",37.32,"M",NA,NA
"788","new_york_a_adhd","sub08595",23.38,"M",NA,NA
"789","new_york_a_adhd","sub12486",40.77,"M",NA,NA
"790","new_york_a_adhd","sub14299",24.58,"F",NA,NA
"791","new_york_a_adhd","sub14465",47.06,"M",NA,NA
"792","new_york_a_adhd","sub15758",32.84,"M",NA,NA
"793","new_york_a_adhd","sub17109",46.15,"M",NA,NA
"794","new_york_a_adhd","sub20676",49.19,"M",NA,NA
"795","new_york_a_adhd","sub20691",26.35,"M",NA,NA
"796","new_york_a_adhd","sub22349",26.15,"M",NA,NA
"797","new_york_a_adhd","sub22608",23.43,"F",NA,NA
"798","new_york_a_adhd","sub23844",20.69,"F",NA,NA
"799","new_york_a_adhd","sub24528",45.9,"M",NA,NA
"800","new_york_a_adhd","sub31554",24.39,"F",NA,NA
"801","new_york_a_adhd","sub48803",37.98,"M",NA,NA
"802","new_york_a_adhd","sub53461",27,"M",NA,NA
"803","new_york_a_adhd","sub54828",41.34,"M",NA,NA
"804","new_york_a_adhd","sub56734",50.9,"F",NA,NA
"805","new_york_a_adhd","sub59796",34.65,"M",NA,NA
"806","new_york_a_adhd","sub63915",44.91,"M",NA,NA
"807","new_york_a_adhd","sub69779",40.75,"M",NA,NA
"808","new_york_a_adhd","sub73035",26,"M",NA,NA
"809","new_york_a_adhd","sub77203",40.23,"M",NA,NA
"810","new_york_a_adhd","sub77903",24.66,"M",NA,NA
"811","new_york_a_adhd","sub84371",38.26,"M",NA,NA
"812","new_york_a","sub01912",31.53,"M",NA,NA
"813","new_york_a","sub02503",9.3,"M",NA,NA
"814","new_york_a","sub04856",9.27,"M",NA,NA
"815","new_york_a","sub05208",23.97,"F",NA,NA
"816","new_york_a","sub07578",20.69,"F",NA,NA
"817","new_york_a","sub09539",21.16,"F",NA,NA
"818","new_york_a","sub10011",40.85,"F",NA,NA
"819","new_york_a","sub10582",47.98,"M",NA,NA
"820","new_york_a","sub13384",28.24,"F",NA,NA
"821","new_york_a","sub15213",16.58,"M",NA,NA
"822","new_york_a","sub16607",21,"M",NA,NA
"823","new_york_a","sub17078",34.19,"M",NA,NA
"824","new_york_a","sub18638",23.27,"M",NA,NA
"825","new_york_a","sub19579",46.59,"M",NA,NA
"826","new_york_a","sub20732",11.07,"M",NA,NA
"827","new_york_a","sub21212",30.83,"M",NA,NA
"828","new_york_a","sub26267",15.92,"F",NA,NA
"829","new_york_a","sub27123",23.24,"M",NA,NA
"830","new_york_a","sub28795",10.71,"M",NA,NA
"831","new_york_a","sub28808",23.34,"F",NA,NA
"832","new_york_a","sub29216",29.06,"M",NA,NA
"833","new_york_a","sub29353",21.94,"F",NA,NA
"834","new_york_a","sub29935",16.95,"F",NA,NA
"835","new_york_a","sub30247",24.03,"F",NA,NA
"836","new_york_a","sub30623",26,"F",NA,NA
"837","new_york_a","sub30860",35.77,"F",NA,NA
"838","new_york_a","sub31671",12.02,"M",NA,NA
"839","new_york_a","sub33062",34.06,"F",NA,NA
"840","new_york_a","sub33581",49.03,"M",NA,NA
"841","new_york_a","sub35262",28.59,"F",NA,NA
"842","new_york_a","sub37864",41.76,"F",NA,NA
"843","new_york_a","sub38088",16.16,"M",NA,NA
"844","new_york_a","sub41546",24.03,"F",NA,NA
"845","new_york_a","sub44395",21.8,"M",NA,NA
"846","new_york_a","sub44515",25.71,"M",NA,NA
"847","new_york_a","sub44979",15.65,"F",NA,NA
"848","new_york_a","sub45217",40.48,"M",NA,NA
"849","new_york_a","sub46856",8.82,"F",NA,NA
"850","new_york_a","sub47087",25.72,"M",NA,NA
"851","new_york_a","sub47633",37.88,"F",NA,NA
"852","new_york_a","sub48830",22.22,"F",NA,NA
"853","new_york_a","sub50559",22.79,"M",NA,NA
"854","new_york_a","sub51309",27.59,"F",NA,NA
"855","new_york_a","sub51677",25.79,"F",NA,NA
"856","new_york_a","sub53710",34.72,"F",NA,NA
"857","new_york_a","sub54541",7.88,"F",NA,NA
"858","new_york_a","sub54696",32.16,"M",NA,NA
"859","new_york_a","sub54887",27.43,"F",NA,NA
"860","new_york_a","sub55656",22.79,"M",NA,NA
"861","new_york_a","sub58313",16.42,"M",NA,NA
"862","new_york_a","sub58451",41.71,"M",NA,NA
"863","new_york_a","sub59589",14.61,"M",NA,NA
"864","new_york_a","sub61001",13.46,"M",NA,NA
"865","new_york_a","sub61241",15.43,"F",NA,NA
"866","new_york_a","sub63280",25.79,"M",NA,NA
"867","new_york_a","sub64439",45.83,"F",NA,NA
"868","new_york_a","sub66085",24.15,"M",NA,NA
"869","new_york_a","sub66794",23.72,"F",NA,NA
"870","new_york_a","sub66941",14.59,"M",NA,NA
"871","new_york_a","sub70566",25.24,"F",NA,NA
"872","new_york_a","sub70752",15.58,"F",NA,NA
"873","new_york_a","sub73490",12.23,"M",NA,NA
"874","new_york_a","sub80566",26.33,"M",NA,NA
"875","new_york_a","sub82228",35,"M",NA,NA
"876","new_york_a","sub82716",30.14,"F",NA,NA
"877","new_york_a","sub82754",23.06,"F",NA,NA
"878","new_york_a","sub83782",25.98,"M",NA,NA
"879","new_york_a","sub83978",25.63,"M",NA,NA
"880","new_york_a","sub84224",27.34,"F",NA,NA
"881","new_york_a","sub84978",12.68,"F",NA,NA
"882","new_york_a","sub87217",28.24,"F",NA,NA
"883","new_york_a","sub88286",15.4,"F",NA,NA
"884","new_york_a","sub91196",9.21,"M",NA,NA
"885","new_york_a","sub91953",49.16,"F",NA,NA
"886","new_york_a","sub93262",22.47,"F",NA,NA
"887","new_york_a","sub93975",12.73,"F",NA,NA
"888","new_york_a","sub94169",24.99,"F",NA,NA
"889","new_york_a","sub94945",26.27,"F",NA,NA
"890","new_york_a","sub95971",27.24,"M",NA,NA
"891","new_york_a","sub96705",13.38,"M",NA,NA
"892","new_york_a","sub97008",23.12,"M",NA,NA
"893","new_york_a","sub98061",9.48,"M",NA,NA
"894","new_york_a","sub98076",22.7,"M",NA,NA
"895","new_york_a","sub98802",19.65,"M",NA,NA
"896","new_york_b","sub05669",38,"F",NA,NA
"897","new_york_b","sub06021",45,"M",NA,NA
"898","new_york_b","sub27813",20,"M",NA,NA
"899","new_york_b","sub28470",46,"F",NA,NA
"900","new_york_b","sub31331",19,"F",NA,NA
"901","new_york_b","sub32574",32,"M",NA,NA
"902","new_york_b","sub62019",21,"F",NA,NA
"903","new_york_b","sub67196",34,"M",NA,NA
"904","new_york_b","sub67450",22,"F",NA,NA
"905","new_york_b","sub72729",21,"F",NA,NA
"906","new_york_b","sub75883",22,"F",NA,NA
"907","new_york_b","sub78118",43,"F",NA,NA
"908","new_york_b","sub83453",22,"F",NA,NA
"909","new_york_b","sub84858",24,"F",NA,NA
"910","new_york_b","sub85778",27,"F",NA,NA
"911","new_york_b","sub88220",40,"M",NA,NA
"912","new_york_b","sub89853",40,"M",NA,NA
"913","new_york_b","sub93351",21,"F",NA,NA
"914","new_york_b","sub94368",18,"M",NA,NA
"915","new_york_b","sub97881",40,"M",NA,NA
"916","orangeburg","sub05191",25,"M",NA,NA
"917","orangeburg","sub05818",36,"M",NA,NA
"918","orangeburg","sub06046",44,"M",NA,NA
"919","orangeburg","sub21944",50,"F",NA,NA
"920","orangeburg","sub22676",20,"F",NA,NA
"921","orangeburg","sub28020",52,"M",NA,NA
"922","orangeburg","sub47907",38,"M",NA,NA
"923","orangeburg","sub53000",54,"M",NA,NA
"924","orangeburg","sub59719",26,"M",NA,NA
"925","orangeburg","sub65250",29,"M",NA,NA
"926","orangeburg","sub69020",31,"F",NA,NA
"927","orangeburg","sub69455",29,"M",NA,NA
"928","orangeburg","sub74164",43,"M",NA,NA
"929","orangeburg","sub80895",53,"M",NA,NA
"930","orangeburg","sub83067",45,"M",NA,NA
"931","orangeburg","sub86398",55,"M",NA,NA
"932","orangeburg","sub87091",38,"M",NA,NA
"933","orangeburg","sub87309",43,"M",NA,NA
"934","orangeburg","sub90917",54,"F",NA,NA
"935","orangeburg","sub98894",48,"F",NA,NA
"936","queensland","sub02459",26,"M",NA,NA
"937","queensland","sub04117",26,"F",NA,NA
"938","queensland","sub16164",27,"M",NA,NA
"939","queensland","sub16849",34,"M",NA,NA
"940","queensland","sub36229",34,"M",NA,NA
"941","queensland","sub39524",27,"F",NA,NA
"942","queensland","sub42533",23,"F",NA,NA
"943","queensland","sub47468",23,"M",NA,NA
"944","queensland","sub49845",24,"M",NA,NA
"945","queensland","sub56353",32,"M",NA,NA
"946","queensland","sub66095",25,"M",NA,NA
"947","queensland","sub68733",20,"F",NA,NA
"948","queensland","sub70014",24,"F",NA,NA
"949","queensland","sub72118",28,"M",NA,NA
"950","queensland","sub80254",26,"F",NA,NA
"951","queensland","sub86245",23,"M",NA,NA
"952","queensland","sub86850",24,"M",NA,NA
"953","queensland","sub88169",26,"F",NA,NA
"954","queensland","sub93238",21,"F",NA,NA
"955","saint_louis","sub02115",23,"F",NA,NA
"956","saint_louis","sub02142",21,"F",NA,NA
"957","saint_louis","sub03345",25,"M",NA,NA
"958","saint_louis","sub12941",26,"F",NA,NA
"959","saint_louis","sub16236",25,"M",NA,NA
"960","saint_louis","sub26219",28,"M",NA,NA
"961","saint_louis","sub26678",24,"F",NA,NA
"962","saint_louis","sub28304",21,"F",NA,NA
"963","saint_louis","sub35127",28,"M",NA,NA
"964","saint_louis","sub35575",23,"M",NA,NA
"965","saint_louis","sub45636",24,"F",NA,NA
"966","saint_louis","sub46405",23,"F",NA,NA
"967","saint_louis","sub49563",26,"F",NA,NA
"968","saint_louis","sub52065",26,"M",NA,NA
"969","saint_louis","sub53324",27,"M",NA,NA
"970","saint_louis","sub58674",28,"F",NA,NA
"971","saint_louis","sub61357",21,"F",NA,NA
"972","saint_louis","sub73002",25,"M",NA,NA
"973","saint_louis","sub73125",25,"M",NA,NA
"974","saint_louis","sub73471",27,"M",NA,NA
"975","saint_louis","sub74078",26,"F",NA,NA
"976","saint_louis","sub80832",26,"F",NA,NA
"977","saint_louis","sub82830",23,"F",NA,NA
"978","saint_louis","sub88150",26,"F",NA,NA
"979","saint_louis","sub88823",27,"M",NA,NA
"980","saint_louis","sub95001",28,"M",NA,NA
"981","saint_louis","sub95721",21,"F",NA,NA
"982","saint_louis","sub95786",26,"M",NA,NA
"983","saint_louis","sub95967",27,"M",NA,NA
"984","saint_louis","sub97935",29,"F",NA,NA
"985","saint_louis","sub99965",23,"F",NA,NA
"986","QuironValencia","0020001",37,"M",NA,"open"
"987","QuironValencia","0020002",41,"M",NA,"open"
"988","QuironValencia","0020003",46,"M",NA,"open"
"989","QuironValencia","0020004",62,"F",NA,"open"
"990","QuironValencia","0020005",65,"M",NA,"open"
"991","QuironValencia","0020006",39,"M",NA,"open"
"992","QuironValencia","0020007",75,"M",NA,"open"
"993","QuironValencia","0020008",48,"M",NA,"open"
"994","QuironValencia","0020009",32,"F",NA,"open"
"995","QuironValencia","0020010",29,"M",NA,"open"
"996","QuironValencia","0020011",43,"F",NA,"open"
"997","QuironValencia","0020012",62,"F",NA,"open"
"998","QuironValencia","0020013",80,"M",NA,"open"
"999","QuironValencia","0020014",44,"M",NA,"open"
"1000","QuironValencia","0020015",76,"M",NA,"open"
"1001","QuironValencia","0020016",64,"F",NA,"open"
"1002","QuironValencia","0020017",53,"F",NA,"open"
"1003","QuironValencia","0020018",53,"F",NA,"open"
"1004","QuironValencia","0020019",30,"F",NA,"open"
"1005","QuironValencia","0020020",53,"M",NA,"open"
"1006","QuironValencia","0020021",60,"F",NA,"open"
"1007","QuironValencia","0020022",29,"F",NA,"open"
"1008","QuironValencia","0020023",53,"F",NA,"open"
"1009","QuironValencia","0020024",33,"F",NA,"open"
"1010","QuironValencia","0020025",71,"F",NA,"open"
"1011","QuironValencia","0020026",66,"F",NA,"open"
"1012","QuironValencia","0020027",37,"M",NA,"open"
"1013","QuironValencia","0020028",67,"F",NA,"open"
"1014","QuironValencia","0020029",36,"F",NA,"open"
"1015","QuironValencia","0020030",45,"F",NA,"open"
"1016","QuironValencia","0020031",76,"M",NA,"open"
"1017","QuironValencia","0020032",30,"M",NA,"open"
"1018","QuironValencia","0020033",58,"F",NA,"open"
"1019","QuironValencia","0020034",65,"F",NA,"open"
"1020","QuironValencia","0020035",40,"F",NA,"open"
"1021","QuironValencia","0020036",42,"F",NA,"open"
"1022","QuironValencia","0020037",74,"F",NA,"open"
"1023","QuironValencia","0020038",66,"F",NA,"open"
"1024","QuironValencia","0020039",23,"M",NA,"open"
"1025","QuironValencia","0020040",26,"F",NA,"open"
"1026","QuironValencia","0020041",50,"M",NA,"open"
"1027","QuironValencia","0020042",57,"M",NA,"open"
"1028","QuironValencia","0020043",64,"F",NA,"open"
"1029","QuironValencia","0020044",47,"F",NA,"open"
"1030","QuironValencia","0020045",33,"F",NA,"open"
"1031","Rockland","1339484",67,"M","L",NA
"1032","Rockland","2731081",21,"M","R",NA
"1033","Rockland","3594255",70,"M","R",NA
"1034","Rockland","7212617",68,"M","R",NA
"1035","Rockland","8691891",71,"F","R",NA
"1036","Rockland","1150497",67,"F","R",NA
"1037","Rockland","2166659",28,"M","L",NA
"1038","Rockland","5205221",68,"M","R",NA
"1039","Rockland","8574662",42,"M","R",NA
"1040","Rockland","9716792",55,"F","R",NA
"1041","Rockland","1753435",16,"F","R",NA
"1042","Rockland","2132437",78,"F","R",NA
"1043","Rockland","2248813",22,"M","L",NA
"1044","Rockland","3486362",25,"M","R",NA
"1045","Rockland","5108043",77,"F","R",NA
"1046","Rockland","1216620",28,"F","R",NA
"1047","Rockland","1438912",75,"M","R",NA
"1048","Rockland","1445797",14,"M","R",NA
"1049","Rockland","1793622",60,"M","R",NA
"1050","Rockland","2009256",60,"F","R",NA
"1051","Rockland","2589215",21,"M","R",NA
"1052","Rockland","2799329",30,"M","R",NA
"1053","Rockland","2967284",68,"F","L",NA
"1054","Rockland","3313349",22,"F","R",NA
"1055","Rockland","3315657",19,"M","R",NA
"1056","Rockland","3804254",19,"F","R",NA
"1057","Rockland","4099085",74,"M","R",NA
"1058","Rockland","4288245",22,"M","R",NA
"1059","Rockland","6709880",23,"M","R",NA
"1060","Rockland","8735778",31,"F","L",NA
"1061","Rockland","1351931",29,"F","R",NA
"1062","Rockland","1427581",27,"F","R",NA
"1063","Rockland","1523112",33,"F","R",NA
"1064","Rockland","1616468",47,"F","R",NA
"1065","Rockland","1781836",13,"F","R",NA
"1066","Rockland","2021454",37,"F","L",NA
"1067","Rockland","2328270",63,"M","R",NA
"1068","Rockland","2475376",21,"M","L",NA
"1069","Rockland","2505567",37,"M","L",NA
"1070","Rockland","2541244",43,"M","L",NA
"1071","Rockland","2784584",15,"M","R",NA
"1072","Rockland","2861923",41,"M","R",NA
"1073","Rockland","2868630",14,"M","L",NA
"1074","Rockland","3374719",7,"M","R",NA
"1075","Rockland","3466763",25,"F","R",NA
"1076","Rockland","3611212",23,"M","L",NA
"1077","Rockland","3965194",21,"M","R",NA
"1078","Rockland","4097119",81,"M","R",NA
"1079","Rockland","4126393",61,"F","L",NA
"1080","Rockland","4143704",41,"M","R",NA
"1081","Rockland","4290056",26,"F","R",NA
"1082","Rockland","4323037",36,"F","R",NA
"1083","Rockland","5461463",40,"F","R",NA
"1084","Rockland","6539040",72,"M","R",NA
"1085","Rockland","6692978",43,"M","R",NA
"1086","Rockland","6913939",53,"F","R",NA
"1087","Rockland","9421819",10,"F","L",NA
"1088","Rockland","1271401",22,"F","R",NA
"1089","Rockland","1334556",24,"M","R",NA
"1090","Rockland","1334913",13,"M","R",NA
"1091","Rockland","1525492",19,"M","R",NA
"1092","Rockland","1591238",26,"M","R",NA
"1093","Rockland","1943306",12,"M","R",NA
"1094","Rockland","2674565",4,"M","R",NA
"1095","Rockland","2678751",10,"F","R",NA
"1096","Rockland","2915821",10,"F","R",NA
"1097","Rockland","3304648",54,"M","R",NA
"1098","Rockland","3328556",23,"M","R",NA
"1099","Rockland","3362208",17,"M","R",NA
"1100","Rockland","3431295",13,"F","R",NA
"1101","Rockland","3729976",22,"M","R",NA
"1102","Rockland","3815065",22,"M","R",NA
"1103","Rockland","3911767",19,"F","R",NA
"1104","Rockland","3934325",22,"F","R",NA
"1105","Rockland","3951328",21,"M","R",NA
"1106","Rockland","4154799",40,"M","R",NA
"1107","Rockland","4230470",17,"M","R",NA
"1108","Rockland","8317157",34,"M","R",NA
"1109","Rockland","9537916",23,"M","R",NA
"1110","Rockland","9645370",26,"F","R",NA
"1111","Rockland","1125244",13,"F","R",NA
"1112","Rockland","1288657",20,"M","R",NA
"1113","Rockland","1292527",14,"M","R",NA
"1114","Rockland","1522653",41,"M","R",NA
"1115","Rockland","1709141",46,"M","R",NA
"1116","Rockland","2113846",44,"M","R",NA
"1117","Rockland","2221971",34,"M","R",NA
"1118","Rockland","2457957",23,"F","R",NA
"1119","Rockland","2465771",47,"F","R",NA
"1120","Rockland","2483617",20,"M","R",NA
"1121","Rockland","2524225",46,"M","R",NA
"1122","Rockland","2652676",14,"M","R",NA
