"","iteration","subjects","effect.size","connections","method","sensitivity","specificity"
"2478",3,150,0.04,4,"mdmr",0.54,0.94
"2479",3,150,0.06,4,"glm",0.995,0.945612244897959
"2480",3,150,0.06,4,"degree",0.12,0.98
"2481",3,150,0.06,4,"mdmr",1,0.92
"2482",3,150,0.08,4,"glm",1,0.946428571428571
"2483",3,150,0.08,4,"degree",0.14,0.98
"2484",3,150,0.08,4,"mdmr",1,0.92
"2485",3,150,0.1,4,"glm",1,0.94530612244898
"2486",3,150,0.1,4,"degree",0.22,0.98
"2487",3,150,0.1,4,"mdmr",1,0.94
"2488",3,150,0.15,4,"glm",1,0.945612244897959
"2489",3,150,0.15,4,"degree",0.38,1
"2490",3,150,0.15,4,"mdmr",1,0.96
"2491",3,150,0.2,4,"glm",1,0.946020408163265
"2492",3,150,0.2,4,"degree",0.46,0.96
"2493",3,150,0.2,4,"mdmr",1,0.9
"2494",3,150,0.3,4,"glm",1,0.94530612244898
"2495",3,150,0.3,4,"degree",0.56,0.98
"2496",3,150,0.3,4,"mdmr",1,0.96
"2497",3,150,0.02,6,"glm",0.253333333333333,0.945463917525773
"2498",3,150,0.02,6,"degree",0.02,0.96
"2499",3,150,0.02,6,"mdmr",0.26,0.94
"2500",3,150,0.04,6,"glm",0.833333333333333,0.945876288659794
"2501",3,150,0.04,6,"degree",0.12,1
"2502",3,150,0.04,6,"mdmr",0.88,0.9
"2503",3,150,0.06,6,"glm",0.986666666666667,0.946288659793814
"2504",3,150,0.06,6,"degree",0.14,0.98
"2505",3,150,0.06,6,"mdmr",1,0.94
"2506",3,150,0.08,6,"glm",1,0.946288659793814
"2507",3,150,0.08,6,"degree",0.26,0.98
"2508",3,150,0.08,6,"mdmr",1,0.88
"2509",3,150,0.1,6,"glm",1,0.945773195876289
"2510",3,150,0.1,6,"degree",0.28,0.98
"2511",3,150,0.1,6,"mdmr",1,0.96
"2512",3,150,0.15,6,"glm",1,0.945463917525773
"2513",3,150,0.15,6,"degree",0.46,0.96
"2514",3,150,0.15,6,"mdmr",1,0.94
"2515",3,150,0.2,6,"glm",1,0.945876288659794
"2516",3,150,0.2,6,"degree",0.62,0.98
"2517",3,150,0.2,6,"mdmr",1,0.92
"2518",3,150,0.3,6,"glm",1,0.945463917525773
"2519",3,150,0.3,6,"degree",0.6,0.98
"2520",3,150,0.3,6,"mdmr",1,0.92
"2521",3,150,0.02,8,"glm",0.2825,0.9459375
"2522",3,150,0.02,8,"degree",0.04,1
"2523",3,150,0.02,8,"mdmr",0.18,0.92
"2524",3,150,0.04,8,"glm",0.7775,0.9453125
"2525",3,150,0.04,8,"degree",0.1,0.98
"2526",3,150,0.04,8,"mdmr",0.96,0.9
"2527",3,150,0.06,8,"glm",0.99,0.9459375
"2528",3,150,0.06,8,"degree",0.18,0.96
"2529",3,150,0.06,8,"mdmr",1,0.92
"2530",3,150,0.08,8,"glm",1,0.945520833333333
"2531",3,150,0.08,8,"degree",0.28,0.98
"2532",3,150,0.08,8,"mdmr",1,0.94
"2533",3,150,0.1,8,"glm",1,0.9459375
"2534",3,150,0.1,8,"degree",0.32,0.96
"2535",3,150,0.1,8,"mdmr",1,0.96
"2536",3,150,0.15,8,"glm",1,0.9459375
"2537",3,150,0.15,8,"degree",0.54,1
"2538",3,150,0.15,8,"mdmr",1,0.94
"2539",3,150,0.2,8,"glm",1,0.946458333333333
"2540",3,150,0.2,8,"degree",0.64,0.98
"2541",3,150,0.2,8,"mdmr",1,0.9
"2542",3,150,0.3,8,"glm",1,0.946666666666667
"2543",3,150,0.3,8,"degree",0.76,1
"2544",3,150,0.3,8,"mdmr",1,0.94
"2545",3,150,0.02,10,"glm",0.282,0.946315789473684
"2546",3,150,0.02,10,"degree",0.06,0.98
"2547",3,150,0.02,10,"mdmr",0.44,0.96
"2548",3,150,0.04,10,"glm",0.79,0.945894736842105
"2549",3,150,0.04,10,"degree",0.08,0.98
"2550",3,150,0.04,10,"mdmr",1,0.92
"2551",3,150,0.06,10,"glm",0.982,0.946
"2552",3,150,0.06,10,"degree",0.14,1
"2553",3,150,0.06,10,"mdmr",1,0.96
"2554",3,150,0.08,10,"glm",1,0.945578947368421
"2555",3,150,0.08,10,"degree",0.24,0.98
"2556",3,150,0.08,10,"mdmr",1,0.92
"2557",3,150,0.1,10,"glm",1,0.945473684210526
"2558",3,150,0.1,10,"degree",0.4,0.98
"2559",3,150,0.1,10,"mdmr",1,0.92
"2560",3,150,0.15,10,"glm",1,0.945578947368421
"2561",3,150,0.15,10,"degree",0.64,0.98
"2562",3,150,0.15,10,"mdmr",1,0.94
"2563",3,150,0.2,10,"glm",1,0.945263157894737
"2564",3,150,0.2,10,"degree",0.64,1
"2565",3,150,0.2,10,"mdmr",1,0.96
"2566",3,150,0.3,10,"glm",1,0.945578947368421
"2567",3,150,0.3,10,"degree",0.74,0.96
"2568",3,150,0.3,10,"mdmr",1,0.94
"2569",3,150,0.02,14,"glm",0.281428571428571,0.944731182795699
"2570",3,150,0.02,14,"degree",0.1,0.96
"2571",3,150,0.02,14,"mdmr",0.52,0.94
"2572",3,150,0.04,14,"glm",0.785714285714286,0.945913978494624
"2573",3,150,0.04,14,"degree",0.1,0.98
"2574",3,150,0.04,14,"mdmr",1,0.92
"2575",3,150,0.06,14,"glm",0.982857142857143,0.945591397849462
"2576",3,150,0.06,14,"degree",0.24,0.98
"2577",3,150,0.06,14,"mdmr",1,0.94
"2578",3,150,0.08,14,"glm",1,0.945376344086022
"2579",3,150,0.08,14,"degree",0.38,0.98
"2580",3,150,0.08,14,"mdmr",1,0.94
"2581",3,150,0.1,14,"glm",1,0.945806451612903
"2582",3,150,0.1,14,"degree",0.44,0.98
"2583",3,150,0.1,14,"mdmr",1,0.92
"2584",3,150,0.15,14,"glm",1,0.945268817204301
"2585",3,150,0.15,14,"degree",0.64,1
"2586",3,150,0.15,14,"mdmr",1,0.98
"2587",3,150,0.2,14,"glm",1,0.944838709677419
"2588",3,150,0.2,14,"degree",0.62,0.96
"2589",3,150,0.2,14,"mdmr",1,0.92
"2590",3,150,0.3,14,"glm",1,0.945483870967742
"2591",3,150,0.3,14,"degree",0.86,0.98
"2592",3,150,0.3,14,"mdmr",1,0.96
"2593",3,200,0.02,2,"glm",0.38,0.95020202020202
"2594",3,200,0.02,2,"degree",0.08,1
"2595",3,200,0.02,2,"mdmr",0.06,0.98
"2596",3,200,0.04,2,"glm",0.85,0.95010101010101
"2597",3,200,0.04,2,"degree",0.04,0.96
"2598",3,200,0.04,2,"mdmr",0.36,1
"2599",3,200,0.06,2,"glm",0.99,0.95010101010101
"2600",3,200,0.06,2,"degree",0.06,0.96
"2601",3,200,0.06,2,"mdmr",0.82,0.98
"2602",3,200,0.08,2,"glm",1,0.95020202020202
"2603",3,200,0.08,2,"degree",0.16,0.96
"2604",3,200,0.08,2,"mdmr",1,0.98
"2605",3,200,0.1,2,"glm",1,0.95010101010101
"2606",3,200,0.1,2,"degree",0.12,0.96
"2607",3,200,0.1,2,"mdmr",1,0.98
"2608",3,200,0.15,2,"glm",1,0.950505050505051
"2609",3,200,0.15,2,"degree",0.38,0.96
"2610",3,200,0.15,2,"mdmr",1,1
"2611",3,200,0.2,2,"glm",1,0.95010101010101
"2612",3,200,0.2,2,"degree",0.42,0.96
"2613",3,200,0.2,2,"mdmr",1,0.98
"2614",3,200,0.3,2,"glm",1,0.95010101010101
"2615",3,200,0.3,2,"degree",0.6,0.94
"2616",3,200,0.3,2,"mdmr",1,0.98
"2617",3,200,0.02,4,"glm",0.35,0.949795918367347
"2618",3,200,0.02,4,"degree",0.04,0.94
"2619",3,200,0.02,4,"mdmr",0.24,1
"2620",3,200,0.04,4,"glm",0.895,0.94969387755102
"2621",3,200,0.04,4,"degree",0.04,0.98
"2622",3,200,0.04,4,"mdmr",0.74,1
"2623",3,200,0.06,4,"glm",1,0.949897959183673
"2624",3,200,0.06,4,"degree",0.2,0.96
"2625",3,200,0.06,4,"mdmr",1,1
"2626",3,200,0.08,4,"glm",1,0.950408163265306
"2627",3,200,0.08,4,"degree",0.16,0.96
"2628",3,200,0.08,4,"mdmr",1,0.98
"2629",3,200,0.1,4,"glm",1,0.950612244897959
"2630",3,200,0.1,4,"degree",0.36,0.96
"2631",3,200,0.1,4,"mdmr",1,0.98
"2632",3,200,0.15,4,"glm",1,0.95030612244898
"2633",3,200,0.15,4,"degree",0.42,1
"2634",3,200,0.15,4,"mdmr",1,0.98
"2635",3,200,0.2,4,"glm",1,0.949795918367347
"2636",3,200,0.2,4,"degree",0.56,0.96
"2637",3,200,0.2,4,"mdmr",1,1
"2638",3,200,0.3,4,"glm",1,0.95030612244898
"2639",3,200,0.3,4,"degree",0.72,0.98
"2640",3,200,0.3,4,"mdmr",1,0.98
"2641",3,200,0.02,6,"glm",0.343333333333333,0.950103092783505
"2642",3,200,0.02,6,"degree",0.06,1
"2643",3,200,0.02,6,"mdmr",0.34,0.96
"2644",3,200,0.04,6,"glm",0.91,0.950309278350515
"2645",3,200,0.04,6,"degree",0.06,0.94
"2646",3,200,0.04,6,"mdmr",1,0.98
"2647",3,200,0.06,6,"glm",1,0.950103092783505
"2648",3,200,0.06,6,"degree",0.22,0.96
"2649",3,200,0.06,6,"mdmr",1,0.98
"2650",3,200,0.08,6,"glm",1,0.950721649484536
"2651",3,200,0.08,6,"degree",0.28,0.96
"2652",3,200,0.08,6,"mdmr",1,0.96
"2653",3,200,0.1,6,"glm",1,0.95020618556701
"2654",3,200,0.1,6,"degree",0.5,0.96
"2655",3,200,0.1,6,"mdmr",1,0.96
"2656",3,200,0.15,6,"glm",1,0.950927835051546
"2657",3,200,0.15,6,"degree",0.54,0.96
"2658",3,200,0.15,6,"mdmr",1,0.96
"2659",3,200,0.2,6,"glm",1,0.950927835051546
"2660",3,200,0.2,6,"degree",0.64,0.96
"2661",3,200,0.2,6,"mdmr",1,1
"2662",3,200,0.3,6,"glm",1,0.950515463917526
"2663",3,200,0.3,6,"degree",0.68,1
"2664",3,200,0.3,6,"mdmr",1,1
"2665",3,200,0.02,8,"glm",0.3925,0.950625
"2666",3,200,0.02,8,"degree",0.02,0.98
"2667",3,200,0.02,8,"mdmr",0.4,0.98
"2668",3,200,0.04,8,"glm",0.8725,0.950104166666667
"2669",3,200,0.04,8,"degree",0.24,1
"2670",3,200,0.04,8,"mdmr",0.98,0.98
"2671",3,200,0.06,8,"glm",0.9975,0.950416666666667
"2672",3,200,0.06,8,"degree",0.34,0.98
"2673",3,200,0.06,8,"mdmr",1,1
"2674",3,200,0.08,8,"glm",1,0.950625
"2675",3,200,0.08,8,"degree",0.24,1
"2676",3,200,0.08,8,"mdmr",1,1
"2677",3,200,0.1,8,"glm",1,0.950416666666667
"2678",3,200,0.1,8,"degree",0.28,0.94
"2679",3,200,0.1,8,"mdmr",1,0.98
"2680",3,200,0.15,8,"glm",1,0.950104166666667
"2681",3,200,0.15,8,"degree",0.58,0.96
"2682",3,200,0.15,8,"mdmr",1,1
"2683",3,200,0.2,8,"glm",1,0.950520833333333
"2684",3,200,0.2,8,"degree",0.74,0.98
"2685",3,200,0.2,8,"mdmr",1,0.96
"2686",3,200,0.3,8,"glm",1,0.95
"2687",3,200,0.3,8,"degree",0.78,0.94
"2688",3,200,0.3,8,"mdmr",1,1
"2689",3,200,0.02,10,"glm",0.366,0.950421052631579
"2690",3,200,0.02,10,"degree",0.12,1
"2691",3,200,0.02,10,"mdmr",0.42,0.98
"2692",3,200,0.04,10,"glm",0.888,0.950421052631579
"2693",3,200,0.04,10,"degree",0.16,0.98
"2694",3,200,0.04,10,"mdmr",0.98,0.96
"2695",3,200,0.06,10,"glm",0.998,0.950315789473684
"2696",3,200,0.06,10,"degree",0.32,1
"2697",3,200,0.06,10,"mdmr",1,0.96
"2698",3,200,0.08,10,"glm",1,0.95
"2699",3,200,0.08,10,"degree",0.4,0.98
"2700",3,200,0.08,10,"mdmr",1,0.96
"2701",3,200,0.1,10,"glm",1,0.950421052631579
"2702",3,200,0.1,10,"degree",0.46,0.96
"2703",3,200,0.1,10,"mdmr",1,0.98
"2704",3,200,0.15,10,"glm",1,0.950105263157895
"2705",3,200,0.15,10,"degree",0.56,0.96
"2706",3,200,0.15,10,"mdmr",1,0.98
"2707",3,200,0.2,10,"glm",1,0.950526315789474
"2708",3,200,0.2,10,"degree",0.76,0.94
"2709",3,200,0.2,10,"mdmr",1,0.96
"2710",3,200,0.3,10,"glm",1,0.95021052631579
"2711",3,200,0.3,10,"degree",0.62,0.96
"2712",3,200,0.3,10,"mdmr",1,0.98
"2713",3,200,0.02,14,"glm",0.352857142857143,0.95
"2714",3,200,0.02,14,"degree",0.06,0.98
"2715",3,200,0.02,14,"mdmr",0.76,0.98
"2716",3,200,0.04,14,"glm",0.89,0.950860215053763
"2717",3,200,0.04,14,"degree",0.22,0.98
"2718",3,200,0.04,14,"mdmr",1,0.98
"2719",3,200,0.06,14,"glm",0.992857142857143,0.951182795698925
"2720",3,200,0.06,14,"degree",0.4,0.98
"2721",3,200,0.06,14,"mdmr",1,0.98
"2722",3,200,0.08,14,"glm",1,0.950967741935484
"2723",3,200,0.08,14,"degree",0.3,0.98
"2724",3,200,0.08,14,"mdmr",1,0.98
"2725",3,200,0.1,14,"glm",1,0.951612903225806
"2726",3,200,0.1,14,"degree",0.4,0.96
"2727",3,200,0.1,14,"mdmr",1,0.98
"2728",3,200,0.15,14,"glm",1,0.95
"2729",3,200,0.15,14,"degree",0.72,0.98
"2730",3,200,0.15,14,"mdmr",1,0.96
"2731",3,200,0.2,14,"glm",1,0.95
"2732",3,200,0.2,14,"degree",0.74,0.98
"2733",3,200,0.2,14,"mdmr",1,0.96
"2734",3,200,0.3,14,"glm",1,0.950215053763441
"2735",3,200,0.3,14,"degree",0.86,0.98
"2736",3,200,0.3,14,"mdmr",1,0.98
"2737",3,250,0.02,2,"glm",0.43,0.953232323232323
"2738",3,250,0.02,2,"degree",0.14,0.96
"2739",3,250,0.02,2,"mdmr",0.16,0.98
"2740",3,250,0.04,2,"glm",0.88,0.953434343434343
"2741",3,250,0.04,2,"degree",0.06,0.92
"2742",3,250,0.04,2,"mdmr",0.52,0.94
"2743",3,250,0.06,2,"glm",1,0.953333333333333
"2744",3,250,0.06,2,"degree",0.12,0.96
"2745",3,250,0.06,2,"mdmr",0.9,0.92
"2746",3,250,0.08,2,"glm",1,0.953131313131313
"2747",3,250,0.08,2,"degree",0.28,0.96
"2748",3,250,0.08,2,"mdmr",1,1
"2749",3,250,0.1,2,"glm",1,0.953838383838384
"2750",3,250,0.1,2,"degree",0.26,0.96
"2751",3,250,0.1,2,"mdmr",1,0.94
"2752",3,250,0.15,2,"glm",1,0.953131313131313
"2753",3,250,0.15,2,"degree",0.24,0.96
"2754",3,250,0.15,2,"mdmr",1,0.96
"2755",3,250,0.2,2,"glm",1,0.953939393939394
"2756",3,250,0.2,2,"degree",0.54,0.92
"2757",3,250,0.2,2,"mdmr",1,0.94
"2758",3,250,0.3,2,"glm",1,0.953131313131313
"2759",3,250,0.3,2,"degree",0.48,0.96
"2760",3,250,0.3,2,"mdmr",1,0.96
"2761",3,250,0.02,4,"glm",0.395,0.953265306122449
"2762",3,250,0.02,4,"degree",0.04,0.92
"2763",3,250,0.02,4,"mdmr",0.24,0.94
"2764",3,250,0.04,4,"glm",0.945,0.953979591836735
"2765",3,250,0.04,4,"degree",0.1,0.94
"2766",3,250,0.04,4,"mdmr",0.92,0.96
"2767",3,250,0.06,4,"glm",1,0.953979591836735
"2768",3,250,0.06,4,"degree",0.28,0.94
"2769",3,250,0.06,4,"mdmr",1,0.92
"2770",3,250,0.08,4,"glm",1,0.953469387755102
"2771",3,250,0.08,4,"degree",0.34,0.96
"2772",3,250,0.08,4,"mdmr",1,0.92
"2773",3,250,0.1,4,"glm",1,0.953367346938776
"2774",3,250,0.1,4,"degree",0.26,0.94
"2775",3,250,0.1,4,"mdmr",1,0.96
"2776",3,250,0.15,4,"glm",1,0.953265306122449
"2777",3,250,0.15,4,"degree",0.46,0.94
"2778",3,250,0.15,4,"mdmr",1,0.9
"2779",3,250,0.2,4,"glm",1,0.952857142857143
"2780",3,250,0.2,4,"degree",0.68,0.96
"2781",3,250,0.2,4,"mdmr",1,0.94
"2782",3,250,0.3,4,"glm",1,0.953877551020408
"2783",3,250,0.3,4,"degree",0.58,0.98
"2784",3,250,0.3,4,"mdmr",1,0.96
"2785",3,250,0.02,6,"glm",0.426666666666667,0.95319587628866
"2786",3,250,0.02,6,"degree",0.06,0.9
"2787",3,250,0.02,6,"mdmr",0.32,0.94
"2788",3,250,0.04,6,"glm",0.943333333333333,0.953711340206186
"2789",3,250,0.04,6,"degree",0.2,0.96
"2790",3,250,0.04,6,"mdmr",0.98,0.92
"2791",3,250,0.06,6,"glm",1,0.953505154639175
"2792",3,250,0.06,6,"degree",0.18,0.96
"2793",3,250,0.06,6,"mdmr",1,0.96
"2794",3,250,0.08,6,"glm",1,0.95360824742268
"2795",3,250,0.08,6,"degree",0.42,0.9
"2796",3,250,0.08,6,"mdmr",1,0.96
"2797",3,250,0.1,6,"glm",1,0.953814432989691
"2798",3,250,0.1,6,"degree",0.4,0.92
"2799",3,250,0.1,6,"mdmr",1,0.96
"2800",3,250,0.15,6,"glm",1,0.953298969072165
"2801",3,250,0.15,6,"degree",0.52,0.94
"2802",3,250,0.15,6,"mdmr",1,0.96
"2803",3,250,0.2,6,"glm",1,0.954020618556701
"2804",3,250,0.2,6,"degree",0.64,0.96
"2805",3,250,0.2,6,"mdmr",1,0.92
"2806",3,250,0.3,6,"glm",1,0.954123711340206
"2807",3,250,0.3,6,"degree",0.68,0.96
"2808",3,250,0.3,6,"mdmr",1,0.96
"2809",3,250,0.02,8,"glm",0.48,0.953645833333333
"2810",3,250,0.02,8,"degree",0.08,0.94
"2811",3,250,0.02,8,"mdmr",0.52,0.94
"2812",3,250,0.04,8,"glm",0.92,0.953541666666667
"2813",3,250,0.04,8,"degree",0.16,0.9
"2814",3,250,0.04,8,"mdmr",1,0.98
"2815",3,250,0.06,8,"glm",1,0.9534375
"2816",3,250,0.06,8,"degree",0.26,0.96
"2817",3,250,0.06,8,"mdmr",1,0.96
"2818",3,250,0.08,8,"glm",1,0.953541666666667
"2819",3,250,0.08,8,"degree",0.38,0.94
"2820",3,250,0.08,8,"mdmr",1,0.94
"2821",3,250,0.1,8,"glm",1,0.953229166666667
"2822",3,250,0.1,8,"degree",0.48,0.94
"2823",3,250,0.1,8,"mdmr",1,0.9
"2824",3,250,0.15,8,"glm",1,0.9534375
"2825",3,250,0.15,8,"degree",0.6,0.96
"2826",3,250,0.15,8,"mdmr",1,0.92
"2827",3,250,0.2,8,"glm",1,0.953541666666667
"2828",3,250,0.2,8,"degree",0.76,0.94
"2829",3,250,0.2,8,"mdmr",1,0.94
"2830",3,250,0.3,8,"glm",1,0.9546875
"2831",3,250,0.3,8,"degree",0.82,0.98
"2832",3,250,0.3,8,"mdmr",1,1
"2833",3,250,0.02,10,"glm",0.422,0.953684210526316
"2834",3,250,0.02,10,"degree",0.18,0.96
"2835",3,250,0.02,10,"mdmr",0.66,0.96
"2836",3,250,0.04,10,"glm",0.938,0.953473684210526
"2837",3,250,0.04,10,"degree",0.18,0.96
"2838",3,250,0.04,10,"mdmr",1,0.92
"2839",3,250,0.06,10,"glm",0.998,0.954842105263158
"2840",3,250,0.06,10,"degree",0.34,0.94
"2841",3,250,0.06,10,"mdmr",1,0.94
"2842",3,250,0.08,10,"glm",1,0.953157894736842
"2843",3,250,0.08,10,"degree",0.5,0.94
"2844",3,250,0.08,10,"mdmr",1,0.94
"2845",3,250,0.1,10,"glm",1,0.953473684210526
"2846",3,250,0.1,10,"degree",0.48,0.9
"2847",3,250,0.1,10,"mdmr",1,0.94
"2848",3,250,0.15,10,"glm",1,0.953578947368421
"2849",3,250,0.15,10,"degree",0.7,0.94
"2850",3,250,0.15,10,"mdmr",1,0.94
"2851",3,250,0.2,10,"glm",1,0.954526315789474
"2852",3,250,0.2,10,"degree",0.74,0.94
"2853",3,250,0.2,10,"mdmr",1,0.94
"2854",3,250,0.3,10,"glm",1,0.953263157894737
"2855",3,250,0.3,10,"degree",0.78,0.94
"2856",3,250,0.3,10,"mdmr",1,0.96
"2857",3,250,0.02,14,"glm",0.438571428571429,0.953440860215054
"2858",3,250,0.02,14,"degree",0.1,0.96
"2859",3,250,0.02,14,"mdmr",0.82,1
"2860",3,250,0.04,14,"glm",0.948571428571429,0.953548387096774
"2861",3,250,0.04,14,"degree",0.28,0.96
"2862",3,250,0.04,14,"mdmr",1,0.94
"2863",3,250,0.06,14,"glm",0.998571428571429,0.954838709677419
"2864",3,250,0.06,14,"degree",0.3,0.92
"2865",3,250,0.06,14,"mdmr",1,0.92
"2866",3,250,0.08,14,"glm",1,0.954193548387097
"2867",3,250,0.08,14,"degree",0.56,0.96
"2868",3,250,0.08,14,"mdmr",1,0.92
"2869",3,250,0.1,14,"glm",1,0.953978494623656
"2870",3,250,0.1,14,"degree",0.58,0.92
"2871",3,250,0.1,14,"mdmr",1,0.96
"2872",3,250,0.15,14,"glm",1,0.954086021505376
"2873",3,250,0.15,14,"degree",0.84,0.94
"2874",3,250,0.15,14,"mdmr",1,0.96
"2875",3,250,0.2,14,"glm",1,0.953548387096774
"2876",3,250,0.2,14,"degree",0.82,0.94
"2877",3,250,0.2,14,"mdmr",1,0.92
"2878",3,250,0.3,14,"glm",1,0.954193548387097
"2879",3,250,0.3,14,"degree",0.72,0.92
"2880",3,250,0.3,14,"mdmr",1,0.96
"2881",3,300,0.02,2,"glm",0.48,0.948080808080808
"2882",3,300,0.02,2,"degree",0.02,0.88
"2883",3,300,0.02,2,"mdmr",0.1,0.96
"2884",3,300,0.04,2,"glm",0.99,0.947878787878788
"2885",3,300,0.04,2,"degree",0.02,0.92
"2886",3,300,0.04,2,"mdmr",0.64,0.92
"2887",3,300,0.06,2,"glm",1,0.947979797979798
"2888",3,300,0.06,2,"degree",0.18,0.92
"2889",3,300,0.06,2,"mdmr",1,0.94
"2890",3,300,0.08,2,"glm",1,0.947979797979798
"2891",3,300,0.08,2,"degree",0.2,0.96
"2892",3,300,0.08,2,"mdmr",1,0.94
"2893",3,300,0.1,2,"glm",1,0.948282828282828
"2894",3,300,0.1,2,"degree",0.24,0.94
"2895",3,300,0.1,2,"mdmr",1,0.96
"2896",3,300,0.15,2,"glm",1,0.947777777777778
"2897",3,300,0.15,2,"degree",0.56,0.96
"2898",3,300,0.15,2,"mdmr",1,0.92
"2899",3,300,0.2,2,"glm",1,0.947878787878788
"2900",3,300,0.2,2,"degree",0.56,0.94
"2901",3,300,0.2,2,"mdmr",1,0.94
"2902",3,300,0.3,2,"glm",1,0.947979797979798
"2903",3,300,0.3,2,"degree",0.48,0.94
"2904",3,300,0.3,2,"mdmr",1,0.9
"2905",3,300,0.02,4,"glm",0.455,0.948367346938776
"2906",3,300,0.02,4,"degree",0.08,0.9
"2907",3,300,0.02,4,"mdmr",0.22,0.96
"2908",3,300,0.04,4,"glm",0.98,0.947857142857143
"2909",3,300,0.04,4,"degree",0.12,0.86
"2910",3,300,0.04,4,"mdmr",0.98,0.94
"2911",3,300,0.06,4,"glm",1,0.947755102040816
"2912",3,300,0.06,4,"degree",0.26,0.94
"2913",3,300,0.06,4,"mdmr",1,0.94
"2914",3,300,0.08,4,"glm",1,0.948061224489796
"2915",3,300,0.08,4,"degree",0.32,0.98
"2916",3,300,0.08,4,"mdmr",1,0.94
"2917",3,300,0.1,4,"glm",1,0.948061224489796
"2918",3,300,0.1,4,"degree",0.4,0.9
"2919",3,300,0.1,4,"mdmr",1,0.94
"2920",3,300,0.15,4,"glm",1,0.948061224489796
"2921",3,300,0.15,4,"degree",0.5,0.92
"2922",3,300,0.15,4,"mdmr",1,0.88
"2923",3,300,0.2,4,"glm",1,0.947755102040816
"2924",3,300,0.2,4,"degree",0.72,0.9
"2925",3,300,0.2,4,"mdmr",1,0.92
"2926",3,300,0.3,4,"glm",1,0.947244897959184
"2927",3,300,0.3,4,"degree",0.66,0.92
"2928",3,300,0.3,4,"mdmr",1,0.92
"2929",3,300,0.02,6,"glm",0.54,0.947628865979381
"2930",3,300,0.02,6,"degree",0.04,0.94
"2931",3,300,0.02,6,"mdmr",0.64,0.92
"2932",3,300,0.04,6,"glm",0.993333333333333,0.947525773195876
"2933",3,300,0.04,6,"degree",0.16,0.9
"2934",3,300,0.04,6,"mdmr",1,0.94
"2935",3,300,0.06,6,"glm",1,0.947525773195876
"2936",3,300,0.06,6,"degree",0.38,0.92
"2937",3,300,0.06,6,"mdmr",1,0.9
"2938",3,300,0.08,6,"glm",1,0.948659793814433
"2939",3,300,0.08,6,"degree",0.38,0.92
"2940",3,300,0.08,6,"mdmr",1,0.94
"2941",3,300,0.1,6,"glm",1,0.948041237113402
"2942",3,300,0.1,6,"degree",0.46,0.96
"2943",3,300,0.1,6,"mdmr",1,0.94
"2944",3,300,0.15,6,"glm",1,0.947835051546392
"2945",3,300,0.15,6,"degree",0.64,0.88
"2946",3,300,0.15,6,"mdmr",1,0.98
"2947",3,300,0.2,6,"glm",1,0.947938144329897
"2948",3,300,0.2,6,"degree",0.78,0.98
"2949",3,300,0.2,6,"mdmr",1,0.94
"2950",3,300,0.3,6,"glm",1,0.947835051546392
"2951",3,300,0.3,6,"degree",0.72,0.92
"2952",3,300,0.3,6,"mdmr",1,0.96
"2953",3,300,0.02,8,"glm",0.47,0.947708333333333
"2954",3,300,0.02,8,"degree",0.1,0.92
"2955",3,300,0.02,8,"mdmr",0.7,0.96
"2956",3,300,0.04,8,"glm",0.9775,0.948020833333333
"2957",3,300,0.04,8,"degree",0.18,0.88
"2958",3,300,0.04,8,"mdmr",1,0.96
"2959",3,300,0.06,8,"glm",1,0.947395833333333
"2960",3,300,0.06,8,"degree",0.44,0.94
"2961",3,300,0.06,8,"mdmr",1,0.94
"2962",3,300,0.08,8,"glm",1,0.948333333333333
"2963",3,300,0.08,8,"degree",0.42,0.9
"2964",3,300,0.08,8,"mdmr",1,1
"2965",3,300,0.1,8,"glm",1,0.947604166666667
"2966",3,300,0.1,8,"degree",0.56,0.92
"2967",3,300,0.1,8,"mdmr",1,0.94
"2968",3,300,0.15,8,"glm",1,0.947916666666667
"2969",3,300,0.15,8,"degree",0.66,0.94
"2970",3,300,0.15,8,"mdmr",1,0.9
"2971",3,300,0.2,8,"glm",1,0.947916666666667
"2972",3,300,0.2,8,"degree",0.82,0.9
"2973",3,300,0.2,8,"mdmr",1,0.9
"2974",3,300,0.3,8,"glm",1,0.9490625
"2975",3,300,0.3,8,"degree",0.66,0.88
"2976",3,300,0.3,8,"mdmr",1,0.96
"2977",3,300,0.02,10,"glm",0.492,0.947473684210526
"2978",3,300,0.02,10,"degree",0.12,0.88
"2979",3,300,0.02,10,"mdmr",0.68,0.92
"2980",3,300,0.04,10,"glm",0.982,0.947263157894737
"2981",3,300,0.04,10,"degree",0.16,0.94
"2982",3,300,0.04,10,"mdmr",1,0.92
"2983",3,300,0.06,10,"glm",1,0.947263157894737
"2984",3,300,0.06,10,"degree",0.44,0.88
"2985",3,300,0.06,10,"mdmr",1,0.96
"2986",3,300,0.08,10,"glm",1,0.948105263157895
"2987",3,300,0.08,10,"degree",0.46,0.94
"2988",3,300,0.08,10,"mdmr",1,0.92
"2989",3,300,0.1,10,"glm",1,0.948947368421053
"2990",3,300,0.1,10,"degree",0.46,0.9
"2991",3,300,0.1,10,"mdmr",1,0.98
"2992",3,300,0.15,10,"glm",1,0.948
"2993",3,300,0.15,10,"degree",0.6,0.9
"2994",3,300,0.15,10,"mdmr",1,0.96
"2995",3,300,0.2,10,"glm",1,0.948105263157895
"2996",3,300,0.2,10,"degree",0.86,0.9
