"","iteration","subjects","effect.size","connections","method","sensitivity","specificity"
"2110",2,250,0.3,6,"glm",1,0.951134020618557
"2111",2,250,0.3,6,"degree",1,1
"2112",2,250,0.3,6,"mdmr",1,0.88
"2113",2,250,0.02,8,"glm",0.4125,0.951354166666667
"2114",2,250,0.02,8,"degree",0.36,0.98
"2115",2,250,0.02,8,"mdmr",0.22,0.9
"2116",2,250,0.04,8,"glm",0.9525,0.951458333333333
"2117",2,250,0.04,8,"degree",0.78,0.98
"2118",2,250,0.04,8,"mdmr",1,0.9
"2119",2,250,0.06,8,"glm",1,0.9515625
"2120",2,250,0.06,8,"degree",1,0.98
"2121",2,250,0.06,8,"mdmr",1,0.96
"2122",2,250,0.08,8,"glm",1,0.9515625
"2123",2,250,0.08,8,"degree",1,0.96
"2124",2,250,0.08,8,"mdmr",1,0.92
"2125",2,250,0.1,8,"glm",1,0.951458333333333
"2126",2,250,0.1,8,"degree",1,1
"2127",2,250,0.1,8,"mdmr",1,0.9
"2128",2,250,0.15,8,"glm",1,0.950833333333333
"2129",2,250,0.15,8,"degree",1,0.96
"2130",2,250,0.15,8,"mdmr",1,0.86
"2131",2,250,0.2,8,"glm",1,0.95125
"2132",2,250,0.2,8,"degree",1,0.96
"2133",2,250,0.2,8,"mdmr",1,0.94
"2134",2,250,0.3,8,"glm",1,0.951666666666667
"2135",2,250,0.3,8,"degree",1,0.98
"2136",2,250,0.3,8,"mdmr",1,0.94
"2137",2,250,0.02,10,"glm",0.414,0.951263157894737
"2138",2,250,0.02,10,"degree",0.42,0.98
"2139",2,250,0.02,10,"mdmr",0.16,0.9
"2140",2,250,0.04,10,"glm",0.95,0.951894736842105
"2141",2,250,0.04,10,"degree",0.92,0.98
"2142",2,250,0.04,10,"mdmr",0.98,0.92
"2143",2,250,0.06,10,"glm",1,0.951052631578947
"2144",2,250,0.06,10,"degree",1,0.98
"2145",2,250,0.06,10,"mdmr",1,0.88
"2146",2,250,0.08,10,"glm",1,0.951263157894737
"2147",2,250,0.08,10,"degree",1,0.98
"2148",2,250,0.08,10,"mdmr",1,0.96
"2149",2,250,0.1,10,"glm",1,0.951368421052632
"2150",2,250,0.1,10,"degree",1,1
"2151",2,250,0.1,10,"mdmr",1,0.9
"2152",2,250,0.15,10,"glm",1,0.951473684210526
"2153",2,250,0.15,10,"degree",1,0.98
"2154",2,250,0.15,10,"mdmr",1,0.96
"2155",2,250,0.2,10,"glm",1,0.951052631578947
"2156",2,250,0.2,10,"degree",1,0.96
"2157",2,250,0.2,10,"mdmr",1,0.92
"2158",2,250,0.3,10,"glm",1,0.951263157894737
"2159",2,250,0.3,10,"degree",1,0.98
"2160",2,250,0.3,10,"mdmr",1,0.96
"2161",2,250,0.02,14,"glm",0.44,0.951720430107527
"2162",2,250,0.02,14,"degree",0.66,1
"2163",2,250,0.02,14,"mdmr",0.36,0.92
"2164",2,250,0.04,14,"glm",0.927142857142857,0.950860215053763
"2165",2,250,0.04,14,"degree",1,0.98
"2166",2,250,0.04,14,"mdmr",0.96,0.92
"2167",2,250,0.06,14,"glm",1,0.951075268817204
"2168",2,250,0.06,14,"degree",1,0.98
"2169",2,250,0.06,14,"mdmr",1,0.92
"2170",2,250,0.08,14,"glm",1,0.951075268817204
"2171",2,250,0.08,14,"degree",1,0.96
"2172",2,250,0.08,14,"mdmr",1,0.94
"2173",2,250,0.1,14,"glm",1,0.952043010752688
"2174",2,250,0.1,14,"degree",1,0.98
"2175",2,250,0.1,14,"mdmr",1,0.92
"2176",2,250,0.15,14,"glm",1,0.950752688172043
"2177",2,250,0.15,14,"degree",1,0.98
"2178",2,250,0.15,14,"mdmr",1,0.92
"2179",2,250,0.2,14,"glm",1,0.951397849462366
"2180",2,250,0.2,14,"degree",1,0.96
"2181",2,250,0.2,14,"mdmr",1,0.92
"2182",2,250,0.3,14,"glm",1,0.951397849462366
"2183",2,250,0.3,14,"degree",1,0.98
"2184",2,250,0.3,14,"mdmr",1,0.94
"2185",2,300,0.02,1,"glm",0.46,0.948844221105528
"2186",2,300,0.02,1,"degree",0.04,0.92
"2187",2,300,0.02,1,"mdmr",0.12,0.94
"2188",2,300,0.04,1,"glm",1,0.948643216080402
"2189",2,300,0.04,1,"degree",0.08,0.94
"2190",2,300,0.04,1,"mdmr",0.2,0.92
"2191",2,300,0.06,1,"glm",1,0.949145728643216
"2192",2,300,0.06,1,"degree",0.1,0.96
"2193",2,300,0.06,1,"mdmr",0.72,0.92
"2194",2,300,0.08,1,"glm",1,0.949045226130653
"2195",2,300,0.08,1,"degree",0.14,0.92
"2196",2,300,0.08,1,"mdmr",0.96,0.92
"2197",2,300,0.1,1,"glm",1,0.949045226130653
"2198",2,300,0.1,1,"degree",0.22,0.92
"2199",2,300,0.1,1,"mdmr",1,0.88
"2200",2,300,0.15,1,"glm",1,0.948844221105528
"2201",2,300,0.15,1,"degree",0.4,0.92
"2202",2,300,0.15,1,"mdmr",1,0.86
"2203",2,300,0.2,1,"glm",1,0.94894472361809
"2204",2,300,0.2,1,"degree",0.52,0.98
"2205",2,300,0.2,1,"mdmr",1,0.92
"2206",2,300,0.3,1,"glm",1,0.948743718592965
"2207",2,300,0.3,1,"degree",0.94,0.92
"2208",2,300,0.3,1,"mdmr",1,0.9
"2209",2,300,0.02,2,"glm",0.57,0.948686868686869
"2210",2,300,0.02,2,"degree",0.02,0.88
"2211",2,300,0.02,2,"mdmr",0.2,0.92
"2212",2,300,0.04,2,"glm",0.99,0.948888888888889
"2213",2,300,0.04,2,"degree",0.2,0.94
"2214",2,300,0.04,2,"mdmr",0.66,0.9
"2215",2,300,0.06,2,"glm",1,0.948686868686869
"2216",2,300,0.06,2,"degree",0.32,0.96
"2217",2,300,0.06,2,"mdmr",0.98,0.9
"2218",2,300,0.08,2,"glm",1,0.948888888888889
"2219",2,300,0.08,2,"degree",0.42,0.98
"2220",2,300,0.08,2,"mdmr",1,0.9
"2221",2,300,0.1,2,"glm",1,0.948585858585859
"2222",2,300,0.1,2,"degree",0.54,0.94
"2223",2,300,0.1,2,"mdmr",1,0.92
"2224",2,300,0.15,2,"glm",1,0.948989898989899
"2225",2,300,0.15,2,"degree",0.92,0.94
"2226",2,300,0.15,2,"mdmr",1,0.88
"2227",2,300,0.2,2,"glm",1,0.948888888888889
"2228",2,300,0.2,2,"degree",0.98,0.96
"2229",2,300,0.2,2,"mdmr",1,0.94
"2230",2,300,0.3,2,"glm",1,0.948888888888889
"2231",2,300,0.3,2,"degree",1,0.94
"2232",2,300,0.3,2,"mdmr",1,0.94
"2233",2,300,0.02,4,"glm",0.5,0.949081632653061
"2234",2,300,0.02,4,"degree",0.16,0.9
"2235",2,300,0.02,4,"mdmr",0.28,0.92
"2236",2,300,0.04,4,"glm",0.985,0.949081632653061
"2237",2,300,0.04,4,"degree",0.5,0.98
"2238",2,300,0.04,4,"mdmr",0.84,0.86
"2239",2,300,0.06,4,"glm",1,0.948775510204082
"2240",2,300,0.06,4,"degree",0.62,0.96
"2241",2,300,0.06,4,"mdmr",1,0.98
"2242",2,300,0.08,4,"glm",1,0.948571428571429
"2243",2,300,0.08,4,"degree",0.92,0.92
"2244",2,300,0.08,4,"mdmr",1,0.98
"2245",2,300,0.1,4,"glm",1,0.948673469387755
"2246",2,300,0.1,4,"degree",1,0.98
"2247",2,300,0.1,4,"mdmr",1,0.9
"2248",2,300,0.15,4,"glm",1,0.949183673469388
"2249",2,300,0.15,4,"degree",1,0.94
"2250",2,300,0.15,4,"mdmr",1,0.92
"2251",2,300,0.2,4,"glm",1,0.949591836734694
"2252",2,300,0.2,4,"degree",1,0.96
"2253",2,300,0.2,4,"mdmr",1,0.92
"2254",2,300,0.3,4,"glm",1,0.949387755102041
"2255",2,300,0.3,4,"degree",1,0.9
"2256",2,300,0.3,4,"mdmr",1,0.96
"2257",2,300,0.02,6,"glm",0.51,0.949381443298969
"2258",2,300,0.02,6,"degree",0.26,0.94
"2259",2,300,0.02,6,"mdmr",0.36,0.94
"2260",2,300,0.04,6,"glm",0.973333333333333,0.948453608247423
"2261",2,300,0.04,6,"degree",0.66,0.94
"2262",2,300,0.04,6,"mdmr",0.98,0.94
"2263",2,300,0.06,6,"glm",1,0.949381443298969
"2264",2,300,0.06,6,"degree",0.94,0.96
"2265",2,300,0.06,6,"mdmr",1,0.94
"2266",2,300,0.08,6,"glm",1,0.949278350515464
"2267",2,300,0.08,6,"degree",1,0.96
"2268",2,300,0.08,6,"mdmr",1,0.9
"2269",2,300,0.1,6,"glm",1,0.948969072164948
"2270",2,300,0.1,6,"degree",1,0.94
"2271",2,300,0.1,6,"mdmr",1,0.94
"2272",2,300,0.15,6,"glm",1,0.949072164948454
"2273",2,300,0.15,6,"degree",1,0.98
"2274",2,300,0.15,6,"mdmr",1,0.94
"2275",2,300,0.2,6,"glm",1,0.948762886597938
"2276",2,300,0.2,6,"degree",1,0.96
"2277",2,300,0.2,6,"mdmr",1,0.96
"2278",2,300,0.3,6,"glm",1,0.948969072164948
"2279",2,300,0.3,6,"degree",1,0.9
"2280",2,300,0.3,6,"mdmr",1,0.94
"2281",2,300,0.02,8,"glm",0.47,0.948541666666667
"2282",2,300,0.02,8,"degree",0.42,0.94
"2283",2,300,0.02,8,"mdmr",0.22,0.9
"2284",2,300,0.04,8,"glm",0.985,0.94875
"2285",2,300,0.04,8,"degree",0.9,0.94
"2286",2,300,0.04,8,"mdmr",1,0.88
"2287",2,300,0.06,8,"glm",1,0.948333333333333
"2288",2,300,0.06,8,"degree",1,0.88
"2289",2,300,0.06,8,"mdmr",1,0.92
"2290",2,300,0.08,8,"glm",1,0.948645833333333
"2291",2,300,0.08,8,"degree",1,0.92
"2292",2,300,0.08,8,"mdmr",1,0.9
"2293",2,300,0.1,8,"glm",1,0.94875
"2294",2,300,0.1,8,"degree",1,0.9
"2295",2,300,0.1,8,"mdmr",1,0.88
"2296",2,300,0.15,8,"glm",1,0.949270833333333
"2297",2,300,0.15,8,"degree",1,0.94
"2298",2,300,0.15,8,"mdmr",1,0.92
"2299",2,300,0.2,8,"glm",1,0.948645833333333
"2300",2,300,0.2,8,"degree",1,0.94
"2301",2,300,0.2,8,"mdmr",1,0.94
"2302",2,300,0.3,8,"glm",1,0.949270833333333
"2303",2,300,0.3,8,"degree",1,0.92
"2304",2,300,0.3,8,"mdmr",1,0.9
"2305",2,300,0.02,10,"glm",0.5,0.949578947368421
"2306",2,300,0.02,10,"degree",0.62,0.9
"2307",2,300,0.02,10,"mdmr",0.5,0.96
"2308",2,300,0.04,10,"glm",0.974,0.949578947368421
"2309",2,300,0.04,10,"degree",0.98,0.92
"2310",2,300,0.04,10,"mdmr",1,0.94
"2311",2,300,0.06,10,"glm",1,0.948947368421053
"2312",2,300,0.06,10,"degree",1,0.92
"2313",2,300,0.06,10,"mdmr",1,0.94
"2314",2,300,0.08,10,"glm",1,0.950105263157895
"2315",2,300,0.08,10,"degree",1,0.92
"2316",2,300,0.08,10,"mdmr",1,0.94
"2317",2,300,0.1,10,"glm",1,0.949263157894737
"2318",2,300,0.1,10,"degree",1,0.96
"2319",2,300,0.1,10,"mdmr",1,0.88
"2320",2,300,0.15,10,"glm",1,0.948842105263158
"2321",2,300,0.15,10,"degree",1,0.96
"2322",2,300,0.15,10,"mdmr",1,0.88
"2323",2,300,0.2,10,"glm",1,0.948947368421053
"2324",2,300,0.2,10,"degree",1,0.94
"2325",2,300,0.2,10,"mdmr",1,0.98
"2326",2,300,0.3,10,"glm",1,0.949473684210526
"2327",2,300,0.3,10,"degree",1,0.98
"2328",2,300,0.3,10,"mdmr",1,0.94
"2329",2,300,0.02,14,"glm",0.495714285714286,0.949139784946237
"2330",2,300,0.02,14,"degree",0.86,0.94
"2331",2,300,0.02,14,"mdmr",0.3,0.88
"2332",2,300,0.04,14,"glm",0.972857142857143,0.949139784946237
"2333",2,300,0.04,14,"degree",1,0.92
"2334",2,300,0.04,14,"mdmr",1,0.9
"2335",2,300,0.06,14,"glm",1,0.95010752688172
"2336",2,300,0.06,14,"degree",1,0.96
"2337",2,300,0.06,14,"mdmr",1,0.94
"2338",2,300,0.08,14,"glm",1,0.948064516129032
"2339",2,300,0.08,14,"degree",1,0.96
"2340",2,300,0.08,14,"mdmr",1,0.92
"2341",2,300,0.1,14,"glm",1,0.948709677419355
"2342",2,300,0.1,14,"degree",1,0.92
"2343",2,300,0.1,14,"mdmr",1,0.94
"2344",2,300,0.15,14,"glm",1,0.94989247311828
"2345",2,300,0.15,14,"degree",1,0.94
"2346",2,300,0.15,14,"mdmr",1,0.96
"2347",2,300,0.2,14,"glm",1,0.949247311827957
"2348",2,300,0.2,14,"degree",1,0.94
"2349",2,300,0.2,14,"mdmr",1,0.94
"2350",2,300,0.3,14,"glm",1,0.948602150537634
"2351",2,300,0.3,14,"degree",1,0.98
"2352",2,300,0.3,14,"mdmr",1,0.86
"2353",3,24,0.02,1,"glm",0.08,0.9478391959799
"2354",3,24,0.02,1,"degree",0.04,0.9
"2355",3,24,0.02,1,"mdmr",0.1,0.96
"2356",3,24,0.04,1,"glm",0.14,0.947738693467337
"2357",3,24,0.04,1,"degree",0.1,0.96
"2358",3,24,0.04,1,"mdmr",0.1,0.96
"2359",3,24,0.06,1,"glm",0.44,0.947939698492462
"2360",3,24,0.06,1,"degree",0.12,0.96
"2361",3,24,0.06,1,"mdmr",0.1,0.94
"2362",3,24,0.08,1,"glm",0.62,0.948241206030151
"2363",3,24,0.08,1,"degree",0.12,0.96
"2364",3,24,0.08,1,"mdmr",0.14,0.96
"2365",3,24,0.1,1,"glm",0.8,0.9478391959799
"2366",3,24,0.1,1,"degree",0.1,0.94
"2367",3,24,0.1,1,"mdmr",0.1,0.94
"2368",3,24,0.15,1,"glm",1,0.947738693467337
"2369",3,24,0.15,1,"degree",0.14,0.94
"2370",3,24,0.15,1,"mdmr",0.44,0.94
"2371",3,24,0.2,1,"glm",1,0.947939698492462
"2372",3,24,0.2,1,"degree",0.14,0.9
"2373",3,24,0.2,1,"mdmr",0.6,0.92
"2374",3,24,0.3,1,"glm",1,0.948040201005025
"2375",3,24,0.3,1,"degree",0.2,0.94
"2376",3,24,0.3,1,"mdmr",1,0.94
"2377",3,24,0.02,2,"glm",0.11,0.947979797979798
"2378",3,24,0.02,2,"degree",0.12,0.98
"2379",3,24,0.02,2,"mdmr",0.04,0.88
"2380",3,24,0.04,2,"glm",0.17,0.947676767676768
"2381",3,24,0.04,2,"degree",0.08,0.9
"2382",3,24,0.04,2,"mdmr",0.08,0.94
"2383",3,24,0.06,2,"glm",0.31,0.947878787878788
"2384",3,24,0.06,2,"degree",0.08,0.94
"2385",3,24,0.06,2,"mdmr",0.1,0.9
"2386",3,24,0.08,2,"glm",0.54,0.947878787878788
"2387",3,24,0.08,2,"degree",0.12,0.94
"2388",3,24,0.08,2,"mdmr",0.2,0.92
"2389",3,24,0.1,2,"glm",0.66,0.947575757575758
"2390",3,24,0.1,2,"degree",0.1,0.86
"2391",3,24,0.1,2,"mdmr",0.3,0.96
"2392",3,24,0.15,2,"glm",0.94,0.947979797979798
"2393",3,24,0.15,2,"degree",0.22,0.94
"2394",3,24,0.15,2,"mdmr",0.66,0.92
"2395",3,24,0.2,2,"glm",1,0.948181818181818
"2396",3,24,0.2,2,"degree",0.18,0.96
"2397",3,24,0.2,2,"mdmr",0.96,0.9
"2398",3,24,0.3,2,"glm",1,0.947575757575758
"2399",3,24,0.3,2,"degree",0.28,0.92
"2400",3,24,0.3,2,"mdmr",1,0.92
"2401",3,24,0.02,4,"glm",0.095,0.948469387755102
"2402",3,24,0.02,4,"degree",0.04,0.9
"2403",3,24,0.02,4,"mdmr",0.04,0.9
"2404",3,24,0.04,4,"glm",0.17,0.948367346938776
"2405",3,24,0.04,4,"degree",0.1,0.94
"2406",3,24,0.04,4,"mdmr",0.1,0.92
"2407",3,24,0.06,4,"glm",0.35,0.947857142857143
"2408",3,24,0.06,4,"degree",0.16,0.92
"2409",3,24,0.06,4,"mdmr",0.22,0.94
"2410",3,24,0.08,4,"glm",0.58,0.947755102040816
"2411",3,24,0.08,4,"degree",0.1,0.9
"2412",3,24,0.08,4,"mdmr",0.34,0.9
"2413",3,24,0.1,4,"glm",0.705,0.947448979591837
"2414",3,24,0.1,4,"degree",0.14,0.94
"2415",3,24,0.1,4,"mdmr",0.48,0.96
"2416",3,24,0.15,4,"glm",0.965,0.947857142857143
"2417",3,24,0.15,4,"degree",0.36,0.92
"2418",3,24,0.15,4,"mdmr",0.92,0.9
"2419",3,24,0.2,4,"glm",1,0.947959183673469
"2420",3,24,0.2,4,"degree",0.52,0.94
"2421",3,24,0.2,4,"mdmr",1,0.94
"2422",3,24,0.3,4,"glm",1,0.948163265306122
"2423",3,24,0.3,4,"degree",0.9,0.92
"2424",3,24,0.3,4,"mdmr",1,1
"2425",3,24,0.02,6,"glm",0.0866666666666667,0.947835051546392
"2426",3,24,0.02,6,"degree",0.04,0.9
"2427",3,24,0.02,6,"mdmr",0.14,0.98
"2428",3,24,0.04,6,"glm",0.18,0.947731958762887
"2429",3,24,0.04,6,"degree",0.14,0.92
"2430",3,24,0.04,6,"mdmr",0.16,0.96
"2431",3,24,0.06,6,"glm",0.346666666666667,0.947835051546392
"2432",3,24,0.06,6,"degree",0.22,0.94
"2433",3,24,0.06,6,"mdmr",0.26,0.98
"2434",3,24,0.08,6,"glm",0.606666666666667,0.947835051546392
"2435",3,24,0.08,6,"degree",0.3,0.94
"2436",3,24,0.08,6,"mdmr",0.54,0.92
"2437",3,24,0.1,6,"glm",0.78,0.947422680412371
"2438",3,24,0.1,6,"degree",0.38,0.92
"2439",3,24,0.1,6,"mdmr",0.7,0.96
"2440",3,24,0.15,6,"glm",0.986666666666667,0.947525773195876
"2441",3,24,0.15,6,"degree",0.72,0.88
"2442",3,24,0.15,6,"mdmr",1,0.94
"2443",3,24,0.2,6,"glm",1,0.947835051546392
"2444",3,24,0.2,6,"degree",0.88,0.92
"2445",3,24,0.2,6,"mdmr",1,0.9
"2446",3,24,0.3,6,"glm",1,0.948144329896907
"2447",3,24,0.3,6,"degree",1,0.98
"2448",3,24,0.3,6,"mdmr",1,0.96
"2449",3,24,0.02,8,"glm",0.09,0.948020833333333
"2450",3,24,0.02,8,"degree",0.16,0.92
"2451",3,24,0.02,8,"mdmr",0.1,0.94
"2452",3,24,0.04,8,"glm",0.2,0.948541666666667
"2453",3,24,0.04,8,"degree",0.12,0.94
"2454",3,24,0.04,8,"mdmr",0.18,0.96
"2455",3,24,0.06,8,"glm",0.35,0.947916666666667
"2456",3,24,0.06,8,"degree",0.22,0.92
"2457",3,24,0.06,8,"mdmr",0.26,0.96
"2458",3,24,0.08,8,"glm",0.56,0.9478125
"2459",3,24,0.08,8,"degree",0.42,0.92
"2460",3,24,0.08,8,"mdmr",0.6,0.96
"2461",3,24,0.1,8,"glm",0.76,0.9484375
"2462",3,24,0.1,8,"degree",0.5,0.92
"2463",3,24,0.1,8,"mdmr",0.72,0.96
"2464",3,24,0.15,8,"glm",0.9825,0.948541666666667
"2465",3,24,0.15,8,"degree",0.9,0.94
"2466",3,24,0.15,8,"mdmr",1,0.98
"2467",3,24,0.2,8,"glm",1,0.9484375
"2468",3,24,0.2,8,"degree",0.98,0.9
"2469",3,24,0.2,8,"mdmr",1,0.92
"2470",3,24,0.3,8,"glm",1,0.947395833333333
"2471",3,24,0.3,8,"degree",1,0.94
"2472",3,24,0.3,8,"mdmr",1,0.94
"2473",3,24,0.02,10,"glm",0.076,0.947578947368421
"2474",3,24,0.02,10,"degree",0.16,0.96
"2475",3,24,0.02,10,"mdmr",0.08,0.92
"2476",3,24,0.04,10,"glm",0.196,0.947789473684211
"2477",3,24,0.04,10,"degree",0.22,0.96
"2478",3,24,0.04,10,"mdmr",0.1,0.9
"2479",3,24,0.06,10,"glm",0.364,0.948315789473684
"2480",3,24,0.06,10,"degree",0.32,0.94
"2481",3,24,0.06,10,"mdmr",0.34,0.96
"2482",3,24,0.08,10,"glm",0.53,0.946947368421053
"2483",3,24,0.08,10,"degree",0.52,0.9
"2484",3,24,0.08,10,"mdmr",0.64,1
"2485",3,24,0.1,10,"glm",0.74,0.947368421052632
"2486",3,24,0.1,10,"degree",0.82,0.92
"2487",3,24,0.1,10,"mdmr",0.82,0.94
"2488",3,24,0.15,10,"glm",0.99,0.947368421052632
"2489",3,24,0.15,10,"degree",0.96,0.96
"2490",3,24,0.15,10,"mdmr",1,0.94
"2491",3,24,0.2,10,"glm",1,0.947894736842105
"2492",3,24,0.2,10,"degree",1,0.96
"2493",3,24,0.2,10,"mdmr",1,0.94
"2494",3,24,0.3,10,"glm",1,0.947894736842105
"2495",3,24,0.3,10,"degree",1,0.94
"2496",3,24,0.3,10,"mdmr",1,0.94
"2497",3,24,0.02,14,"glm",0.0857142857142857,0.946989247311828
"2498",3,24,0.02,14,"degree",0.1,0.9
"2499",3,24,0.02,14,"mdmr",0.04,0.9
"2500",3,24,0.04,14,"glm",0.201428571428571,0.948387096774194
"2501",3,24,0.04,14,"degree",0.4,0.88
"2502",3,24,0.04,14,"mdmr",0.2,0.96
"2503",3,24,0.06,14,"glm",0.338571428571429,0.948064516129032
"2504",3,24,0.06,14,"degree",0.56,0.9
"2505",3,24,0.06,14,"mdmr",0.2,0.94
"2506",3,24,0.08,14,"glm",0.54,0.947956989247312
"2507",3,24,0.08,14,"degree",0.84,0.94
"2508",3,24,0.08,14,"mdmr",0.5,0.94
"2509",3,24,0.1,14,"glm",0.727142857142857,0.949139784946237
"2510",3,24,0.1,14,"degree",1,0.94
"2511",3,24,0.1,14,"mdmr",0.7,0.9
"2512",3,24,0.15,14,"glm",0.98,0.948064516129032
"2513",3,24,0.15,14,"degree",1,0.96
"2514",3,24,0.15,14,"mdmr",1,0.96
"2515",3,24,0.2,14,"glm",1,0.947311827956989
"2516",3,24,0.2,14,"degree",1,0.94
"2517",3,24,0.2,14,"mdmr",1,0.96
"2518",3,24,0.3,14,"glm",1,0.948172043010753
"2519",3,24,0.3,14,"degree",1,0.92
"2520",3,24,0.3,14,"mdmr",1,0.98
"2521",3,50,0.02,1,"glm",0.1,0.947638190954774
"2522",3,50,0.02,1,"degree",0.06,0.96
"2523",3,50,0.02,1,"mdmr",0.04,0.88
"2524",3,50,0.04,1,"glm",0.36,0.948241206030151
"2525",3,50,0.04,1,"degree",0.08,0.96
"2526",3,50,0.04,1,"mdmr",0.1,0.96
"2527",3,50,0.06,1,"glm",0.64,0.947738693467337
"2528",3,50,0.06,1,"degree",0.08,0.94
"2529",3,50,0.06,1,"mdmr",0.08,0.9
"2530",3,50,0.08,1,"glm",0.86,0.948040201005025
"2531",3,50,0.08,1,"degree",0.04,0.92
"2532",3,50,0.08,1,"mdmr",0.2,0.94
"2533",3,50,0.1,1,"glm",0.96,0.947939698492462
"2534",3,50,0.1,1,"degree",0.06,0.96
"2535",3,50,0.1,1,"mdmr",0.26,0.92
"2536",3,50,0.15,1,"glm",1,0.947638190954774
"2537",3,50,0.15,1,"degree",0.08,0.98
"2538",3,50,0.15,1,"mdmr",0.7,0.94
"2539",3,50,0.2,1,"glm",1,0.947738693467337
"2540",3,50,0.2,1,"degree",0.12,0.96
"2541",3,50,0.2,1,"mdmr",0.98,0.92
"2542",3,50,0.3,1,"glm",1,0.947738693467337
"2543",3,50,0.3,1,"degree",0.2,0.98
"2544",3,50,0.3,1,"mdmr",1,0.9
"2545",3,50,0.02,2,"glm",0.17,0.947777777777778
"2546",3,50,0.02,2,"degree",0.02,0.92
"2547",3,50,0.02,2,"mdmr",0.08,0.92
"2548",3,50,0.04,2,"glm",0.31,0.947878787878788
"2549",3,50,0.04,2,"degree",0.04,0.92
"2550",3,50,0.04,2,"mdmr",0.14,0.94
"2551",3,50,0.06,2,"glm",0.54,0.947676767676768
"2552",3,50,0.06,2,"degree",0.1,0.98
"2553",3,50,0.06,2,"mdmr",0.18,0.96
"2554",3,50,0.08,2,"glm",0.86,0.947878787878788
"2555",3,50,0.08,2,"degree",0.14,0.94
"2556",3,50,0.08,2,"mdmr",0.16,0.86
"2557",3,50,0.1,2,"glm",0.96,0.947777777777778
"2558",3,50,0.1,2,"degree",0.18,0.98
"2559",3,50,0.1,2,"mdmr",0.52,0.88
"2560",3,50,0.15,2,"glm",1,0.947676767676768
"2561",3,50,0.15,2,"degree",0.16,0.98
"2562",3,50,0.15,2,"mdmr",0.94,0.88
"2563",3,50,0.2,2,"glm",1,0.947777777777778
"2564",3,50,0.2,2,"degree",0.34,0.96
"2565",3,50,0.2,2,"mdmr",1,0.88
"2566",3,50,0.3,2,"glm",1,0.947777777777778
"2567",3,50,0.3,2,"degree",0.64,0.92
"2568",3,50,0.3,2,"mdmr",1,0.9
"2569",3,50,0.02,4,"glm",0.095,0.947959183673469
"2570",3,50,0.02,4,"degree",0.06,0.96
"2571",3,50,0.02,4,"mdmr",0.08,0.9
"2572",3,50,0.04,4,"glm",0.31,0.948163265306122
"2573",3,50,0.04,4,"degree",0.1,0.96
"2574",3,50,0.04,4,"mdmr",0.16,0.94
"2575",3,50,0.06,4,"glm",0.655,0.948265306122449
"2576",3,50,0.06,4,"degree",0.14,0.92
"2577",3,50,0.06,4,"mdmr",0.34,0.92
"2578",3,50,0.08,4,"glm",0.87,0.948061224489796
"2579",3,50,0.08,4,"degree",0.22,0.92
"2580",3,50,0.08,4,"mdmr",0.66,0.94
"2581",3,50,0.1,4,"glm",0.98,0.947551020408163
"2582",3,50,0.1,4,"degree",0.28,0.96
"2583",3,50,0.1,4,"mdmr",0.98,0.9
"2584",3,50,0.15,4,"glm",1,0.947959183673469
"2585",3,50,0.15,4,"degree",0.62,0.94
"2586",3,50,0.15,4,"mdmr",1,0.9
"2587",3,50,0.2,4,"glm",1,0.948163265306122
"2588",3,50,0.2,4,"degree",0.9,0.94
"2589",3,50,0.2,4,"mdmr",1,0.94
"2590",3,50,0.3,4,"glm",1,0.94765306122449
"2591",3,50,0.3,4,"degree",1,0.96
"2592",3,50,0.3,4,"mdmr",1,0.92
"2593",3,50,0.02,6,"glm",0.11,0.948659793814433
"2594",3,50,0.02,6,"degree",0.08,0.94
"2595",3,50,0.02,6,"mdmr",0.08,0.9
"2596",3,50,0.04,6,"glm",0.296666666666667,0.948659793814433
"2597",3,50,0.04,6,"degree",0.1,0.98
"2598",3,50,0.04,6,"mdmr",0.12,0.86
"2599",3,50,0.06,6,"glm",0.66,0.94680412371134
"2600",3,50,0.06,6,"degree",0.3,0.94
"2601",3,50,0.06,6,"mdmr",0.34,0.88
"2602",3,50,0.08,6,"glm",0.863333333333333,0.947835051546392
"2603",3,50,0.08,6,"degree",0.44,1
"2604",3,50,0.08,6,"mdmr",0.74,0.88
"2605",3,50,0.1,6,"glm",0.976666666666667,0.947113402061856
"2606",3,50,0.1,6,"degree",0.64,0.96
"2607",3,50,0.1,6,"mdmr",0.98,0.9
"2608",3,50,0.15,6,"glm",1,0.947525773195876
"2609",3,50,0.15,6,"degree",0.94,0.94
"2610",3,50,0.15,6,"mdmr",1,0.98
"2611",3,50,0.2,6,"glm",1,0.947938144329897
"2612",3,50,0.2,6,"degree",1,0.96
"2613",3,50,0.2,6,"mdmr",1,0.9
"2614",3,50,0.3,6,"glm",1,0.947938144329897
"2615",3,50,0.3,6,"degree",1,0.94
"2616",3,50,0.3,6,"mdmr",1,0.96
"2617",3,50,0.02,8,"glm",0.135,0.947604166666667
"2618",3,50,0.02,8,"degree",0.1,0.96
"2619",3,50,0.02,8,"mdmr",0.12,0.92
"2620",3,50,0.04,8,"glm",0.345,0.948645833333333
"2621",3,50,0.04,8,"degree",0.2,1
"2622",3,50,0.04,8,"mdmr",0.2,0.92
"2623",3,50,0.06,8,"glm",0.585,0.948020833333333
