"","iteration","subjects","effect.size","connections","method","sensitivity","specificity"
"5889",6,24,0.06,1,"mdmr",0.16,0.98
"5890",6,24,0.08,1,"glm",0.5,0.950552763819095
"5891",6,24,0.08,1,"degree",0,0.96
"5892",6,24,0.08,1,"mdmr",0.12,0.94
"5893",6,24,0.1,1,"glm",0.78,0.95035175879397
"5894",6,24,0.1,1,"degree",0.02,0.98
"5895",6,24,0.1,1,"mdmr",0.22,0.96
"5896",6,24,0.15,1,"glm",0.98,0.950452261306533
"5897",6,24,0.15,1,"degree",0.04,0.98
"5898",6,24,0.15,1,"mdmr",0.24,0.9
"5899",6,24,0.2,1,"glm",1,0.950552763819095
"5900",6,24,0.2,1,"degree",0.04,0.98
"5901",6,24,0.2,1,"mdmr",0.56,0.96
"5902",6,24,0.3,1,"glm",1,0.950552763819095
"5903",6,24,0.3,1,"degree",0.08,0.98
"5904",6,24,0.3,1,"mdmr",1,0.98
"5905",6,24,0.02,2,"glm",0.06,0.95030303030303
"5906",6,24,0.02,2,"degree",0.06,1
"5907",6,24,0.02,2,"mdmr",0.08,0.96
"5908",6,24,0.04,2,"glm",0.15,0.95040404040404
"5909",6,24,0.04,2,"degree",0.04,0.98
"5910",6,24,0.04,2,"mdmr",0.06,0.94
"5911",6,24,0.06,2,"glm",0.29,0.95010101010101
"5912",6,24,0.06,2,"degree",0.04,1
"5913",6,24,0.06,2,"mdmr",0.1,0.94
"5914",6,24,0.08,2,"glm",0.49,0.95030303030303
"5915",6,24,0.08,2,"degree",0.08,0.98
"5916",6,24,0.08,2,"mdmr",0.14,0.94
"5917",6,24,0.1,2,"glm",0.75,0.95040404040404
"5918",6,24,0.1,2,"degree",0,0.96
"5919",6,24,0.1,2,"mdmr",0.18,0.92
"5920",6,24,0.15,2,"glm",1,0.950505050505051
"5921",6,24,0.15,2,"degree",0.12,1
"5922",6,24,0.15,2,"mdmr",0.66,0.9
"5923",6,24,0.2,2,"glm",1,0.950606060606061
"5924",6,24,0.2,2,"degree",0.16,0.98
"5925",6,24,0.2,2,"mdmr",0.86,0.92
"5926",6,24,0.3,2,"glm",1,0.95040404040404
"5927",6,24,0.3,2,"degree",0.32,0.96
"5928",6,24,0.3,2,"mdmr",1,0.96
"5929",6,24,0.02,4,"glm",0.1,0.950714285714286
"5930",6,24,0.02,4,"degree",0.04,0.98
"5931",6,24,0.02,4,"mdmr",0.08,0.96
"5932",6,24,0.04,4,"glm",0.17,0.95030612244898
"5933",6,24,0.04,4,"degree",0.06,1
"5934",6,24,0.04,4,"mdmr",0.12,0.96
"5935",6,24,0.06,4,"glm",0.27,0.950204081632653
"5936",6,24,0.06,4,"degree",0.04,0.96
"5937",6,24,0.06,4,"mdmr",0.14,0.94
"5938",6,24,0.08,4,"glm",0.515,0.950510204081633
"5939",6,24,0.08,4,"degree",0.16,1
"5940",6,24,0.08,4,"mdmr",0.24,0.94
"5941",6,24,0.1,4,"glm",0.8,0.950510204081633
"5942",6,24,0.1,4,"degree",0.2,1
"5943",6,24,0.1,4,"mdmr",0.54,0.94
"5944",6,24,0.15,4,"glm",0.995,0.95030612244898
"5945",6,24,0.15,4,"degree",0.3,0.96
"5946",6,24,0.15,4,"mdmr",0.9,0.98
"5947",6,24,0.2,4,"glm",1,0.950816326530612
"5948",6,24,0.2,4,"degree",0.56,0.98
"5949",6,24,0.2,4,"mdmr",1,0.92
"5950",6,24,0.3,4,"glm",1,0.950204081632653
"5951",6,24,0.3,4,"degree",0.96,0.98
"5952",6,24,0.3,4,"mdmr",1,0.94
"5953",6,24,0.02,6,"glm",0.0833333333333333,0.950618556701031
"5954",6,24,0.02,6,"degree",0.04,0.98
"5955",6,24,0.02,6,"mdmr",0.04,0.94
"5956",6,24,0.04,6,"glm",0.16,0.950103092783505
"5957",6,24,0.04,6,"degree",0.08,1
"5958",6,24,0.04,6,"mdmr",0.1,0.94
"5959",6,24,0.06,6,"glm",0.406666666666667,0.950721649484536
"5960",6,24,0.06,6,"degree",0.12,0.96
"5961",6,24,0.06,6,"mdmr",0.3,0.94
"5962",6,24,0.08,6,"glm",0.58,0.951030927835051
"5963",6,24,0.08,6,"degree",0.28,1
"5964",6,24,0.08,6,"mdmr",0.34,0.9
"5965",6,24,0.1,6,"glm",0.686666666666667,0.950618556701031
"5966",6,24,0.1,6,"degree",0.34,0.98
"5967",6,24,0.1,6,"mdmr",0.46,0.92
"5968",6,24,0.15,6,"glm",0.983333333333333,0.950515463917526
"5969",6,24,0.15,6,"degree",0.66,0.98
"5970",6,24,0.15,6,"mdmr",1,0.92
"5971",6,24,0.2,6,"glm",0.996666666666667,0.950103092783505
"5972",6,24,0.2,6,"degree",0.98,0.98
"5973",6,24,0.2,6,"mdmr",1,0.94
"5974",6,24,0.3,6,"glm",1,0.950618556701031
"5975",6,24,0.3,6,"degree",1,0.98
"5976",6,24,0.3,6,"mdmr",1,0.92
"5977",6,24,0.02,8,"glm",0.08,0.9503125
"5978",6,24,0.02,8,"degree",0.04,0.98
"5979",6,24,0.02,8,"mdmr",0.08,0.96
"5980",6,24,0.04,8,"glm",0.2075,0.950416666666667
"5981",6,24,0.04,8,"degree",0.14,0.96
"5982",6,24,0.04,8,"mdmr",0.18,0.98
"5983",6,24,0.06,8,"glm",0.3325,0.950520833333333
"5984",6,24,0.06,8,"degree",0.3,0.98
"5985",6,24,0.06,8,"mdmr",0.38,0.98
"5986",6,24,0.08,8,"glm",0.545,0.950104166666667
"5987",6,24,0.08,8,"degree",0.36,0.98
"5988",6,24,0.08,8,"mdmr",0.44,0.92
"5989",6,24,0.1,8,"glm",0.77,0.950208333333333
"5990",6,24,0.1,8,"degree",0.62,1
"5991",6,24,0.1,8,"mdmr",0.82,0.96
"5992",6,24,0.15,8,"glm",0.9925,0.95125
"5993",6,24,0.15,8,"degree",0.92,1
"5994",6,24,0.15,8,"mdmr",1,0.96
"5995",6,24,0.2,8,"glm",1,0.951041666666667
"5996",6,24,0.2,8,"degree",1,0.96
"5997",6,24,0.2,8,"mdmr",1,0.92
"5998",6,24,0.3,8,"glm",1,0.950520833333333
"5999",6,24,0.3,8,"degree",1,0.96
"6000",6,24,0.3,8,"mdmr",1,0.9
"6001",6,24,0.02,10,"glm",0.074,0.950631578947368
"6002",6,24,0.02,10,"degree",0.06,0.96
"6003",6,24,0.02,10,"mdmr",0.06,0.94
"6004",6,24,0.04,10,"glm",0.222,0.951052631578947
"6005",6,24,0.04,10,"degree",0.22,0.98
"6006",6,24,0.04,10,"mdmr",0.3,0.96
"6007",6,24,0.06,10,"glm",0.332,0.95021052631579
"6008",6,24,0.06,10,"degree",0.3,0.96
"6009",6,24,0.06,10,"mdmr",0.28,0.94
"6010",6,24,0.08,10,"glm",0.528,0.949263157894737
"6011",6,24,0.08,10,"degree",0.64,1
"6012",6,24,0.08,10,"mdmr",0.48,0.94
"6013",6,24,0.1,10,"glm",0.758,0.95021052631579
"6014",6,24,0.1,10,"degree",0.84,0.98
"6015",6,24,0.1,10,"mdmr",0.8,0.96
"6016",6,24,0.15,10,"glm",0.984,0.950631578947368
"6017",6,24,0.15,10,"degree",0.98,0.96
"6018",6,24,0.15,10,"mdmr",1,0.94
"6019",6,24,0.2,10,"glm",0.998,0.949894736842105
"6020",6,24,0.2,10,"degree",1,0.96
"6021",6,24,0.2,10,"mdmr",1,0.96
"6022",6,24,0.3,10,"glm",1,0.949684210526316
"6023",6,24,0.3,10,"degree",1,1
"6024",6,24,0.3,10,"mdmr",1,0.96
"6025",6,24,0.02,14,"glm",0.0657142857142857,0.949462365591398
"6026",6,24,0.02,14,"degree",0.14,1
"6027",6,24,0.02,14,"mdmr",0.02,0.92
"6028",6,24,0.04,14,"glm",0.181428571428571,0.950430107526882
"6029",6,24,0.04,14,"degree",0.24,0.96
"6030",6,24,0.04,14,"mdmr",0.14,0.94
"6031",6,24,0.06,14,"glm",0.352857142857143,0.95
"6032",6,24,0.06,14,"degree",0.62,1
"6033",6,24,0.06,14,"mdmr",0.22,0.94
"6034",6,24,0.08,14,"glm",0.527142857142857,0.950967741935484
"6035",6,24,0.08,14,"degree",0.86,0.96
"6036",6,24,0.08,14,"mdmr",0.48,0.96
"6037",6,24,0.1,14,"glm",0.741428571428571,0.950967741935484
"6038",6,24,0.1,14,"degree",1,1
"6039",6,24,0.1,14,"mdmr",0.72,0.92
"6040",6,24,0.15,14,"glm",0.982857142857143,0.95
"6041",6,24,0.15,14,"degree",1,0.96
"6042",6,24,0.15,14,"mdmr",1,0.96
"6043",6,24,0.2,14,"glm",1,0.95010752688172
"6044",6,24,0.2,14,"degree",1,0.98
"6045",6,24,0.2,14,"mdmr",1,0.96
"6046",6,24,0.3,14,"glm",1,0.950322580645161
"6047",6,24,0.3,14,"degree",1,0.98
"6048",6,24,0.3,14,"mdmr",1,0.92
"6049",6,50,0.02,1,"glm",0.08,0.950150753768844
"6050",6,50,0.02,1,"degree",0.02,1
"6051",6,50,0.02,1,"mdmr",0.08,0.98
"6052",6,50,0.04,1,"glm",0.48,0.95035175879397
"6053",6,50,0.04,1,"degree",0.02,1
"6054",6,50,0.04,1,"mdmr",0.04,0.92
"6055",6,50,0.06,1,"glm",0.58,0.950050251256281
"6056",6,50,0.06,1,"degree",0.04,1
"6057",6,50,0.06,1,"mdmr",0.1,0.94
"6058",6,50,0.08,1,"glm",0.88,0.950150753768844
"6059",6,50,0.08,1,"degree",0.02,1
"6060",6,50,0.08,1,"mdmr",0.12,0.94
"6061",6,50,0.1,1,"glm",1,0.950251256281407
"6062",6,50,0.1,1,"degree",0.06,1
"6063",6,50,0.1,1,"mdmr",0.24,0.94
"6064",6,50,0.15,1,"glm",1,0.950150753768844
"6065",6,50,0.15,1,"degree",0.1,0.98
"6066",6,50,0.15,1,"mdmr",0.66,0.92
"6067",6,50,0.2,1,"glm",1,0.950251256281407
"6068",6,50,0.2,1,"degree",0.04,0.98
"6069",6,50,0.2,1,"mdmr",1,0.98
"6070",6,50,0.3,1,"glm",1,0.950150753768844
"6071",6,50,0.3,1,"degree",0.18,0.98
"6072",6,50,0.3,1,"mdmr",1,0.96
"6073",6,50,0.02,2,"glm",0.09,0.94989898989899
"6074",6,50,0.02,2,"degree",0,0.98
"6075",6,50,0.02,2,"mdmr",0.08,0.98
"6076",6,50,0.04,2,"glm",0.44,0.95020202020202
"6077",6,50,0.04,2,"degree",0.04,1
"6078",6,50,0.04,2,"mdmr",0.1,0.92
"6079",6,50,0.06,2,"glm",0.57,0.95040404040404
"6080",6,50,0.06,2,"degree",0.06,0.98
"6081",6,50,0.06,2,"mdmr",0.14,0.94
"6082",6,50,0.08,2,"glm",0.87,0.95020202020202
"6083",6,50,0.08,2,"degree",0.08,1
"6084",6,50,0.08,2,"mdmr",0.22,0.94
"6085",6,50,0.1,2,"glm",0.99,0.95040404040404
"6086",6,50,0.1,2,"degree",0.08,0.98
"6087",6,50,0.1,2,"mdmr",0.42,0.94
"6088",6,50,0.15,2,"glm",1,0.95040404040404
"6089",6,50,0.15,2,"degree",0.2,0.98
"6090",6,50,0.15,2,"mdmr",1,0.96
"6091",6,50,0.2,2,"glm",1,0.95
"6092",6,50,0.2,2,"degree",0.36,1
"6093",6,50,0.2,2,"mdmr",1,0.92
"6094",6,50,0.3,2,"glm",1,0.95020202020202
"6095",6,50,0.3,2,"degree",0.66,1
"6096",6,50,0.3,2,"mdmr",1,0.98
"6097",6,50,0.02,4,"glm",0.17,0.950102040816327
"6098",6,50,0.02,4,"degree",0.02,1
"6099",6,50,0.02,4,"mdmr",0.06,0.94
"6100",6,50,0.04,4,"glm",0.29,0.950510204081633
"6101",6,50,0.04,4,"degree",0.06,1
"6102",6,50,0.04,4,"mdmr",0.16,0.98
"6103",6,50,0.06,4,"glm",0.6,0.95030612244898
"6104",6,50,0.06,4,"degree",0.2,0.98
"6105",6,50,0.06,4,"mdmr",0.32,0.96
"6106",6,50,0.08,4,"glm",0.87,0.950612244897959
"6107",6,50,0.08,4,"degree",0.26,1
"6108",6,50,0.08,4,"mdmr",0.64,0.94
"6109",6,50,0.1,4,"glm",0.975,0.95030612244898
"6110",6,50,0.1,4,"degree",0.4,1
"6111",6,50,0.1,4,"mdmr",0.88,0.96
"6112",6,50,0.15,4,"glm",1,0.949795918367347
"6113",6,50,0.15,4,"degree",0.62,1
"6114",6,50,0.15,4,"mdmr",1,0.96
"6115",6,50,0.2,4,"glm",1,0.95
"6116",6,50,0.2,4,"degree",0.82,0.98
"6117",6,50,0.2,4,"mdmr",1,0.94
"6118",6,50,0.3,4,"glm",1,0.950612244897959
"6119",6,50,0.3,4,"degree",1,0.98
"6120",6,50,0.3,4,"mdmr",1,0.94
"6121",6,50,0.02,6,"glm",0.146666666666667,0.94979381443299
"6122",6,50,0.02,6,"degree",0.06,1
"6123",6,50,0.02,6,"mdmr",0.06,0.96
"6124",6,50,0.04,6,"glm",0.363333333333333,0.95020618556701
"6125",6,50,0.04,6,"degree",0.18,1
"6126",6,50,0.04,6,"mdmr",0.1,0.94
"6127",6,50,0.06,6,"glm",0.626666666666667,0.95
"6128",6,50,0.06,6,"degree",0.26,1
"6129",6,50,0.06,6,"mdmr",0.38,0.98
"6130",6,50,0.08,6,"glm",0.873333333333333,0.950103092783505
"6131",6,50,0.08,6,"degree",0.48,0.98
"6132",6,50,0.08,6,"mdmr",0.88,0.98
"6133",6,50,0.1,6,"glm",0.976666666666667,0.95020618556701
"6134",6,50,0.1,6,"degree",0.58,0.98
"6135",6,50,0.1,6,"mdmr",0.96,0.96
"6136",6,50,0.15,6,"glm",1,0.95
"6137",6,50,0.15,6,"degree",0.9,0.98
"6138",6,50,0.15,6,"mdmr",1,0.92
"6139",6,50,0.2,6,"glm",1,0.95
"6140",6,50,0.2,6,"degree",1,1
"6141",6,50,0.2,6,"mdmr",1,0.96
"6142",6,50,0.3,6,"glm",1,0.949484536082474
"6143",6,50,0.3,6,"degree",1,1
"6144",6,50,0.3,6,"mdmr",1,0.94
"6145",6,50,0.02,8,"glm",0.12,0.950520833333333
"6146",6,50,0.02,8,"degree",0.06,1
"6147",6,50,0.02,8,"mdmr",0.06,0.94
"6148",6,50,0.04,8,"glm",0.3875,0.950625
"6149",6,50,0.04,8,"degree",0.18,1
"6150",6,50,0.04,8,"mdmr",0.2,0.94
"6151",6,50,0.06,8,"glm",0.6475,0.9503125
"6152",6,50,0.06,8,"degree",0.52,1
"6153",6,50,0.06,8,"mdmr",0.56,0.98
"6154",6,50,0.08,8,"glm",0.89,0.9496875
"6155",6,50,0.08,8,"degree",0.68,0.98
"6156",6,50,0.08,8,"mdmr",0.92,0.9
"6157",6,50,0.1,8,"glm",0.965,0.950104166666667
"6158",6,50,0.1,8,"degree",0.8,0.98
"6159",6,50,0.1,8,"mdmr",1,0.92
"6160",6,50,0.15,8,"glm",1,0.95
"6161",6,50,0.15,8,"degree",1,1
"6162",6,50,0.15,8,"mdmr",1,0.96
"6163",6,50,0.2,8,"glm",1,0.950104166666667
"6164",6,50,0.2,8,"degree",1,0.98
"6165",6,50,0.2,8,"mdmr",1,0.92
"6166",6,50,0.3,8,"glm",1,0.9496875
"6167",6,50,0.3,8,"degree",1,1
"6168",6,50,0.3,8,"mdmr",1,0.92
"6169",6,50,0.02,10,"glm",0.132,0.949789473684211
"6170",6,50,0.02,10,"degree",0.14,1
"6171",6,50,0.02,10,"mdmr",0.1,0.94
"6172",6,50,0.04,10,"glm",0.378,0.949894736842105
"6173",6,50,0.04,10,"degree",0.46,1
"6174",6,50,0.04,10,"mdmr",0.18,0.92
"6175",6,50,0.06,10,"glm",0.658,0.949368421052632
"6176",6,50,0.06,10,"degree",0.66,1
"6177",6,50,0.06,10,"mdmr",0.74,0.94
"6178",6,50,0.08,10,"glm",0.892,0.949789473684211
"6179",6,50,0.08,10,"degree",0.9,1
"6180",6,50,0.08,10,"mdmr",0.98,0.96
"6181",6,50,0.1,10,"glm",0.976,0.949684210526316
"6182",6,50,0.1,10,"degree",1,0.98
"6183",6,50,0.1,10,"mdmr",1,0.96
"6184",6,50,0.15,10,"glm",1,0.95
"6185",6,50,0.15,10,"degree",1,0.98
"6186",6,50,0.15,10,"mdmr",1,0.92
"6187",6,50,0.2,10,"glm",1,0.949789473684211
"6188",6,50,0.2,10,"degree",1,0.98
"6189",6,50,0.2,10,"mdmr",1,0.96
"6190",6,50,0.3,10,"glm",1,0.950315789473684
"6191",6,50,0.3,10,"degree",1,0.98
"6192",6,50,0.3,10,"mdmr",1,0.98
"6193",6,50,0.02,14,"glm",0.127142857142857,0.949462365591398
"6194",6,50,0.02,14,"degree",0.18,0.98
"6195",6,50,0.02,14,"mdmr",0.08,0.96
"6196",6,50,0.04,14,"glm",0.332857142857143,0.949139784946237
"6197",6,50,0.04,14,"degree",0.44,1
"6198",6,50,0.04,14,"mdmr",0.26,0.96
"6199",6,50,0.06,14,"glm",0.634285714285714,0.950322580645161
"6200",6,50,0.06,14,"degree",0.9,0.98
"6201",6,50,0.06,14,"mdmr",0.44,0.94
"6202",6,50,0.08,14,"glm",0.891428571428571,0.950860215053763
"6203",6,50,0.08,14,"degree",1,0.98
"6204",6,50,0.08,14,"mdmr",0.9,0.92
"6205",6,50,0.1,14,"glm",0.977142857142857,0.949784946236559
"6206",6,50,0.1,14,"degree",1,0.98
"6207",6,50,0.1,14,"mdmr",0.98,0.92
"6208",6,50,0.15,14,"glm",1,0.95010752688172
"6209",6,50,0.15,14,"degree",1,1
"6210",6,50,0.15,14,"mdmr",1,0.98
"6211",6,50,0.2,14,"glm",1,0.949462365591398
"6212",6,50,0.2,14,"degree",1,1
"6213",6,50,0.2,14,"mdmr",1,0.96
"6214",6,50,0.3,14,"glm",1,0.949784946236559
"6215",6,50,0.3,14,"degree",1,0.98
"6216",6,50,0.3,14,"mdmr",1,0.92
"6217",6,100,0.02,1,"glm",0.2,0.943618090452261
"6218",6,100,0.02,1,"degree",0.08,0.98
"6219",6,100,0.02,1,"mdmr",0.16,0.96
"6220",6,100,0.04,1,"glm",0.72,0.943115577889447
"6221",6,100,0.04,1,"degree",0.06,0.96
"6222",6,100,0.04,1,"mdmr",0.2,0.92
"6223",6,100,0.06,1,"glm",1,0.94321608040201
"6224",6,100,0.06,1,"degree",0.04,0.92
"6225",6,100,0.06,1,"mdmr",0.28,0.96
"6226",6,100,0.08,1,"glm",1,0.943718592964824
"6227",6,100,0.08,1,"degree",0.06,0.98
"6228",6,100,0.08,1,"mdmr",0.48,0.96
"6229",6,100,0.1,1,"glm",1,0.94321608040201
"6230",6,100,0.1,1,"degree",0.08,0.96
"6231",6,100,0.1,1,"mdmr",0.72,0.94
"6232",6,100,0.15,1,"glm",1,0.943115577889447
"6233",6,100,0.15,1,"degree",0.1,0.92
"6234",6,100,0.15,1,"mdmr",0.98,0.92
"6235",6,100,0.2,1,"glm",1,0.943417085427136
"6236",6,100,0.2,1,"degree",0.22,0.92
"6237",6,100,0.2,1,"mdmr",1,0.88
"6238",6,100,0.3,1,"glm",1,0.943115577889447
"6239",6,100,0.3,1,"degree",0.36,0.94
"6240",6,100,0.3,1,"mdmr",1,0.86
"6241",6,100,0.02,2,"glm",0.16,0.942828282828283
"6242",6,100,0.02,2,"degree",0.06,0.94
"6243",6,100,0.02,2,"mdmr",0.16,0.92
"6244",6,100,0.04,2,"glm",0.59,0.943030303030303
"6245",6,100,0.04,2,"degree",0.08,0.94
"6246",6,100,0.04,2,"mdmr",0.24,0.92
"6247",6,100,0.06,2,"glm",0.92,0.943333333333333
"6248",6,100,0.06,2,"degree",0.06,0.94
"6249",6,100,0.06,2,"mdmr",0.56,0.92
"6250",6,100,0.08,2,"glm",0.99,0.943232323232323
"6251",6,100,0.08,2,"degree",0.14,0.96
"6252",6,100,0.08,2,"mdmr",0.82,0.92
"6253",6,100,0.1,2,"glm",1,0.943131313131313
"6254",6,100,0.1,2,"degree",0.18,0.96
"6255",6,100,0.1,2,"mdmr",0.98,0.86
"6256",6,100,0.15,2,"glm",1,0.943131313131313
"6257",6,100,0.15,2,"degree",0.34,0.94
"6258",6,100,0.15,2,"mdmr",1,0.96
"6259",6,100,0.2,2,"glm",1,0.943131313131313
"6260",6,100,0.2,2,"degree",0.7,0.96
"6261",6,100,0.2,2,"mdmr",1,0.96
"6262",6,100,0.3,2,"glm",1,0.942929292929293
"6263",6,100,0.3,2,"degree",0.94,0.94
"6264",6,100,0.3,2,"mdmr",1,0.88
"6265",6,100,0.02,4,"glm",0.215,0.942755102040816
"6266",6,100,0.02,4,"degree",0.04,0.92
"6267",6,100,0.02,4,"mdmr",0.12,0.9
"6268",6,100,0.04,4,"glm",0.605,0.943367346938776
"6269",6,100,0.04,4,"degree",0.16,0.94
"6270",6,100,0.04,4,"mdmr",0.44,0.9
"6271",6,100,0.06,4,"glm",0.935,0.942959183673469
"6272",6,100,0.06,4,"degree",0.26,0.96
"6273",6,100,0.06,4,"mdmr",0.82,0.88
"6274",6,100,0.08,4,"glm",1,0.942959183673469
"6275",6,100,0.08,4,"degree",0.42,0.96
"6276",6,100,0.08,4,"mdmr",0.98,0.96
"6277",6,100,0.1,4,"glm",1,0.943571428571429
"6278",6,100,0.1,4,"degree",0.6,0.92
"6279",6,100,0.1,4,"mdmr",1,0.88
"6280",6,100,0.15,4,"glm",1,0.943265306122449
"6281",6,100,0.15,4,"degree",0.96,0.96
"6282",6,100,0.15,4,"mdmr",1,0.92
"6283",6,100,0.2,4,"glm",1,0.943163265306122
"6284",6,100,0.2,4,"degree",0.98,0.94
"6285",6,100,0.2,4,"mdmr",1,0.92
"6286",6,100,0.3,4,"glm",1,0.942959183673469
"6287",6,100,0.3,4,"degree",1,0.98
"6288",6,100,0.3,4,"mdmr",1,0.88
"6289",6,100,0.02,6,"glm",0.2,0.943092783505155
"6290",6,100,0.02,6,"degree",0.08,0.96
"6291",6,100,0.02,6,"mdmr",0.18,0.9
"6292",6,100,0.04,6,"glm",0.643333333333333,0.943092783505155
"6293",6,100,0.04,6,"degree",0.3,0.92
"6294",6,100,0.04,6,"mdmr",0.52,0.92
"6295",6,100,0.06,6,"glm",0.933333333333333,0.94298969072165
"6296",6,100,0.06,6,"degree",0.62,0.98
"6297",6,100,0.06,6,"mdmr",0.92,0.92
"6298",6,100,0.08,6,"glm",0.986666666666667,0.942783505154639
"6299",6,100,0.08,6,"degree",0.8,0.96
"6300",6,100,0.08,6,"mdmr",1,0.92
"6301",6,100,0.1,6,"glm",1,0.94340206185567
"6302",6,100,0.1,6,"degree",0.94,0.96
"6303",6,100,0.1,6,"mdmr",1,0.9
"6304",6,100,0.15,6,"glm",1,0.943917525773196
"6305",6,100,0.15,6,"degree",1,0.94
"6306",6,100,0.15,6,"mdmr",1,0.86
"6307",6,100,0.2,6,"glm",1,0.94360824742268
"6308",6,100,0.2,6,"degree",1,0.92
"6309",6,100,0.2,6,"mdmr",1,0.88
"6310",6,100,0.3,6,"glm",1,0.94340206185567
"6311",6,100,0.3,6,"degree",1,0.96
"6312",6,100,0.3,6,"mdmr",1,0.9
"6313",6,100,0.02,8,"glm",0.1625,0.942604166666667
"6314",6,100,0.02,8,"degree",0.12,0.96
"6315",6,100,0.02,8,"mdmr",0.16,0.92
"6316",6,100,0.04,8,"glm",0.5875,0.9434375
"6317",6,100,0.04,8,"degree",0.44,0.94
"6318",6,100,0.04,8,"mdmr",0.6,0.84
"6319",6,100,0.06,8,"glm",0.9,0.94375
"6320",6,100,0.06,8,"degree",0.8,0.96
"6321",6,100,0.06,8,"mdmr",1,0.98
"6322",6,100,0.08,8,"glm",0.99,0.943645833333333
"6323",6,100,0.08,8,"degree",0.96,0.94
"6324",6,100,0.08,8,"mdmr",1,0.9
"6325",6,100,0.1,8,"glm",1,0.943125
"6326",6,100,0.1,8,"degree",1,0.96
"6327",6,100,0.1,8,"mdmr",1,0.98
"6328",6,100,0.15,8,"glm",1,0.943333333333333
"6329",6,100,0.15,8,"degree",1,0.98
"6330",6,100,0.15,8,"mdmr",1,0.96
"6331",6,100,0.2,8,"glm",1,0.943125
"6332",6,100,0.2,8,"degree",1,0.94
"6333",6,100,0.2,8,"mdmr",1,0.88
"6334",6,100,0.3,8,"glm",1,0.943645833333333
"6335",6,100,0.3,8,"degree",1,0.94
"6336",6,100,0.3,8,"mdmr",1,0.9
"6337",6,100,0.02,10,"glm",0.214,0.943052631578947
"6338",6,100,0.02,10,"degree",0.2,0.94
"6339",6,100,0.02,10,"mdmr",0.2,0.92
"6340",6,100,0.04,10,"glm",0.606,0.943052631578947
"6341",6,100,0.04,10,"degree",0.64,0.96
"6342",6,100,0.04,10,"mdmr",0.64,0.84
"6343",6,100,0.06,10,"glm",0.926,0.943684210526316
"6344",6,100,0.06,10,"degree",0.94,0.96
"6345",6,100,0.06,10,"mdmr",0.98,0.92
"6346",6,100,0.08,10,"glm",0.996,0.943368421052632
"6347",6,100,0.08,10,"degree",0.98,0.94
"6348",6,100,0.08,10,"mdmr",1,0.9
"6349",6,100,0.1,10,"glm",1,0.943789473684211
"6350",6,100,0.1,10,"degree",1,0.94
"6351",6,100,0.1,10,"mdmr",1,0.92
"6352",6,100,0.15,10,"glm",1,0.943052631578947
"6353",6,100,0.15,10,"degree",1,0.94
"6354",6,100,0.15,10,"mdmr",1,0.96
"6355",6,100,0.2,10,"glm",1,0.942736842105263
"6356",6,100,0.2,10,"degree",1,0.98
"6357",6,100,0.2,10,"mdmr",1,0.94
"6358",6,100,0.3,10,"glm",1,0.943052631578947
"6359",6,100,0.3,10,"degree",1,1
"6360",6,100,0.3,10,"mdmr",1,0.88
"6361",6,100,0.02,14,"glm",0.201428571428571,0.942365591397849
"6362",6,100,0.02,14,"degree",0.24,0.92
"6363",6,100,0.02,14,"mdmr",0.28,0.96
"6364",6,100,0.04,14,"glm",0.607142857142857,0.943010752688172
"6365",6,100,0.04,14,"degree",0.88,0.92
"6366",6,100,0.04,14,"mdmr",0.52,0.9
"6367",6,100,0.06,14,"glm",0.918571428571429,0.943225806451613
"6368",6,100,0.06,14,"degree",1,0.96
"6369",6,100,0.06,14,"mdmr",0.96,0.94
"6370",6,100,0.08,14,"glm",0.995714285714286,0.943763440860215
"6371",6,100,0.08,14,"degree",1,0.92
"6372",6,100,0.08,14,"mdmr",1,0.92
"6373",6,100,0.1,14,"glm",1,0.943118279569892
"6374",6,100,0.1,14,"degree",1,0.92
"6375",6,100,0.1,14,"mdmr",1,0.9
"6376",6,100,0.15,14,"glm",1,0.944408602150538
"6377",6,100,0.15,14,"degree",1,0.94
"6378",6,100,0.15,14,"mdmr",1,0.9
"6379",6,100,0.2,14,"glm",1,0.943118279569892
"6380",6,100,0.2,14,"degree",1,0.96
"6381",6,100,0.2,14,"mdmr",1,0.96
"6382",6,100,0.3,14,"glm",1,0.943225806451613
"6383",6,100,0.3,14,"degree",1,0.98
"6384",6,100,0.3,14,"mdmr",1,0.94
"6385",6,150,0.02,1,"glm",0.28,0.951457286432161
"6386",6,150,0.02,1,"degree",0.04,1
"6387",6,150,0.02,1,"mdmr",0.02,0.96
"6388",6,150,0.04,1,"glm",0.8,0.951758793969849
"6389",6,150,0.04,1,"degree",0,0.94
"6390",6,150,0.04,1,"mdmr",0.06,0.94
"6391",6,150,0.06,1,"glm",1,0.951356783919598
"6392",6,150,0.06,1,"degree",0.04,1
"6393",6,150,0.06,1,"mdmr",0.3,0.98
"6394",6,150,0.08,1,"glm",1,0.951658291457286
"6395",6,150,0.08,1,"degree",0.02,0.98
"6396",6,150,0.08,1,"mdmr",0.6,0.98
"6397",6,150,0.1,1,"glm",1,0.951356783919598
"6398",6,150,0.1,1,"degree",0.02,0.98
"6399",6,150,0.1,1,"mdmr",0.88,0.94
"6400",6,150,0.15,1,"glm",1,0.951457286432161
"6401",6,150,0.15,1,"degree",0.18,0.98
